N	2gram	Bakhtin_Fr	EvropaiC
1	таким образом	20	34
2	в том	16	31
3	и в	67	24
4	том что	13	20
5	все эти	12	19
6	то что	9	18
7	народа а	1	18
8	не может	9	18
9	может быть	4	17
10	до сих	3	15
11	народа в	2	15
12	все же	7	15
13	сих пор	3	15
14	точки зрения	7	14
15	в этом	27	13
16	все это	15	13
17	самом деле	6	12
18	с этим	6	12
19	между тем	3	12
20	в своем	13	12
21	по отношению	1	11
22	но и	23	11
23	отношению к	1	11
24	все что	3	10
25	мы знаем	1	10
26	не только	23	10
27	так и	14	10
28	как и	19	10
29	культуры в	1	10
30	во всех	20	10
31	из себя	1	10
32	как бы	18	10
33	что в	14	9
34	при этом	5	9
35	в результате	5	9
36	не в	8	9
37	и все	18	9
38	и не	23	9
39	с другом	2	9
40	потому что	8	9
41	и что	3	9
42	на то	2	9
43	друг с	2	9
44	того же	6	9
45	в самом	7	8
46	у народа	2	8
47	с точки	5	8
48	чем у	1	8
49	более или	2	8
50	ясно что	1	8
51	или менее	2	8
52	к тому	4	8
53	мы говорили	2	8
54	для того	8	8
55	если бы	2	8
56	того чтобы	9	8
57	земного шара	1	8
58	так же	13	8
59	знаем что	1	8
60	из этих	4	8
61	так как	16	7
62	что при	1	7
63	того что	4	7
64	что и	8	7
65	на самом	8	7
66	что он	7	7
67	не менее	4	7
68	о которых	1	7
69	о котором	1	7
70	из этого	5	7
71	о том	8	7
72	вместе с	5	7
73	в этой	13	7
74	в силу	1	7
75	по существу	4	7
76	для этого	2	7
77	мы можем	5	6
78	и на	12	6
79	несмотря на	3	6
80	с ним	6	6
81	что с	1	6
82	только в	6	6
83	тому же	5	6
84	от друга	1	6
85	в мире	1	6
86	друг от	1	6
87	еще не	5	6
88	все они	7	6
89	и если	3	6
90	должна быть	1	6
91	так что	1	6
92	и при	2	6
93	как на	6	6
94	в общем	5	6
95	начало и	1	6
96	с другой	3	6
97	в то	17	6
98	у них	2	6
99	и для	4	6
100	и к	7	5
101	как к	2	5
102	а потому	2	5
103	ничем не	1	5
104	между собою	6	5
105	тех кто	2	5
106	в его	17	5
107	из всех	1	5
108	что это	4	5
109	многие из	1	5
110	пор не	1	5
111	другой стороны	2	5
112	у него	4	5
113	его в	10	5
114	в которой	1	5
115	но все	2	5
116	и с	18	5
117	именно в	5	5
118	и без	3	5
119	основано на	1	5
120	по своему	5	5
121	на все	4	5
122	быть и	1	5
123	не будет	2	5
124	между двумя	1	5
125	и их	6	5
126	далеко не	6	5
127	лишь в	3	5
128	в себе	3	5
129	и от	6	5
130	что все	4	5
131	столь же	1	5
132	как будто	2	5
133	к этому	4	5
134	в целом	2	5
135	из них	5	5
136	но в	20	5
137	и то	2	4
138	то они	1	4
139	ее и	1	4
140	та же	2	4
141	этой области	1	4
142	на вопрос	1	4
143	из того	1	4
144	хотя и	6	4
145	тем не	1	4
146	народ и	1	4
147	чем больше	1	4
148	все прочие	1	4
149	в их	4	4
150	в виде	1	4
151	связи с	7	4
152	одним из	7	4
153	в конце	12	4
154	в таком	2	4
155	с тем	3	4
156	этой культуры	1	4
157	состоит из	2	4
158	в народе	1	4
159	не могут	3	4
160	и у	7	4
161	и сейчас	2	4
162	а с	1	4
163	выше и	1	4
164	мы уже	13	4
165	в течение	3	4
166	хотя бы	2	4
167	в дальнейшем	2	4
168	для меня	1	4
169	что эта	3	4
170	целый ряд	2	4
171	признать что	2	4
172	всегда будет	1	4
173	и т.д	2	4
174	отношение к	1	4
175	что для	1	4
176	без того	1	4
177	том же	3	4
178	и конец	1	4
179	в области	2	4
180	он не	9	4
181	конце концов	1	4
182	если мы	3	4
183	всех этих	9	4
184	мы сказали	2	4
185	в одну	1	4
186	то же	18	4
187	совершенно так	2	4
188	никогда не	6	4
189	ближе к	1	3
190	во всем	1	3
191	от него	2	3
192	а наоборот	1	3
193	данном случае	4	3
194	народ не	1	3
195	и по	3	3
196	в начале	2	3
197	с одной	2	3
198	тогда когда	3	3
199	за ними	1	3
200	даже в	5	3
201	в нашем	3	3
202	в разных	2	3
203	и говорить	1	3
204	как у	2	3
205	прежде всего	19	3
206	у нас	3	3
207	одно из	2	3
208	же не	2	3
209	говорить что	1	3
210	различия между	1	3
211	чем в	1	3
212	ко всем	1	3
213	этого круга	1	3
214	что по	3	3
215	в нем	20	3
216	заключается в	1	3
217	очень много	1	3
218	в жизни	4	3
219	можно назвать	1	3
220	в связи	5	3
221	не подлежит	2	3
222	же как	4	3
223	на земле	2	3
224	в истории	2	3
225	и это	5	3
226	в сторону	2	3
227	ничего общего	1	3
228	и вообще	3	3
229	тем более	3	3
230	жизнь и	5	3
231	и того	1	3
232	и потому	1	3
233	на этой	3	3
234	в данном	4	3
235	и других	2	3
236	отличие от	3	3
237	человеческого рода	2	3
238	в ней	10	3
239	если же	2	3
240	с этой	1	3
241	это не	5	3
242	в тех	1	3
243	и до	3	3
244	конечно не	5	3
245	уже и	3	3
246	не вполне	1	3
247	от того	3	3
248	а в	4	3
249	как известно	2	3
250	сказано выше	1	3
251	было бы	5	3
252	как мы	16	3
253	сейчас же	1	3
254	нога в	1	3
255	этой истории	1	3
256	мы будем	2	3
257	образом в	4	3
258	нечего и	1	3
259	но не	6	3
260	в эти	2	3
261	бы в	5	3
262	не надо	1	3
263	одного и	1	3
264	тот же	4	3
265	и наконец	5	3
266	подлежит сомнению	1	3
267	одной и	1	2
268	что за	1	2
269	и весь	1	2
270	лишь тогда	1	2
271	что они	3	2
272	во втором	3	2
273	образом и	2	2
274	либо как	1	2
275	но на	3	2
276	все его	1	2
277	что у	2	2
278	то есть	49	2
279	этот процесс	3	2
280	то в	3	2
281	мы все	2	2
282	на том	2	2
283	можно встретить	1	2
284	он считает	1	2
285	из таких	1	2
286	для него	4	2
287	же образом	1	2
288	тем как	2	2
289	те же	1	2
290	которые по	1	2
291	на таких	1	2
292	а затем	7	2
293	но как	1	2
294	и из	1	2
295	не от	1	2
296	в виду	2	2
297	исторического развития	1	2
298	совершенно ясно	1	2
299	всех прочих	1	2
300	но с	1	2
301	в своих	1	2
302	не было	3	2
303	все то	6	2
304	не знает	1	2
305	и некоторые	1	2
306	и сам	2	2
307	из нее	1	2
308	и где	1	2
309	на нее	1	2
310	и там	4	2
311	теперь мы	1	2
