N	2gram	Vygotskiy_	Marksizm
1	точки зрения	19	69
2	может быть	33	64
3	и в	65	63
4	и не	20	55
5	как бы	29	53
6	не может	17	47
7	с точки	11	46
8	и его	8	41
9	в этом	37	39
10	таким образом	21	38
11	как мы	12	32
12	второго направления	1	31
13	не только	16	29
14	то же	17	28
15	в нем	8	28
16	но и	6	27
17	в языке	1	26
18	связи с	2	25
19	самом деле	33	25
20	в самом	41	24
21	как и	12	24
22	прежде всего	2	24
23	только в	9	23
24	так и	3	23
25	в том	46	22
26	то что	61	22
27	а не	11	22
28	при этом	10	20
29	так сказать	6	20
30	для него	4	20
31	если мы	19	20
32	не в	12	19
33	если бы	22	19
34	том что	28	19
35	в его	11	19
36	в ее	9	18
37	в слове	1	18
38	и для	4	18
39	но в	5	18
40	вовсе не	11	18
41	все же	10	17
42	в сущности	16	17
43	слова и	3	16
44	и как	10	16
45	в то	5	16
46	во всех	4	15
47	в связи	1	15
48	отнюдь не	2	15
49	что он	23	15
50	русском языке	1	15
51	в русском	1	15
52	в данном	5	14
53	хотя бы	3	14
54	в смысле	1	14
55	в своей	6	13
56	так же	12	13
57	что в	36	13
58	и здесь	9	13
59	не является	2	13
60	того чтобы	21	13
61	было бы	22	13
62	ничего не	4	13
63	мы не	7	13
64	слова в	1	13
65	для того	18	12
66	того же	4	12
67	бы то	1	12
68	в результате	3	12
69	между тем	10	12
70	он не	11	12
71	в основе	5	12
72	высшей степени	1	12
73	а в	9	12
74	в высшей	1	12
75	не столько	1	11
76	и того	1	11
77	к нему	2	11
78	мы уже	12	11
79	и что	29	11
80	и от	1	11
81	слова как	3	11
82	до сих	7	11
83	и на	7	11
84	и все	14	11
85	как в	8	11
86	еще не	3	11
87	друг друга	1	11
88	так как	13	11
89	на самом	3	11
90	все эти	7	11
91	в ней	23	11
92	сих пор	6	11
93	именно в	3	10
94	во всяком	6	10
95	самого начала	10	10
96	с другой	8	10
97	сказать что	14	10
98	к этому	5	10
99	никогда не	9	10
100	в своем	8	10
101	его в	5	10
102	в таком	6	10
103	одна из	6	10
104	здесь мы	6	10
105	совершенно не	8	10
106	конечно не	6	10
107	в отличие	1	10
108	с его	2	10
109	здесь в	4	10
110	и потому	1	10
111	с самого	10	10
112	отличие от	1	10
113	быть и	1	9
114	к тому	18	9
115	одного и	2	9
116	только на	3	9
117	в себе	9	9
118	и следовательно	2	9
119	и это	13	9
120	а как	1	9
121	мы видели	7	9
122	что это	19	9
123	ни в	6	9
124	не имеет	8	9
125	и более	4	9
126	отношении к	1	9
127	это не	7	9
128	как если	3	9
129	в истории	3	9
130	и эта	3	9
131	же самое	14	9
132	кроме того	2	8
133	мысли и	2	8
134	не как	1	8
135	другой стороны	5	8
136	но что	3	8
137	и даже	4	8
138	и с	4	8
139	на этой	1	8
140	мы знаем	3	8
141	что и	7	8
142	у него	6	8
143	не было	4	8
144	что не	5	8
145	тому что	10	8
146	ясно что	11	8
147	мы можем	12	8
148	или же	2	8
149	не будет	2	8
150	в форме	1	8
151	за пределы	1	8
152	столь же	5	8
153	в отношении	1	8
154	сводится к	1	8
155	в каком	8	8
156	к другому	1	8
157	перед нами	12	8
158	в свою	6	8
159	этого слова	5	8
160	с этим	11	8
161	у нас	4	8
162	смысле этого	5	8
163	в их	3	8
164	и их	2	8
165	и ее	4	8
166	на то	25	8
167	от него	2	7
168	следует что	2	7
169	в этих	3	7
170	в котором	7	7
171	и значение	4	7
172	и те	2	7
173	свою очередь	3	7
174	и формы	2	7
175	те же	2	7
176	как раз	14	7
177	в качестве	2	7
178	бы в	3	7
179	в этой	20	7
180	там где	7	7
181	на основе	1	7
182	прямой и	1	7
183	по себе	5	7
184	той же	6	7
185	до конца	5	7
186	о том	17	7
187	того что	9	7
188	конечно в	3	7
189	в начале	1	7
190	далеко не	3	7
191	бы он	1	7
192	место в	6	7
193	в той	8	6
194	является в	1	6
195	точном смысле	3	6
196	по мере	1	6
197	от одного	1	6
198	в корне	1	6
199	уже не	2	6
200	одной стороны	6	6
201	в другом	6	6
202	для понимания	1	6
203	она может	4	6
204	с одной	7	6
