N	2gram	Voloshinov	Formalny
1	и в	3	95
2	и не	1	78
3	может быть	1	66
4	не может	4	57
5	точки зрения	1	47
6	в его	1	42
7	с точки	1	40
8	художественного произведения	1	36
9	а не	1	34
10	формального метода	1	34
11	но и	1	33
12	то же	1	32
13	не только	1	30
14	если бы	1	26
15	связи с	1	23
16	в ней	1	23
17	в то	1	22
18	не менее	1	20
19	же время	1	20
20	социального общения	2	19
21	и все	1	18
22	с другими	1	15
23	бы в	1	15
24	и на	1	15
25	языка как	1	13
26	к тому	1	12
27	литературного произведения	1	11
28	для него	1	11
29	язык как	1	10
30	о литературе	1	10
31	художественной структуры	1	10
32	в каждом	1	9
33	в языке	1	9
34	и должно	1	8
35	в конкретном	1	8
36	его от	1	7
37	смысл и	1	7
38	в особенности	1	7
39	произведения но	1	6
40	общения и	2	6
41	один из	2	6
42	из этих	1	6
43	нет и	1	6
44	не из	1	6
45	тому что	1	6
46	и истории	1	5
47	если в	2	5
48	подхода к	1	5
49	может и	1	5
50	можно и	1	4
51	вполне понятно	1	4
52	он в	1	4
53	тех же	1	4
54	искусство как	1	4
55	зрения их	1	3
56	в системе	1	3
57	мы видим	1	3
58	и методологически	1	3
59	вещей и	1	3
60	можно назвать	1	3
61	влияния на	1	3
62	художественного целого	1	3
63	при анализе	1	3
64	литературного языка	1	3
65	литературы то	1	3
66	на нее	1	3
67	во второй	1	3
68	методов ее	1	2
69	несмотря на	1	2
70	русской литературы	1	2
71	в школе	1	2
72	не оказать	1	2
73	конечно и	1	2
74	методологического приема	1	2
75	и социальной	1	2
76	осуществления в	1	2
77	науку о	1	2
78	лучше всего	1	2
79	русского литературного	1	2
80	с теми	1	2
81	и форму	1	2
82	истории русского	1	1
83	исходя из	1	1
84	метода он	1	1
85	к историческому	1	1
86	по своим	1	1
87	методы и	1	1
88	становится особенно	1	1
89	ведь жанр	1	1
90	или иными	1	1
91	первая часть	1	1
92	теми или	1	1
93	к школе	1	1
94	ни один	1	1
95	своих работ	1	1
96	и событий	1	1
97	в лингвистике	1	1
98	фосслера и	1	1
99	в иную	1	1
100	русской почве	1	1
101	увидеть в	1	1
102	любого жанра	1	1
103	поэтики и	1	1
104	марксистскую науку	1	1
105	лежащие в	1	1
106	его основе	1	1
107	на русской	1	1
108	и заставляет	1	1
109	и больше	1	1
110	этого общения	1	1
111	может не	1	1
112	оторвано от	1	1
113	литературу из	1	1
114	понимания этого	1	1
115	школе фосслера	1	1
116	из контекста	1	1
117	анализа и	1	1
