N	2gram	Propp_Russ	Analitik
1	не только	28	71
2	тогда как	4	67
3	и в	59	66
4	в качестве	5	61
5	но и	20	57
6	в том	33	52
7	может быть	14	52
8	в этом	18	51
9	в частности	2	51
10	как и	19	50
11	и не	6	48
12	а не	3	42
13	в тексте	1	42
14	при этом	11	40
15	том что	33	40
16	то есть	3	35
17	так и	8	35
18	представляет собой	5	30
19	своего рода	3	30
20	состоит в	18	30
21	отнюдь не	3	29
22	как бы	18	29
23	не может	6	29
24	а в	16	28
25	в его	3	27
26	и его	2	27
27	не в	2	26
28	но не	7	26
29	в себе	1	24
30	не случайно	2	24
31	что в	35	22
32	и даже	1	22
33	к тому	4	22
34	в этой	4	22
35	о том	14	20
36	то же	6	19
37	в своей	1	19
38	по отношению	1	19
39	с его	1	19
40	но в	5	19
41	в данном	7	18
42	в то	3	18
43	отношению к	1	18
44	с другой	1	17
45	только в	4	17
46	в целом	2	17
47	что и	8	16
48	могут быть	3	16
49	то что	10	16
50	в пределах	2	16
51	и на	14	15
52	между тем	9	15
53	уже не	9	15
54	прежде всего	2	15
55	в их	5	15
56	не менее	3	14
57	того же	1	14
58	мы имеем	7	14
59	в отличие	4	14
60	данном случае	8	14
61	отличие от	4	14
62	далеко не	5	14
63	точки зрения	3	13
64	как правило	4	13
65	тому же	1	13
66	в случае	1	13
67	он не	1	13
68	этого слова	3	13
69	ничего не	4	13
70	как раз	1	13
71	для него	1	13
72	а также	6	13
73	в начале	1	13
74	и к	3	12
75	и сам	1	12
76	никогда не	1	12
77	как это	11	12
78	в первой	1	12
79	как в	10	12
80	еще не	7	12
81	в той	1	11
82	в свою	3	11
83	это не	14	11
84	можно сказать	1	11
85	и как	2	11
86	во второй	1	11
87	не с	5	11
88	не следует	1	11
89	нуждается в	1	11
90	именно в	3	10
91	все же	7	10
92	с одной	1	10
93	в конце	1	10
94	было бы	3	10
95	однако в	1	10
96	подобно тому	3	10
97	совпадает с	1	10
98	здесь не	1	10
99	того или	1	10
100	один из	10	10
101	на себя	4	10
102	говорить о	2	9
103	говорит о	3	9
104	не столько	3	9
105	и того	1	9
106	одной стороны	1	9
107	свою очередь	2	9
108	том чтобы	3	9
109	в своем	3	9
110	по поводу	1	9
111	таким образом	10	9
112	во всех	6	9
113	в русской	1	9
114	имеет место	3	9
115	значении этого	1	9
116	вместе с	16	9
117	тому как	3	9
118	того что	6	9
119	как уже	6	9
120	что касается	1	9
121	о чем	7	8
122	не всегда	4	8
123	между двумя	2	8
124	как известно	2	8
125	с ним	2	8
126	если бы	1	8
127	и все	4	8
128	что он	2	8
129	перед нами	2	8
130	не является	2	8
131	в основе	1	8
132	с точки	3	8
133	хотя и	3	8
134	этом отношении	1	8
135	дело не	2	8
136	он и	1	8
137	в году	5	7
138	во всяком	1	7
139	в другом	1	7
140	в одном	4	7
141	как мы	11	7
142	в нашем	2	7
143	который в	2	7
144	одна из	12	7
145	по преимуществу	1	7
146	внимание на	1	7
147	несмотря на	4	7
148	у него	2	7
149	в таком	5	7
150	и тем	1	7
151	приводит к	4	7
152	всяком случае	1	7
153	и для	3	7
154	в литературе	1	7
155	все это	12	7
156	таком случае	1	7
157	однако не	1	7
158	себя и	2	7
159	место в	2	7
160	что иное	3	7
161	как будто	6	7
162	вплоть до	4	7
163	иное как	3	7
164	во всем	2	6
165	те же	1	6
166	или в	7	6
167	одного и	1	6
168	превращается в	1	6
169	не что	3	6
170	с другим	2	6
171	из них	12	6
172	тем не	3	6
173	не знает	1	6
174	что не	1	6
175	не будет	1	6
176	могла бы	1	6
177	его как	2	6
178	в силу	2	6
179	в нем	3	6
180	он был	2	6
181	если в	3	6
182	на этом	6	6
183	из которых	2	6
184	из того	1	6
185	не более	2	6
186	и более	3	6
187	и состоит	1	6
188	из этих	6	6
189	включая и	1	6
190	и то	2	6
191	ответ на	2	6
192	уже в	2	6
193	в равной	2	6
194	есть в	2	6
195	ли не	1	6
196	по его	2	6
197	должен быть	2	6
198	его в	9	6
199	тем более	1	6
200	в полной	1	6
201	же в	5	6
202	что на	5	6
203	все что	2	5
204	не так	1	5
205	к числу	2	5
206	не как	1	5
207	а затем	5	5
208	в состав	1	5
209	в этих	3	5
210	в них	10	5
211	на смену	1	5
212	по пути	1	5
213	в первом	1	5
214	тем что	7	5
215	в один	2	5
216	а а	33	5
217	исходя из	2	5
218	в котором	2	5
219	входит в	4	5
220	при рассмотрении	3	5
221	для того	6	5
222	для себя	1	5
223	может служить	1	5
224	в эту	3	5
225	к этому	7	5
226	и он	1	5
227	с другими	3	5
228	к жизни	3	5
229	ни в	1	5
230	не о	1	5
231	будто бы	10	5
232	и до	3	5
233	а с	6	5
234	так что	4	5
235	и по	10	5
236	и потому	3	5
237	в особенности	3	5
238	во втором	1	5
239	этом ряду	1	5
240	и здесь	3	5
241	говорит и	1	5
242	не могут	1	5
243	самом деле	1	5
244	с таким	2	5
245	как о	1	5
246	еще и	1	5
247	что мы	1	5
248	в роли	1	5
249	каждый из	3	5
250	он в	1	5
251	а и	7	5
252	за пределами	2	5
253	тот же	2	5
254	и смерти	1	5
255	этом случае	9	5
256	ни с	1	5
257	мы не	11	5
258	с той	2	5
259	в общем	1	5
260	все эти	5	5
261	одно из	6	5
262	в поле	18	5
263	и их	4	5
264	еще в	6	5
265	такой же	3	5
266	и особенно	1	5
267	таким же	4	5
268	однако и	1	4
269	ты не	1	4
270	его от	2	4
271	о своем	1	4
272	связь с	1	4
273	в своих	3	4
274	в собственном	1	4
275	что по	7	4
276	так в	5	4
277	с этим	4	4
278	обращает на	1	4
279	нам не	1	4
280	только на	4	4
281	> в	1	4
282	сказать что	1	4
283	жизни как	1	4
284	на него	1	4
285	что она	4	4
286	не все	4	4
287	к нему	3	4
288	разного рода	1	4
289	не было	3	4
290	в которой	3	4
291	одним из	2	4
292	смысла но	1	4
293	между ними	1	4
294	> и	1	4
295	в двух	2	4
296	в чем	1	4
297	в каждом	2	4
298	мы уже	2	4
299	себя внимание	2	4
300	это по	1	4
301	и что	8	4
302	равной степени	2	4
303	него на	1	4
304	и от	2	4
