N	2gram	Vygotskiy_	Tragedij
1	и в	47	18
2	в этом	47	9
3	не только	36	8
4	и на	4	7
5	и не	27	7
6	может быть	20	7
7	и с	5	7
8	как бы	13	7
9	он сам	2	7
10	что он	13	6
11	у него	2	6
12	же время	1	6
13	но в	9	6
14	и его	14	6
15	это не	6	5
16	несмотря на	2	5
17	что это	7	5
18	так и	8	5
19	все же	7	5
20	то же	16	5
21	он вдруг	1	5
22	как и	19	5
23	не может	23	5
24	в то	10	5
25	что в	23	4
26	в себе	14	4
27	и даже	3	4
28	все это	5	4
29	прежде всего	9	4
30	и все	5	4
31	я не	3	4
32	об этом	4	4
33	еще не	5	4
34	но и	19	4
35	том что	28	4
36	и что	14	4
37	так же	26	4
38	то что	40	4
39	в этой	7	4
40	что я	1	4
41	в нем	6	4
42	но это	4	4
43	в целом	7	4
44	и он	4	3
45	что с	7	3
46	один из	3	3
47	должно быть	3	3
48	в основном	4	3
49	уже в	3	3
50	в его	7	3
51	для него	6	3
52	в своем	3	3
53	с ним	5	3
54	о чем	8	3
55	что за	1	3
56	в конце	5	3
57	и как	7	3
58	как в	7	3
59	никто не	2	3
60	при этом	4	3
61	жизнь и	1	3
62	как это	7	3
63	тем самым	14	3
64	с ее	2	3
65	мог бы	6	3
66	как будто	1	3
67	отнюдь не	2	3
68	все эти	7	3
69	к нему	5	3
70	в самом	15	2
71	не так	1	2
72	и то	10	2
73	ребенка и	10	2
74	еще раз	1	2
75	превратилось в	1	2
76	и здесь	5	2
77	и лучше	1	2
78	данном случае	5	2
79	от счастья	1	2
80	в том	38	2
81	он и	1	2
82	с тем	8	2
83	в ее	7	2
84	как у	1	2
85	даже если	2	2
86	что и	4	2
87	ни в	3	2
88	но при	1	2
89	к области	1	2
90	что все	6	2
91	не могут	9	2
92	в виде	2	2
93	его в	7	2
94	этим объясняется	1	2
95	как же	1	2
96	не в	7	2
97	но этого	1	2
98	в первом	6	2
99	но все	2	2
100	но эта	2	2
101	из самых	1	2
102	еще в	3	2
103	в таком	2	2
104	между этими	3	2
105	ничем не	1	2
106	как говорит	6	2
107	вопрос о	9	2
108	состоит из	1	2
109	имеет в	4	2
110	и это	2	2
111	под влиянием	1	2
112	уже не	1	2
113	к тому	13	2
114	о том	5	2
115	перед нами	3	2
116	не был	1	2
117	с первого	1	2
118	не имеет	6	2
119	что эти	3	2
120	и я	1	2
121	на всем	5	2
122	в данном	7	2
123	ее к	1	2
124	только к	4	2
125	что этот	6	2
126	отличие от	4	2
127	она должна	2	2
128	раз и	1	2
129	то и	5	2
130	ребенка в	6	2
131	потому что	26	2
132	не играют	2	2
133	так что	8	2
134	он не	5	2
135	по поводу	3	2
136	если б	1	2
137	в частности	4	2
138	но они	1	2
139	в это	1	2
140	другим в	1	2
141	точно так	3	2
142	в одном	4	2
143	говорит что	3	2
144	и до	3	2
145	она все	3	2
146	в отличие	4	2
147	отношение к	8	2
148	в ходе	14	2
149	о его	3	2
150	до конца	8	2
151	в глазах	1	2
152	столь же	2	2
153	что она	8	2
154	который в	1	2
155	одна из	2	2
156	с его	1	2
157	а как	1	2
158	не мог	2	2
159	тем что	14	2
160	не просто	1	2
161	только о	3	2
162	и ее	3	2
163	никогда не	7	2
164	в известной	1	2
165	ничего не	2	2
166	друг друга	9	2
167	в той	7	1
168	психологического исследования	3	1
169	ситуации и	3	1
170	во всем	4	1
171	и которое	3	1
172	то в	4	1
173	от нее	3	1
174	с помощью	18	1
175	этом случае	15	1
176	могут быть	7	1
177	только не	14	1
178	не нашел	1	1
179	к сожалению	1	1
180	не скажет	1	1
181	над ними	2	1
182	мы видим	10	1
183	в центре	2	1
184	что оно	9	1
185	что ему	3	1
186	этой линии	1	1
187	по природе	2	1
188	для ребенка	5	1
189	мы встречаем	2	1
190	таким образом	38	1
191	опирается на	2	1
192	по всем	1	1
193	является ее	1	1
194	например что	1	1
195	что наконец	1	1
196	после того	1	1
197	которая вся	1	1
198	на неудачу	1	1
199	только что	7	1
200	на вопрос	6	1
201	также что	1	1
202	известно что	3	1
203	часто и	1	1
204	того как	6	1
205	к этой	2	1
206	почти не	1	1
207	знать и	1	1
208	перестает быть	1	1
209	и который	1	1
210	с одной	7	1
211	и вот	1	1
212	его с	3	1
213	увидел что	1	1
214	самое большее	1	1
215	внутреннее родство	1	1
216	что уже	2	1
217	из авторов	1	1
218	с этой	5	1
219	и при	2	1
220	ко всему	2	1
221	и должно	1	1
222	дело с	3	1
223	начала и	1	1
224	не меньшей	1	1
225	синтеза и	1	1
226	это часто	1	1
227	что эта	7	1
228	эта новая	1	1
229	естественно что	3	1
230	на деле	2	1
231	содержит в	4	1
232	так ли	1	1
233	же мысль	1	1
234	что при	4	1
235	с этими	1	1
236	того что	27	1
237	сам по	2	1
238	тем не	4	1
239	в недрах	1	1
240	думается нам	6	1
241	совершенно ином	1	1
242	о нем	1	1
243	нам еще	1	1
244	не как	1	1
245	а затем	2	1
246	для нас	4	1
247	есть особое	1	1
248	он повторяет	1	1
249	одно из	6	1
250	на одной	2	1
251	как он	1	1
252	в результате	3	1
253	из сложнейших	1	1
254	в виду	5	1
255	смысле этого	4	1
256	быть может	1	1
257	из ее	3	1
258	с собой	3	1
