N	2gram	Propp_Isto	Tvorches
1	и в	40	56
2	как бы	6	41
3	в его	10	37
4	в то	4	30
5	то же	21	25
6	в году	1	24
7	не только	28	24
8	но в	13	24
9	как и	5	23
10	и не	19	23
11	а в	15	23
12	и его	5	23
13	в этом	13	22
14	и т	39	22
15	что в	19	21
16	в том	12	21
17	он не	10	19
18	том что	11	19
19	может быть	37	19
20	потому что	12	19
21	у него	5	18
22	то что	17	18
23	таким образом	13	17
24	и на	6	17
25	что он	32	17
26	т д	35	17
27	все это	6	17
28	при этом	6	16
29	но и	21	16
30	никогда не	25	16
31	как в	7	16
32	прежде всего	15	16
33	не может	19	16
34	и с	5	15
35	xix века	2	15
36	но это	8	15
37	в этой	9	15
38	и даже	4	14
39	это не	8	14
40	там же	3	13
41	о том	12	13
42	сон о	1	13
43	а не	18	13
44	в котором	5	12
45	тем самым	2	12
46	в целом	3	12
47	в своей	2	11
48	все же	17	11
49	отнюдь не	2	11
50	для него	2	11
51	представление о	3	10
52	он сам	1	10
53	в русской	7	10
54	не в	11	10
55	в конце	1	10
56	только в	16	10
57	когда он	9	10
58	в основном	4	10
59	уже в	2	10
60	так и	13	10
61	но не	7	10
62	как будто	7	10
63	наряду с	6	9
64	а затем	4	9
65	и от	2	9
66	один из	10	9
67	человека в	1	9
68	в нем	8	9
69	даже в	5	8
70	именно в	5	8
71	в соответствии	1	8
72	не менее	7	8
73	так же	18	8
74	к этому	2	8
75	хотя и	1	8
76	одним из	2	8
77	вместе с	13	8
78	соответствии с	2	8
79	одной из	6	8
80	еще не	14	8
81	в себе	6	8
82	так как	20	8
83	в их	6	8
84	на его	2	8
85	об этом	11	8
86	вовсе не	3	8
87	в этих	17	7
88	например в	7	7
89	уже не	3	7
90	в дальнейшем	6	7
91	за собой	3	7
92	он видит	3	7
93	что она	10	7
94	и он	4	7
95	в которой	2	7
96	своего рода	2	7
97	самом деле	2	7
98	еще более	1	6
99	не столько	1	6
100	и как	3	6
101	если он	1	6
102	на эту	3	6
103	хотя бы	5	6
104	одна из	4	6
105	его в	15	6
106	в конечном	2	6
107	так что	9	6
108	и ее	3	6
109	героя в	6	6
110	с ним	3	6
111	если бы	8	6
112	и все	1	6
113	приводит к	3	6
114	в книге	4	6
115	все эти	6	6
116	ли не	1	6
117	и другие	7	5
118	из всех	2	5
119	в пользу	2	5
120	в них	2	5
121	что этот	5	5
122	с другой	8	5
123	приходит к	2	5
124	по отношению	6	5
125	отметить что	1	5
126	как правило	4	5
127	в своем	5	5
128	в одной	3	5
129	во всей	2	5
130	из них	5	5
131	что они	13	5
132	что у	3	5
133	на него	7	5
134	в ее	2	5
135	что и	9	5
136	не было	3	5
137	в ужасе	1	5
138	что не	2	5
139	в таком	1	5
140	я не	5	5
141	и это	2	5
142	и у	1	5
143	а с	4	5
144	что это	12	5
145	т п	1	5
146	в наше	1	5
147	между тем	2	5
148	с большой	1	5
149	дело не	8	5
150	значит что	2	5
151	показывает что	7	5
152	однако это	3	5
153	не так	2	5
154	та же	1	5
155	с этим	5	5
156	не имеют	1	5
157	это все	1	5
158	в истории	2	5
159	до конца	1	5
160	в образе	3	5
161	но если	4	5
162	тот же	3	5
163	ничего не	6	5
164	мы не	12	5
165	бы не	1	5
166	в виде	2	5
167	но с	3	5
168	но эта	1	5
169	в ту	2	5
170	и по	4	5
171	но его	3	5
172	и других	1	5
173	это как	1	5
174	как он	5	5
175	отношению к	6	5
176	а у	1	4
177	говорит о	2	4
178	с собой	2	4
179	на земле	1	4
180	тем что	7	4
181	роль в	3	4
182	так в	7	4
183	а а	1	4
184	восходит к	6	4
185	представляет собой	7	4
186	аргументом в	1	4
187	только на	2	4
188	говорить о	1	4
189	и когда	4	4
190	говорит что	1	4
191	превращается в	4	4
192	не вполне	3	4
193	самого начала	4	4
194	это значит	1	4
195	к нему	3	4
196	мы видим	16	4
197	и мы	2	4
198	и потому	3	4
199	не знает	7	4
200	который в	2	4
201	же как	7	4
202	так сказать	3	4
203	сих пор	12	4
204	в такой	2	4
205	тут же	2	4
206	не означает	2	4
207	не мог	4	4
208	как это	6	4
209	и я	1	4
210	этот вопрос	7	4
211	ту же	1	4
212	себя в	2	4
213	однако в	2	4
214	могут быть	5	4
215	о его	1	4
216	и есть	5	4
217	ведет к	2	4
218	до сих	11	4
219	известно что	1	4
220	в область	4	4
221	с ними	2	4
222	сюжета и	1	4
223	и одновременно	1	4
224	на наш	1	4
225	у читателя	1	4
226	в которых	2	4
227	перед нами	5	4
228	нет ничего	2	4
229	это и	1	4
230	его и	6	4
231	в основе	4	4
232	и более	3	4
233	связана с	7	4
234	эта мысль	3	4
235	на землю	2	4
236	времени и	1	4
237	при помощи	2	4
238	в отличие	3	4
239	той же	1	4
240	того что	6	4
241	связан с	4	4
242	зависит от	3	4
243	же не	3	4
244	он же	1	4
245	отказаться от	2	4
246	дело в	3	4
247	к жизни	2	4
248	на свете	1	4
249	с самого	4	4
250	он говорит	1	4
251	отличие от	3	4
252	но он	5	4
253	в частности	3	4
254	еще в	2	4
255	далеко не	1	4
256	у нее	4	4
257	такой же	2	4
258	и наконец	5	4
259	что на	1	4
260	и к	1	3
261	от него	1	3
262	в настоящем	1	3
263	и мотивы	1	3
264	кроме того	3	3
265	в комнату	1	3
266	в виду	2	3
267	другой стороны	7	3
268	во главе	1	3
269	но что	2	3
270	по себе	4	3
271	связь с	8	3
272	в первом	1	3
273	мысль о	2	3
274	в мир	2	3
275	в жизни	2	3
276	но когда	1	3
277	только для	3	3
278	так например	7	3
279	к тому	6	3
280	во всяком	1	3
281	его лица	1	3
282	не боится	2	3
283	в свете	4	3
284	вот почему	2	3
285	в этот	1	3
286	точно так	8	3
287	как она	3	3
288	в одном	8	3
289	и еще	1	3
290	сказать что	7	3
291	и вдруг	1	3
292	едва ли	2	3
293	не то	4	3
294	то в	1	3
295	к человеку	1	3
296	к себе	2	3
297	время в	2	3
298	мы знаем	10	3
299	несмотря на	1	3
300	к которому	5	3
301	ранних стадиях	2	3
302	тому же	1	3
303	как по	1	3
304	для того	1	3
305	на себя	2	3
306	себя как	1	3
307	не есть	2	3
308	герой в	2	3
309	в себя	2	3
310	на этом	3	3
311	эти слова	3	3
312	совсем не	1	3
313	прошлого и	2	3
314	и тем	2	3
315	должны быть	4	3
316	и что	14	3
317	как уже	2	3
318	даже не	2	3
319	что для	1	3
320	его как	2	3
321	и др	11	3
322	там где	5	3
323	гораздо более	1	3
324	в один	1	3
325	пришел к	1	3
326	вплоть до	2	3
327	образом и	1	3
328	же самая	1	3
329	его с	1	3
330	живет в	3	3
331	был бы	4	3
332	ее и	1	3
333	сводится к	1	3
334	себе не	2	3
335	в процессе	1	3
336	может не	1	3
337	никто не	3	3
338	да и	3	3
339	о котором	1	3
340	со стороны	3	3
341	на берегу	1	3
