N	3gram	Losev_Dial	KulturaY
1	и т п	3	93
2	и т д	28	42
3	для того чтобы	1	38
4	с точки зрения	18	36
5	в том что	12	33
6	в самом деле	3	29
7	можно было бы	4	25
8	тем не менее	3	19
9	во всяком случае	3	19
10	с другой стороны	7	17
11	в зависимости от	2	16
12	до сих пор	4	14
13	в том чтобы	1	14
14	по крайней мере	11	13
15	только потому что	4	13
16	в связи с	3	12
17	не может быть	4	11
18	в этом отношении	2	11
19	в этом смысле	4	10
20	о том что	6	10
21	вместе с тем	1	9
22	не в том	2	8
23	само по себе	7	8
24	на самом деле	3	8
25	не только в	2	8
26	и тем не	1	7
27	только в том	1	7
28	с одной стороны	3	7
29	к тому же	2	6
30	то же время	8	6
31	только тогда когда	4	6
32	той или иной	4	6
33	в то же	7	6
34	не говоря уже	1	6
35	в первую очередь	1	6
36	то или иное	4	5
37	можно говорить о	1	5
38	говоря уже о	1	5
39	дело не в	1	5
40	потому что он	5	5
41	речь идет о	1	5
42	более или менее	5	5
43	в данном случае	1	5
44	и в этом	4	5
45	т е в	3	5
46	но все же	2	5
47	что же касается	1	5
48	не потому что	5	5
49	хотя бы в	1	5
50	я имею в	1	4
51	д и т	3	4
52	мы говорим о	1	4
53	так или иначе	3	4
54	сам по себе	8	4
55	том что он	1	4
56	но также и	1	4
57	а в том	1	4
58	к тому что	3	4
59	т е о	2	4
60	в том и	1	4
61	т д и	3	4
62	на то что	4	4
63	только то что	6	4
64	и вовсе не	1	4
65	точно так же	3	4
66	имею в виду	1	4
67	так же как	1	4
68	именно в том	1	4
69	между поэзией и	1	4
70	в таком случае	2	3
71	в конце концов	4	3
72	и вместе с	1	3
73	тех или иных	1	3
74	того что в	1	3
75	как раз и	1	3
76	не то что	1	3
77	те или иные	1	3
78	сама по себе	12	3
79	а не просто	1	3
80	большей или меньшей	1	3
81	мере того как	1	3
82	от того что	1	3
83	в том смысле	4	3
84	ни в какой	3	3
85	по мере того	1	3
86	в виду не	1	3
87	все это не	1	3
88	и не в	1	3
89	на точку зрения	2	3
90	в то время	2	3
91	что и в	1	3
92	с тем чтобы	1	3
93	принять во внимание	2	3
94	не могут быть	1	3
95	в какой мере	1	3
96	уже само по	1	3
97	что он не	2	2
98	стать на точку	1	2
99	в той или	3	2
100	как раз на	1	2
101	это не значит	3	2
102	ни в каком	9	2
103	том смысле что	3	2
104	в каждом из	2	2
105	это дает нам	1	2
106	несмотря на то	2	2
107	и в другом	1	2
108	имеется в виду	3	2
109	не забудем что	1	2
110	отсюда следует что	1	2
111	по себе не	7	2
112	вовсе не в	3	2
113	когда мы говорим	2	2
114	что все это	1	2
115	беда в том	1	2
116	потому что она	3	2
117	друг от друга	1	2
118	может быть заменено	1	2
119	но даже и	1	2
120	и то же	8	2
121	может быть только	2	2
122	сами по себе	4	2
123	одних и тех	1	2
124	но что такое	3	2
125	как например в	1	2
126	выйти за пределы	1	2
127	ничего общего с	3	2
128	и тех же	1	2
129	иметь в виду	4	2
130	но для этого	1	2
131	это и значит	1	2
132	и в то	3	2
133	именно так и	1	2
134	я мог бы	2	2
135	что же это	1	2
136	хотя и не	1	2
137	а не с	1	2
138	что она есть	1	2
139	так как он	2	2
140	из того что	1	2
141	и в том	1	2
142	т е не	1	2
143	и то не	2	2
144	самом деле не	1	2
145	это вовсе не	2	2
146	в данный момент	1	2
147	что это только	2	2
148	в каком смысле	1	2
149	том или ином	1	2
150	можно сказать что	6	2
151	то что мы	1	2
152	и той же	1	2
153	по сравнению с	2	2
154	и в особенности	1	2
155	самого по себе	3	2
156	какой мере не	1	2
157	что на самом	1	2
158	не что иное	4	2
159	лишь с точки	1	2
160	это еще не	1	2
161	что если бы	1	2
162	одной и той	1	2
163	по большей части	1	2
164	в широком смысле	2	2
165	что иное как	4	2
166	ровно ничего не	3	2
167	свой смысл и	1	2
168	потому что они	2	2
169	если бы не	1	2
170	может быть и	6	2
171	всяком случае гораздо	1	1
172	что оно имеет	1	1
173	представить себе как	1	1
174	чтобы тем самым	1	1
175	то это вовсе	1	1
176	что она не	1	1
177	в то или	1	1
178	и каждый раз	1	1
179	точка зрения на	1	1
180	это не помешало	1	1
181	то мы найдем	1	1
182	отнюдь не является	1	1
183	ни на какие	1	1
184	то что он	1	1
185	с первого взгляда	2	1
186	же это за	1	1
187	мы имели бы	1	1
188	никто не станет	1	1
189	другой точки зрения	1	1
190	ее интересует не	1	1
191	говорить и об	1	1
192	то что не	1	1
193	ничего не говорит	4	1
194	того или другого	1	1
195	но уже и	3	1
196	реальное бытие и	1	1
197	имеет своим предметом	1	1
198	прежде всего что	1	1
199	если стать на	1	1
200	того что она	2	1
201	если они не	1	1
202	не значит что	6	1
203	и учение о	1	1
204	же по себе	1	1
205	в коем случае	1	1
206	в братьях карамазовых	1	1
207	все равно не	1	1
208	в силу своей	2	1
209	т д мы	1	1
210	это не есть	1	1
211	крайней мере в	3	1
212	как быть с	1	1
213	что в данном	1	1
214	бы не было	1	1
215	в подлинном смысле	1	1
216	что для того	1	1
217	которые могли бы	1	1
218	будем иметь в	1	1
219	том что она	1	1
220	в такой мере	1	1
221	уже по одному	1	1
222	которые несмотря на	1	1
223	чтобы можно было	1	1
224	точек зрения и	1	1
225	не стоит в	1	1
226	т д в	1	1
227	о том или	1	1
228	все более и	1	1
229	есть не что	3	1
