N	2gram	Losev_Prob	Analitik
1	не только	33	71
2	и в	62	66
3	в качестве	10	61
4	но и	20	57
5	в том	35	52
6	может быть	39	52
7	в этом	25	51
8	в частности	4	51
9	как и	15	50
10	и не	56	48
11	а не	28	42
12	при этом	9	40
13	том что	25	40
14	то есть	63	35
15	так и	16	35
16	своего рода	1	30
17	отнюдь не	16	29
18	как бы	11	29
19	не может	14	29
20	а в	9	28
21	в его	10	27
22	и его	12	27
23	не в	21	26
24	но не	6	26
25	в себе	23	24
26	что в	11	22
27	и даже	21	22
28	к тому	4	22
29	в этой	10	22
30	лишь в	1	21
31	о том	14	20
32	в самом	4	19
33	то же	23	19
34	в своей	8	19
35	но в	17	19
36	в данном	14	18
37	произведения в	2	18
38	в то	18	18
39	тем самым	9	17
40	с другой	14	17
41	только в	33	17
42	такого рода	14	17
43	или иной	20	17
44	в целом	9	17
45	что и	11	16
46	могут быть	2	16
47	то что	42	16
48	в пределах	3	16
49	и на	4	15
50	не есть	57	15
51	уже не	12	15
52	прежде всего	13	15
53	в их	2	15
54	в принципе	1	14
55	не менее	24	14
56	того же	2	14
57	себя в	4	14
58	той или	22	14
59	мы имеем	7	14
60	в отличие	2	14
61	данном случае	12	14
62	столь же	1	14
63	отличие от	3	14
64	далеко не	1	14
65	по себе	36	13
66	точки зрения	14	13
67	тому же	1	13
68	в случае	1	13
69	он не	10	13
70	этого слова	5	13
71	ничего не	4	13
72	как раз	11	13
73	для него	4	13
74	а также	6	13
75	произведение искусства	1	13
76	в начале	3	13
77	и к	9	12
78	и сам	6	12
79	никогда не	7	12
80	как это	4	12
81	в первой	1	12
82	как в	10	12
83	еще не	12	12
84	произведения как	1	12
85	есть не	13	12
86	в той	8	11
87	даже в	2	11
88	имеем дело	2	11
89	по своей	1	11
90	той же	2	11
91	это не	10	11
92	можно сказать	10	11
93	и как	4	11
94	не с	1	11
95	нуждается в	1	11
96	именно в	4	10
97	все же	10	10
98	едва ли	8	10
99	с одной	3	10
100	в конце	7	10
101	было бы	14	10
102	однако в	3	10
103	подобно тому	3	10
104	и одновременно	1	10
105	отношения к	3	10
106	перед лицом	1	10
107	здесь не	11	10
108	со своей	1	10
109	особенно в	2	10
110	того или	8	10
111	и самого	2	10
112	на себя	1	10
113	говорить о	7	9
114	говорит о	1	9
115	не столько	2	9
116	в результате	8	9
117	другой стороны	11	9
118	и того	1	9
119	одной стороны	2	9
120	том чтобы	1	9
121	в своем	7	9
122	по поводу	3	9
123	крайней мере	9	9
124	таким образом	13	9
125	во всех	4	9
126	за пределы	6	9
127	или иного	5	9
128	только не	6	9
129	особого рода	1	9
130	значении этого	1	9
131	вместе с	3	9
132	по крайней	9	9
133	автора и	1	9
134	тому как	2	9
135	того что	10	9
136	дело с	3	8
137	о чем	4	8
138	не всегда	1	8
139	в контексте	3	8
140	в сторону	1	8
141	как известно	1	8
142	о его	3	8
143	с ним	11	8
144	нашего времени	1	8
145	если бы	9	8
146	и все	13	8
147	что он	16	8
