N	3gram	Propp_Isto	Narrotol
1	в том что	7	18
2	в данном случае	7	17
3	не только в	9	13
4	по отношению к	3	11
5	к тому же	1	9
6	о том что	9	9
7	не может быть	5	8
8	тем не менее	4	8
9	и тем самым	1	6
10	состоит в том	1	6
11	можно сказать что	1	6
12	с одной стороны	11	6
13	для того чтобы	1	5
14	но и в	4	5
15	имеем дело с	1	5
16	к тому что	1	4
17	во всяком случае	3	4
18	в самом деле	1	3
19	обращает на себя	1	3
20	и не может	1	3
21	друг на друга	2	3
22	а в том	2	3
23	до сих пор	4	3
24	в этом и	2	3
25	в зависимости от	3	3
26	при встрече с	1	3
27	точно так же	2	3
28	в связи с	1	3
29	то же самое	1	3
30	в ответ на	3	3
31	на то что	1	3
32	с точки зрения	1	3
33	и то что	1	3
34	тогда как в	1	3
35	и не в	1	2
36	дело не только	1	2
37	и т п	1	2
38	но и на	2	2
39	из этих двух	1	2
40	более или менее	3	2
41	что у него	5	2
42	сами по себе	1	2
43	здесь не в	1	2
44	не могло быть	2	2
45	не только на	1	2
46	как если бы	1	2
47	на то чтобы	2	2
48	не входит в	1	2
49	а с другой	1	2
50	хотя и не	1	2
51	и потому что	1	2
52	мысль о том	1	2
53	не в его	1	2
54	на том свете	5	2
55	но все же	3	2
56	здесь мы имеем	8	2
57	все же не	1	2
58	муж и жена	1	2
59	можно было бы	3	2
60	так же как	4	2
61	только потому что	1	2
62	на первый взгляд	5	2
63	как бы в	1	2
64	к себе и	2	2
65	до встречи с	1	2
66	не всегда бывает	1	2
67	потому что я	1	1
68	в самом начале	1	1
69	у него есть	2	1
70	одной стороны и	1	1
71	и дело не	1	1
72	тем более не	1	1
73	и когда он	1	1
74	и тот же	1	1
75	это не вполне	1	1
76	мы уже знаем	5	1
77	в этом направлении	1	1
78	о том как	3	1
79	никак не может	1	1
80	то что он	1	1
81	никогда не будет	1	1
82	же не может	2	1
83	в большинстве случаев	1	1
84	на том что	2	1
85	то что не	1	1
86	на него и	1	1
87	в первый раз	1	1
88	в предыдущей главе	1	1
89	он не может	1	1
90	что они не	1	1
91	не отличается от	1	1
92	данном случае это	1	1
93	так или иначе	2	1
94	так и в	3	1
95	друг с другом	1	1
96	об этом будет	1	1
97	но в данном	1	1
98	в обоих случаях	1	1
99	с этой стороны	4	1
100	и деревья и	1	1
101	таким образом что	1	1
102	что все эти	1	1
103	все же далеко	1	1
104	прямо или косвенно	1	1
105	каждого из этих	1	1
106	это позволяет нам	1	1
107	могут быть только	1	1
108	том что в	2	1
109	том что на	1	1
110	и в других	2	1
111	в которых он	1	1
112	так как это	3	1
113	в стране мертвых	1	1
114	далеко еще не	1	1
115	то ни было	1	1
116	не исключено что	1	1
117	а не в	1	1
118	все тех же	2	1
119	а не с	1	1
120	мере того как	1	1
121	только то что	1	1
122	с другой стороны	17	1
123	в этой связи	1	1
124	бы то ни	1	1
125	как мы увидим	1	1
126	так же в	1	1
127	и т д	25	1
128	жизнью и смертью	1	1
129	в этих случаях	12	1
130	он обращается к	1	1
131	что он может	1	1
132	от солнца и	2	1
133	в противоречие с	1	1
134	в этом же	1	1
135	на друга но	1	1
136	один и тот	1	1
137	в которой он	1	1
138	этой точки зрения	3	1
139	но в целом	1	1
140	одна из них	1	1
141	как и сам	1	1
142	как и в	3	1
143	и небо и	1	1
144	и тем более	1	1
145	с того что	3	1
146	прямо не говорится	1	1
147	в то время	4	1
148	в одном тексте	1	1
149	на этот вопрос	3	1
150	этот не может	1	1
151	же можно сказать	3	1
152	но еще не	1	1
153	начинается с того	3	1
154	данном случае в	1	1
155	всяком случае в	1	1
156	в нем своего	1	1
157	и та же	1	1
158	и здесь мы	2	1
159	ответ на этот	1	1
160	том что именно	1	1
161	как мы видели	3	1
162	как бы от	1	1
163	и как будто	1	1
164	то время как	4	1
165	на которую претендует	1	1
166	в себе не	1	1
167	том что он	1	1
168	одна из особенностей	1	1
169	мы не видим	1	1
170	и что в	1	1
171	же как и	1	1
172	у него нет	1	1
173	одна и та	1	1
174	одна из этих	2	1
175	и не могло	1	1
176	видит в нем	1	1
177	по его мнению	1	1
178	совсем не в	1	1
179	самом деле и	1	1
180	по мере того	1	1
181	что и в	3	1
182	это прежде всего	1	1
183	с этой точки	3	1
184	мы не можем	2	1
185	но с другой	1	1
