N	2gram	Trubetskoy	Formalny
1	и в	24	95
2	и не	9	78
3	может быть	17	66
4	в этом	13	61
5	не может	18	57
6	и пр	1	53
7	вовсе не	2	53
8	таким образом	34	52
9	и его	2	51
10	так и	10	50
11	точки зрения	14	47
12	в нем	3	42
13	в его	5	42
14	прежде всего	3	41
15	с точки	8	40
16	как и	10	39
17	в самом	8	35
18	не в	9	35
19	а не	1	34
20	в процессе	2	34
21	но и	11	33
22	то же	4	32
23	самом деле	12	32
24	не только	10	30
25	в том	31	26
26	отнюдь не	2	26
27	если бы	8	26
28	то что	18	25
29	при этом	9	24
30	в своей	1	24
31	на почве	3	24
32	лишь в	5	24
33	на самом	7	24
34	было бы	3	23
35	связи с	4	23
36	в ней	3	23
37	в то	6	22
38	и ее	2	22
39	и с	5	21
40	что в	9	21
41	в истории	3	21
42	как бы	10	21
43	между ними	2	20
44	с тем	4	20
45	не менее	7	20
46	входит в	1	20
47	как мы	3	20
48	и от	5	20
49	же время	2	20
50	в их	4	20
51	художественное произведение	1	19
52	хотя бы	4	19
53	не могут	4	19
54	социального общения	1	19
55	все это	13	19
56	все же	15	18
57	в связи	3	18
58	должна быть	6	18
59	только в	6	18
60	и все	9	18
61	с его	1	18
62	все эти	19	18
63	и их	5	18
64	именно как	1	17
65	социальной жизни	4	17
66	произведения в	1	17
67	как в	1	17
68	во всяком	2	16
69	с другой	6	16
70	так же	8	16
71	всяком случае	2	16
72	совершенно не	4	16
73	потому что	9	16
74	именно в	5	15
75	должно быть	5	15
76	с другими	1	15
77	его в	5	15
78	бы в	3	15
79	во всех	10	15
80	и на	6	15
81	так как	7	15
82	но в	5	15
83	в жизни	3	14
84	только на	1	14
85	в своем	12	14
86	в ее	1	14
87	в этой	7	14
88	что он	7	14
89	вместе с	7	14
90	еще не	6	14
91	если мы	4	14
92	и потому	3	14
93	жизни и	2	14
94	в целом	5	14
95	в результате	9	13
96	тем что	1	13
97	настоящее время	3	13
98	что и	7	13
99	могут быть	1	13
100	независимо от	2	13
101	сводится к	2	13
102	со стороны	1	13
103	что же	2	13
104	до конца	1	13
105	в настоящее	3	13
106	того что	7	13
107	она не	2	13
108	а в	3	13
109	уже не	1	12
110	к тому	8	12
111	по отношению	11	12
112	того чтобы	8	12
113	и для	6	12
114	лишь как	1	12
115	отношению к	11	12
116	в корне	1	11
117	никогда не	4	11
118	что они	2	11
119	то ни	4	11
120	между тем	12	11
121	зависимости от	2	11
122	они не	2	11
123	это и	1	11
124	для него	2	11
125	в основе	2	11
126	в общем	6	11
127	но не	3	11
128	другой стороны	5	10
129	в своих	2	10
130	в первом	1	10
131	в дальнейшем	4	10
132	конечно не	3	10
133	в зависимости	1	10
134	бы то	3	10
135	не было	2	10
136	не есть	4	10
137	он не	4	10
138	если же	3	10
139	главным образом	1	10
140	с ее	2	10
141	мы видели	2	10
142	как о	1	10
143	дело идет	1	10
144	не является	1	10
145	тем же	2	10
146	друг друга	2	10
147	мы не	1	10
148	по существу	7	10
149	и как	1	10
150	еще более	1	9
151	и даже	1	9
152	говорить о	2	9
153	мы знаем	10	9
154	ни было	3	9
155	в каждом	1	9
156	совсем не	1	9
157	бы ни	1	9
158	отношения к	1	9
159	язык и	1	9
160	в свою	2	9
161	и до	3	9
162	здесь не	1	9
163	ничего не	1	9
164	от всех	1	9
165	является лишь	1	9
166	у нас	3	9
167	быть и	5	9
168	и может	3	9
169	и к	5	8
170	без исключения	1	8
171	в них	2	8
172	и те	2	8
173	в данном	3	8
174	одной стороны	2	8
175	была бы	1	8
176	следует что	2	8
177	с одной	3	8
178	ясно что	8	8
179	же как	3	8
180	между собой	4	8
181	в сторону	3	8
182	в других	1	8
183	сих пор	15	8
184	из этого	7	8
185	всех этих	4	8
186	до сих	15	8
187	что это	5	8
188	с этим	12	8
189	роль в	1	8
190	это не	3	8
191	должен быть	2	8
192	не следует	2	8
193	для того	8	8
194	в области	4	8
195	для этого	7	8
196	же и	1	7
197	более или	8	7
198	но все	5	7
199	даже и	1	7
200	свою очередь	2	7
201	сказать что	1	7
202	что именно	1	7
203	к этому	5	7
204	в сущности	2	7
205	из них	5	7
206	время в	1	7
207	следовательно и	2	7
208	от этого	1	7
209	смысл и	1	7
210	в себе	5	7
211	столь же	5	7
212	во втором	2	7
213	жизни в	1	7
214	том что	20	7
215	высшей степени	2	7
216	ничем не	5	7
217	он и	1	7
218	и более	2	7
219	и всякое	1	7
220	среды в	1	7
221	или менее	8	7
222	как к	5	7
223	в высшей	2	7
224	и только	2	7
225	и наконец	3	7
226	к действительности	1	6
227	кроме того	1	6
228	те же	2	6
229	в этих	3	6
230	если он	2	6
231	например в	1	6
232	их в	2	6
233	при таком	2	6
234	отличается от	6	6
235	о том	7	6
236	и отчасти	1	6
237	жизнь и	3	6
238	только не	2	6
239	и других	3	6
240	в которой	5	6
241	но для	2	6
242	в конце	4	6
243	социальной группы	1	6
244	и это	3	6
245	на этом	2	6
246	и тем	1	6
247	должны быть	3	6
248	от нее	2	6
249	один из	1	6
250	они и	1	6
251	с ним	6	6
252	ее и	4	6
253	к его	1	6
254	из этих	8	6
255	нет и	1	6
256	той же	2	6
257	этого слова	2	6
258	у них	6	6
259	данном случае	3	6
