N	3gram	Bakhtin_Fr	Morfolog
1	мы видим что	2	11
2	не может быть	4	9
3	в связи с	5	9
4	по отношению к	1	7
5	с точки зрения	5	6
6	тем не менее	1	6
7	связи с этим	3	5
8	то перед нами	1	5
9	подобно тому как	2	5
10	как мы увидим	1	5
11	с другой стороны	2	5
12	а также и	4	5
13	в том что	8	4
14	независимо от того	1	4
15	на самом деле	4	4
16	в большинстве случаев	5	3
17	о том что	5	3
18	как и в	1	3
19	для того чтобы	8	3
20	в то время	3	3
21	в первом случае	3	3
22	далеко не все	2	3
23	на первый взгляд	1	3
24	о том как	2	2
25	с того что	1	2
26	до наших дней	1	2
27	то что в	1	2
28	говорить о том	1	2
29	более или менее	2	2
30	хотя и не	1	2
31	под углом зрения	1	2
32	не что иное	1	2
33	в обоих случаях	1	2
34	можно было бы	2	2
35	и таким образом	1	2
36	в данном случае	4	2
37	и в других	1	2
38	приводят к тому	1	2
39	что иное как	1	2
40	с одной стороны	2	2
41	в этом отношении	7	2
42	мы не будем	1	2
43	как будто не	1	2
44	может быть и	1	2
45	сих пор не	1	1
46	есть не что	1	1
47	едой и питьем	1	1
48	что это и	1	1
49	на этом кончается	1	1
50	в свою очередь	1	1
51	и тот же	2	1
52	как таковой он	1	1
53	но кроме того	1	1
54	мы уже знаем	1	1
55	тем как в	1	1
56	чудесное рождение героя	1	1
57	до известной степени	4	1
58	видим что в	1	1
59	в чем же	3	1
60	то что не	1	1
61	они все же	1	1
62	самом деле в	1	1
63	здесь перед нами	3	1
64	перед нами в	1	1
65	один и тот	1	1
66	здесь как и	2	1
67	достигается тем что	1	1
68	гете прежде всего	1	1
69	как составная часть	1	1
70	сохраняется и это	1	1
71	в коем случае	1	1
72	и независимо от	1	1
73	из этих двух	1	1
74	можно сказать что	4	1
75	но если мы	1	1
76	один из важнейших	1	1
77	случаях перед нами	1	1
78	потому что в	1	1
79	заметить что в	1	1
80	в то же	14	1
81	со всеми другими	2	1
82	им вовсе не	1	1
83	и то же	1	1
84	на этот вопрос	1	1
85	как мы уже	6	1
86	на этом основании	1	1
87	друг с другом	2	1
88	видим таким образом	1	1
89	до сих пор	3	1
90	совершенно ясно что	1	1
91	же время и	1	1
92	ни в коем	1	1
93	одно и то	1	1
94	той или иной	1	1
95	также и к	1	1
96	это нисколько не	1	1
97	так как они	3	1
98	вместо того чтобы	1	1
99	в этой области	1	1
100	так например в	1	1
101	кроме того они	1	1
102	но как мы	1	1
103	о котором говорит	1	1
104	это один из	1	1
105	во всех этих	2	1
106	был совершенно убежден	1	1
107	и в нашем	1	1
108	а потому что	1	1
109	в сущности к	1	1
110	это достигается тем	1	1
111	с самого начала	3	1
112	мы выделили в	1	1
113	что в основе	1	1
114	так как его	1	1
115	и др это	1	1
116	тем что она	1	1
117	ли говорить о	1	1
118	что он может	1	1
119	два раза в	2	1
120	и там где	1	1
121	это все же	1	1
122	и где начинается	1	1
123	всегда связана с	1	1
124	взять его в	1	1
125	они и были	1	1
126	как бы в	2	1
127	она дается в	1	1
128	ничего не получает	1	1
129	в другом случае	1	1
130	дается в форме	1	1
131	оно по существу	1	1
132	в одном случае	1	1
133	во втором случае	3	1
134	то же время	14	1
135	является одним из	2	1
136	так же и	1	1
137	для этой цели	1	1
138	но это не	1	1
139	что и в	2	1
140	и как таковой	1	1
141	после того как	1	1
142	мы не можем	1	1
143	и в этой	2	1
144	того чтобы получить	1	1
145	он не может	1	1
146	потому что они	1	1
147	мы видим таким	1	1
