N	2gram	Tiupa_Hudo	Dialekti
1	т е	6	159
2	и не	15	120
3	и т	15	82
4	по себе	3	79
5	а не	23	78
6	и в	34	77
7	т д	5	75
8	точки зрения	7	72
9	может быть	12	71
10	не только	22	66
11	то что	13	59
12	ничего не	11	54
13	не может	10	53
14	и даже	4	47
15	с точки	5	46
16	что это	2	46
17	есть нечто	1	46
18	так как	2	46
19	потому что	7	45
20	не просто	1	44
21	стало быть	1	44
22	как бы	11	43
23	и что	3	42
24	ни в	5	42
25	не имеет	2	41
26	вовсе не	2	41
27	в том	24	40
28	в этом	22	39
29	то же	14	39
30	что она	10	38
31	в себе	19	38
32	что он	14	37
33	том что	31	37
34	прежде всего	12	37
35	так что	3	36
36	это не	12	36
37	она есть	1	35
38	что в	8	34
39	в нем	5	34
40	и все	10	33
41	того что	5	33
42	но и	13	32
43	ясно что	2	31
44	все это	2	31
45	сказать что	3	30
46	отнюдь не	4	30
47	и как	1	30
48	было бы	8	29
49	так и	19	29
50	как и	16	28
51	никогда не	8	27
52	в виду	1	26
53	не в	16	26
54	есть и	3	26
55	говорить о	4	25
56	и то	2	25
57	есть только	1	25
58	но это	2	24
59	если бы	7	24
60	в то	12	23
61	это и	2	23
62	что оно	1	23
63	и вот	1	23
64	я не	8	22
65	что не	4	21
66	в чем	1	21
67	личности и	3	21
68	она не	6	21
69	и с	10	20
70	о том	21	20
71	что и	3	20
72	что все	3	20
73	в таком	3	20
74	только в	8	20
75	совершенно не	1	20
76	уже не	12	20
77	как раз	7	20
78	в самом	7	19
79	не менее	9	19
80	не существует	1	19
81	в своем	9	19
82	как же	1	19
83	и притом	1	19
84	и это	7	19
85	как это	8	19
86	что мы	1	19
87	и его	8	19
88	же время	11	18
89	хотя бы	2	18
90	с другой	4	18
91	ни на	2	18
92	что же	4	18
93	жизни и	10	18
94	в особенности	1	17
95	можно сказать	9	17
96	в сущности	2	17
97	той или	1	17
98	должно быть	2	17
99	в основе	3	17
100	к нему	2	16
101	только не	3	16
102	тем не	7	16
103	или не	3	16
104	в своей	15	16
105	да и	5	16
106	нет ничего	4	16
107	мы не	2	16
108	об этом	8	16
109	же и	3	15
110	только что	4	15
111	все же	5	15
112	так же	3	15
113	то в	6	15
114	несмотря на	7	15
115	мы уже	7	15
116	как таковой	1	15
117	не мешает	1	15
118	самом деле	6	15
119	хотя и	3	15
120	в виде	2	15
121	личности в	9	15
122	также и	1	15
123	и о	8	15
124	на то	4	15
125	а именно	1	14
126	с ним	6	14
127	не было	8	14
128	и ее	3	14
129	ни с	2	14
130	таком случае	1	14
131	жизнь и	2	14
132	на свете	2	14
133	и потому	3	14
134	и только	2	14
135	же это	2	14
136	и к	6	13
137	говорит о	4	13
138	другой стороны	1	13
139	отличается от	1	13
140	что именно	1	13
141	что они	4	13
142	в смысле	1	13
143	он не	8	13
144	и та	1	13
145	в силу	2	13
146	с ее	7	13
147	ни о	3	13
148	но в	6	13
149	не могу	3	13
150	в ней	6	13
151	именно в	9	12
152	с этим	3	12
153	вопрос о	2	12
154	но как	3	12
155	но не	7	12
156	даже не	1	12
157	могут быть	1	12
158	иной раз	1	12
159	и стало	1	12
160	никак не	3	12
161	не могут	1	12
162	перед нами	13	12
163	еще не	10	12
164	и тогда	2	12
165	все равно	2	12
166	всегда есть	1	12
167	все эти	4	12
168	тем более	1	12
169	а в	11	12
170	что если	1	11
171	в них	3	11
172	как только	3	11
173	в данном	3	11
174	только на	6	11
175	о личности	2	11
176	что я	4	11
177	не о	3	11
178	и тем	2	11
179	из них	5	11
180	та же	5	11
181	себе не	1	11
182	от того	1	11
183	ничем не	3	11
184	мы имеем	1	11
185	или в	3	11
186	есть в	1	11
187	нисколько не	1	11
188	его не	1	11
189	мы должны	1	11
190	в душе	6	10
191	с этой	3	10
192	одно из	4	10
193	в результате	2	10
194	в жизни	9	10
195	к тому	11	10
196	во всяком	1	10
197	только как	1	10
198	для того	3	10
199	на себе	3	10
200	то или	1	10
201	в ее	16	10
202	от этого	2	10
203	себе и	3	10
204	а потом	1	10
205	только потому	2	10
206	и для	5	10
207	если же	1	10
208	или иное	1	10
209	что для	1	10
210	чтобы не	3	10
211	содержит в	2	10
212	то и	5	10
213	времени и	2	10
214	только о	2	10
215	в его	17	10
216	в их	2	10
217	это было	2	10
218	в частности	10	10
219	как мы	5	10
220	бытия и	4	10
221	как будто	7	10
222	может и	3	10
223	и уже	3	10
224	при этом	21	9
225	тому что	8	9
226	не как	3	9
227	быть может	7	9
228	в этих	7	9
229	и на	6	9
230	в котором	5	9
231	ничто не	1	9
232	в одном	3	9
233	и когда	4	9
234	превращается в	6	9
235	точка зрения	1	9
236	и он	6	9
237	не буду	1	9
238	не нуждается	1	9
239	же как	4	9
240	бы в	2	9
241	на этом	5	9
242	общего с	1	9
243	и по	3	9
244	была бы	3	9
245	подобно тому	4	9
246	с ними	3	9
247	как о	3	9
248	и более	2	9
249	той же	3	9
250	всех этих	1	9
251	тут не	1	9
252	и от	6	9
253	или иной	2	9
254	смысл и	1	9
255	а если	1	9
256	между собою	1	9
257	выйти за	1	9
258	как он	4	9
259	та или	4	9
260	тому как	4	9
261	от него	3	8
262	даже в	4	8
263	в разных	1	8
264	в отношении	1	8
265	но все	2	8
266	в дальнейшем	2	8
267	чего не	1	8
268	то как	1	8
269	нет и	2	8
270	все время	2	8
271	себя в	11	8
272	с одной	4	8
273	или иная	4	8
274	не будет	1	8
275	что эта	1	8
276	этом смысле	1	8
277	в этой	11	8
278	или иначе	3	8
279	в одной	3	8
280	один из	6	8
281	и из	1	8
282	не на	1	8
283	но вот	1	8
284	ничего общего	1	8
285	когда мы	2	8
286	у меня	1	8
287	в сфере	2	8
288	одна и	1	8
289	на самом	2	8
290	бы и	2	8
291	и без	1	8
292	того или	4	8
293	но она	1	8
294	все что	4	7
295	он всегда	1	7
296	как она	3	7
297	есть именно	1	7
298	тем что	6	7
299	но он	3	7
300	на другое	1	7
301	на первый	1	7
302	не всегда	1	7
303	об отношении	1	7
304	точно так	1	7
305	как на	2	7
306	он сам	3	7
307	от себя	3	7
308	что уже	1	7
309	это я	1	7
310	и сама	3	7
311	связи с	4	7
312	не знает	2	7
313	но для	1	7
314	в конце	5	7
315	в связи	3	7
316	в мире	10	7
317	а только	4	7
318	то ни	2	7
319	с какой	3	7
320	истории и	1	7
321	его с	1	7
322	из которых	1	7
323	так или	3	7
324	сами по	1	7
325	заключается в	1	7
326	отношения к	1	7
327	как в	11	7
328	со стороны	6	7
329	только одно	1	7
330	и об	3	7
331	не потому	1	7
332	с его	9	7
333	он должен	1	7
334	что этот	1	7
335	эти две	1	7
336	и я	1	7
337	из этих	3	7
338	тем самым	2	7
339	нуждается в	2	7
340	эти два	1	7
341	о чем	9	6
342	более или	1	6
343	в природе	1	6
344	уже в	2	6
345	одной стороны	4	6
346	в другом	3	6
347	в себя	3	6
348	но они	1	6
349	одна из	4	6
350	тут же	1	6
351	во всех	2	6
352	она и	1	6
353	хочет быть	1	6
354	она в	5	6
355	для своего	2	6
356	по своей	5	6
357	тут тоже	1	6
358	в которой	2	6
359	быть только	2	6
360	я и	7	6
361	во что	1	6
362	а она	1	6
363	можно было	6	6
364	друг другу	1	6
365	с тем	1	6
366	в личности	1	6
367	что нет	1	6
368	и они	1	6
369	вместе с	2	6
370	себя и	4	6
371	может не	1	6
372	о котором	2	6
373	еще и	2	6
374	ни к	2	6
375	тотчас же	1	6
376	того чтобы	6	6
377	личности но	1	6
378	никакого отношения	1	6
379	мог бы	1	6
380	всяком случае	1	6
381	не будучи	1	6
382	для него	15	6
383	природы и	1	6
384	о нем	4	6
385	они не	2	6
386	сущность и	1	6
387	того как	1	6
388	того и	1	6
389	но с	3	6
390	по существу	1	6
391	вообще не	1	6
392	по своему	3	6
393	его в	5	6
394	или менее	1	6
395	как все	2	6
396	дело не	2	6
397	не с	2	6
398	в науке	1	6
399	стороны и	1	6
400	на всю	1	6
401	этой точки	1	6
402	в один	1	6
403	отношение к	3	6
404	а я	1	6
405	до сих	3	5
406	их не	1	5
407	в своих	4	5
408	например в	3	5
409	я могу	1	5
410	их в	2	5
411	в это	4	5
412	речь идет	3	5
413	но мы	2	5
414	или только	1	5
415	от личности	2	5
416	двух или	1	5
417	есть личность	1	5
418	к этому	1	5
419	и становится	1	5
420	едва ли	6	5
421	гораздо более	1	5
422	все в	2	5
423	все его	3	5
424	что у	4	5
425	нельзя сказать	1	5
426	в качестве	13	5
427	и другое	2	5
428	что его	1	5
429	личности с	3	5
430	и она	2	5
431	есть своя	1	5
432	и у	3	5
433	сих пор	3	5
434	имеет ничего	1	5
435	в целях	1	5
436	оно и	1	5
437	но так	1	5
438	но тут	1	5
439	жизнь личности	1	5
440	не раз	2	5
441	своей и	1	5
442	же мы	1	5
443	внешнее и	1	5
444	независимо от	1	5
445	в него	2	5
446	были бы	1	5
447	от нее	2	5
448	если в	4	5
449	же что	1	5
450	учения о	1	5
451	и так	3	5
452	том смысле	1	5
453	личностного бытия	1	5
454	которая не	3	5
455	не является	1	5
456	я должен	1	5
457	в течение	1	5
458	только один	1	5
459	для нее	6	5
460	со всей	2	5
461	отношении к	1	5
462	же он	1	5
463	во времени	2	5
464	мы еще	1	5
465	точку зрения	1	5
466	что одна	1	5
467	он и	2	5
468	без этого	1	5
469	ведь это	1	5
470	же не	3	5
471	виду что	1	5
472	с той	2	5
473	весь мир	1	5
474	живой и	1	5
475	из этого	1	5
476	раз и	2	5
477	и другого	1	5
478	в области	1	5
479	когда он	2	5
480	говоря о	2	5
481	или как	1	5
482	к ней	2	5
483	он просто	1	5
484	конце концов	1	5
485	что на	4	5
486	вплоть до	1	5
487	можно говорить	1	4
488	еще более	1	4
489	что человек	1	4
490	нас в	2	4
491	самом же	1	4
492	из ее	1	4
493	жизнь в	3	4
494	из нее	1	4
495	из всего	1	4
496	его на	1	4
497	только для	4	4
498	относиться к	1	4
499	результате которой	1	4
500	в этот	1	4
501	видно что	3	4
502	с другим	2	4
503	уже знаем	2	4
504	есть по	1	4
505	воли и	1	4
506	что даже	2	4
507	о ней	1	4
508	представить себе	1	4
509	бы то	1	4
510	не зная	2	4
511	его самого	1	4
512	в состоянии	3	4
513	мы знаем	4	4
514	время не	1	4
515	же такое	1	4
516	у него	13	4
517	чем собственно	1	4
518	к чему	1	4
519	сказал что	1	4
520	но совершенно	1	4
521	будто бы	6	4
522	на себя	3	4
523	человек и	1	4
524	но ведь	2	4
525	и личность	3	4
526	что личность	2	4
527	не нужно	3	4
528	что их	1	4
529	в каждом	1	4
530	о себе	3	4
531	если оно	1	4
532	людей и	1	4
533	личность в	4	4
534	хотя в	1	4
535	из двух	1	4
536	неотделим от	1	4
537	что бы	2	4
538	не по	2	4
539	т п	10	4
540	главным образом	1	4
541	личности это	1	4
542	а как	2	4
543	себе как	1	4
544	иначе не	1	4
545	меня и	1	4
546	взгляд на	1	4
547	это время	2	4
548	и здесь	1	4
549	это уже	2	4
550	сама жизнь	1	4
551	поэтому и	2	4
552	что угодно	1	4
553	он будет	3	4
554	можно назвать	2	4
555	явлений и	1	4
556	в словах	1	4
557	мы имели	1	4
558	который не	1	4
559	том как	5	4
560	чем же	2	4
561	своей собственной	2	4
562	у которого	2	4
563	это только	1	4
564	быть не	1	4
565	как например	2	4
566	это же	1	4
567	заметить что	2	4
568	не видно	1	4
569	и смерть	1	4
570	но именно	3	4
571	с нею	2	4
572	друг друга	5	4
573	у вас	3	4
574	вот мы	1	4
575	тоже не	2	4
576	данном случае	3	4
577	она сама	1	4
578	в предыдущем	1	4
579	этом отношении	4	4
580	то самое	1	4
581	то он	1	4
582	них и	1	4
583	что ни	1	4
584	в общем	1	4
585	и эта	3	4
586	однако это	1	4
587	сразу же	2	4
588	но уже	1	4
589	к жизни	6	4
590	на них	2	4
591	ни один	1	4
592	что касается	1	4
593	человека и	4	4
594	же самое	4	4
595	говорил о	1	4
596	же в	3	4
597	не самое	1	4
598	такой же	3	4
599	говорить об	2	4
600	ведь и	1	4
601	из себя	1	4
602	к богу	1	4
603	себе а	1	4
604	что было	3	3
605	для всех	1	3
606	к этой	4	3
607	тех кто	2	3
608	этот момент	3	3
609	мысли и	2	3
610	не бывает	3	3
611	нас к	2	3
612	в первом	2	3
613	на мир	1	3
614	в корне	1	3
615	я никогда	1	3
616	и смерти	4	3
617	а лишь	1	3
618	в первую	2	3
619	не могли	1	3
620	о чем-то	1	3
621	сам не	2	3
622	но то	1	3
623	из жизни	2	3
624	сознания в	2	3
625	самого начала	1	3
626	от своего	2	3
627	в чистом	1	3
628	я с	2	3
629	еще ничего	1	3
630	он чувствовал	1	3
631	на него	3	3
632	же она	1	3
633	без того	1	3
634	природы не	1	3
635	не умеет	3	3
636	исходит из	1	3
637	к ее	1	3
638	важно что	1	3
639	и неизвестно	1	3
640	всего в	1	3
641	природы если	2	3
642	в жертву	1	3
643	личности мы	1	3
644	до степени	1	3
645	об одном	3	3
646	такая же	2	3
647	мира где	1	3
648	имеем дело	1	3
649	и личности	1	3
650	бытия как	3	3
651	с другими	2	3
652	о внутреннем	1	3
653	есть жизнь	1	3
654	ничего и	1	3
655	он берет	1	3
656	на земле	2	3
657	бытии и	1	3
658	зрения и	1	3
659	и жизнь	1	3
660	о которых	2	3
661	это тоже	1	3
662	понятий и	1	3
663	только от	1	3
664	она или	1	3
665	а с	5	3
