N	4gram	Bakhtin_Pr	Problema
1	и тем не менее	1	15
2	не что иное как	1	14
3	в то время как	1	12
4	есть не что иное	1	11
5	дело в том что	1	10
6	на самом же деле	1	8
7	не чем иным как	1	7
8	не говоря уже о	1	7
9	бы то ни было	2	6
10	ни в какой мере	1	5
11	в том смысле что	1	5
12	ни в чем не	2	5
13	во что бы то	1	4
14	что бы то ни	1	4
15	и с точки зрения	1	4
16	ни в коем случае	2	4
17	бы то ни стало	1	4
18	и в то же	2	3
19	несмотря на то что	1	3
20	если бы не было	1	3
21	с одной стороны и	1	3
22	но в то же	1	3
23	не выходит за пределы	1	2
24	то есть перестает быть	1	2
25	и в других областях	1	2
26	не может обойтись без	1	2
27	чего бы то ни	1	2
28	бы не было этого	1	2
29	ни от чего не	1	1
30	мы можем говорить о	2	1
31	в том и в	1	1
32	в нем не только	1	1
33	хотя они могут быть	1	1
34	так и в его	1	1
35	той или иной области	1	1
36	том и в другом	1	1
37	с точки зрения самого	2	1
38	без всякой оглядки на	1	1
39	таким образом и в	1	1
40	и т д мы	1	1
41	в то же время	3	1
42	нет а имеются только	1	1
43	с другой же стороны	2	1
44	возможна только там где	1	1
45	выходит и за пределы	1	1
46	с другой стороны все	1	1
47	не обходится и без	1	1
48	в связи с теорией	1	1
49	с ног до головы	1	1
50	которой можно было бы	1	1
51	была бы не чем	1	1
52	то что не имеет	1	1
53	и в частности для	1	1
54	при созерцании художественного произведения	1	1
55	не для того чтобы	1	1
56	сказать и о других	1	1
57	на то что в	1	1
58	и не может быть	1	1
59	ног до головы он	1	1
60	то имеют в виду	1	1
61	и в том и	1	1
62	вопрос о том как	1	1
63	может иметь значение только	1	1
64	бы не чем иным	1	1
65	в коем случае не	2	1
66	на самом деле и	1	1
67	на первый план в	1	1
68	себе и не нуждается	1	1
69	не нуждается ни в	1	1
70	широком смысле слова и	1	1
71	и в этом отношении	1	1
72	мы имеем дело с	1	1
73	на том основании что	1	1
