N	2gram	Voloshinov	Vvedenie
1	в том	13	38
2	в этом	27	35
3	и в	32	35
4	может быть	50	30
5	том что	12	30
6	не только	18	26
7	для того	8	23
8	того чтобы	9	22
9	таким образом	29	21
10	также и	1	20
11	не может	40	19
12	то что	12	19
13	потому что	2	18
14	только в	14	16
15	со стороны	2	16
16	о том	4	16
17	так как	5	15
18	языка и	28	15
19	в общем	1	14
20	что в	5	13
21	в самом	14	13
22	и не	42	13
23	в нем	17	13
24	в его	10	12
25	того что	5	12
26	в их	5	12
27	точки зрения	48	12
28	что такое	3	12
29	как на	2	12
30	то же	19	11
31	в ее	9	11
32	по себе	5	11
33	в данном	8	11
34	этом смысле	2	11
35	ясно что	6	11
36	как мы	26	11
37	прежде всего	19	10
38	не в	13	10
39	вопрос о	6	10
40	между тем	8	10
41	в той	6	10
42	но в	13	10
43	науки о	6	9
44	тем не	3	9
45	смысле этого	7	9
46	все же	13	9
47	этого рода	1	9
48	из этих	3	9
49	но не	2	9
50	и как	8	9
51	не менее	5	9
52	в истории	5	9
53	это не	5	8
54	в качестве	4	8
55	именно в	6	8
56	о котором	1	8
57	а только	2	8
58	широком смысле	2	8
59	можно было	2	8
60	с другой	6	8
61	представить себе	1	7
62	и то	4	7
63	до сих	10	7
64	смысле слова	4	7
65	в применении	1	7
66	в большей	1	7
67	к выводу	1	7
68	в широком	2	7
69	как и	19	7
70	самом деле	18	7
71	но и	17	7
72	сих пор	10	7
73	в разных	2	7
74	было бы	8	7
75	этот вопрос	5	7
76	как бы	31	7
77	этом случае	3	6
78	к истории	2	6
79	все это	4	6
80	не могут	4	6
81	его в	7	6
82	на этот	3	6
83	тем что	3	6
84	с тем	1	6
85	в какой	5	6
86	а именно	1	6
87	вместе с	2	6
88	же время	7	6
89	и это	6	6
90	так например	2	6
91	вовсе не	15	6
92	уже не	2	6
93	применении к	1	6
94	и даже	4	6
95	хотя бы	8	6
96	каждой из	1	6
97	и что	2	6
98	как он	3	6
99	о языке	9	6
100	сказать что	7	6
101	что история	1	6
102	могут быть	4	6
103	но если	2	6
104	и его	33	6
105	в то	7	6
106	а в	5	6
107	культуры как	2	6
108	истории языка	5	6
109	иное как	2	6
110	на почве	14	5
111	а потому	1	5
112	уже в	3	5
113	внимание на	1	5
114	с этой	2	5
115	хотя и	1	5
116	язык как	13	5
117	что и	5	5
118	в виду	2	5
119	другой стороны	7	5
120	с их	2	5
121	в первом	3	5
122	одним из	4	5
123	дело в	1	5
124	что не	4	5
125	имеет дело	2	5
126	не есть	6	5
127	что он	5	5
128	что иное	1	5
129	одно из	1	5
130	от этого	3	5
131	во всяком	8	5
132	наука о	1	5
133	языка в	17	5
134	так что	2	5
135	и тем	4	5
136	а не	15	5
137	говорить о	2	5
138	есть и	1	5
139	в различных	1	5
140	на основании	1	5
141	не что	2	5
142	и т.д	6	5
143	или вообще	2	5
144	быть в	2	5
145	а как	7	5
146	независимо от	3	5
