N	3gram	Tiupa_Anal	Poddanst
1	то же время	7	7
2	в то же	9	7
3	в отношении к	1	5
4	в том что	13	4
5	не только в	3	4
6	сами по себе	3	3
7	в настоящий момент	1	3
8	с точки зрения	6	3
9	с одной стороны	6	3
10	и если бы	1	2
11	в полной мере	3	2
12	но и в	3	2
13	заключается в том	1	2
14	в том числе	3	2
15	тогда когда ее	1	1
16	друг с другом	2	1
17	в борьбе с	2	1
18	есть не более	1	1
19	не только мы	1	1
20	и в частности	1	1
21	быть может не	1	1
22	а в качестве	1	1
23	далеко не все	1	1
24	вместе с тем	1	1
25	но в то	2	1
26	в отрыве от	2	1
27	и тем самым	2	1
28	в применении к	1	1
29	том числе и	1	1
30	не может быть	17	1
31	на наш взгляд	6	1
32	в отличие от	8	1
33	в этом смысле	3	1
34	тех пор пока	1	1
35	и то что	1	1
36	и быть может	1	1
37	в собственном смысле	1	1
38	сколько бы ни	1	1
39	хотя бы и	1	1
40	общественной и частной	1	1
41	точки зрения исторической	1	1
42	между тем в	1	1
43	во всяком случае	1	1
44	для того чтобы	3	1
45	с другой стороны	2	1
46	и в качестве	1	1
47	в известном смысле	2	1
48	и не может	4	1
49	не в том	3	1
50	в том виде	1	1
51	бы оно ни	1	1
52	более или менее	2	1
53	до тех пор	1	1
54	в частности в	2	1
55	или хотя бы	1	1
56	и в этом	4	1
57	не может помешать	1	1
