N	2gram	Vygotskiy_	FransuaR
1	и в	55	367
2	то есть	16	209
3	в этом	30	112
4	и т.п	1	108
5	и не	19	101
6	таким образом	35	100
7	и его	10	99
8	в его	8	98
9	прежде всего	6	92
10	не только	24	87
11	мы уже	7	85
12	но и	16	84
13	как бы	33	82
14	все эти	5	79
15	вовсе не	8	77
16	в романе	2	77
17	как и	9	76
18	в нем	13	75
19	но в	7	75
20	и на	12	72
21	и др	2	72
22	в том	50	71
23	как мы	6	71
24	то же	16	66
25	и все	15	66
26	в них	7	65
27	в этой	15	65
28	так и	6	65
29	и с	3	64
30	в сущности	14	64
31	в то	6	63
32	во время	4	63
33	во всех	6	62
34	все это	8	62
35	же время	2	55
36	что в	43	52
37	в своем	12	51
38	только в	12	48
39	так как	20	46
40	и до	4	46
41	том что	46	45
42	то что	69	41
43	здесь в	2	41
44	у него	9	40
45	жизни и	8	40
46	в самом	18	38
47	точки зрения	15	37
48	в ней	5	37
49	с его	6	36
50	о том	24	35
51	он был	3	35
52	может быть	34	35
53	мы видим	13	35
54	сказать что	14	34
55	и даже	4	34
56	в себе	13	34
57	рядом с	6	32
58	мы видели	2	32
59	тела в	1	32
60	в конце	10	32
61	он не	10	32
62	для него	5	32
63	до конца	7	31
64	связаны с	2	31
65	в своей	8	31
66	так же	19	30
67	но он	6	30
68	один из	9	30
69	потому что	48	30
70	той же	6	30
71	и потому	8	30
72	никогда не	15	30
73	в одном	5	29
74	еще не	6	29
75	связи с	2	29
76	в этих	3	29
77	что он	30	29
78	не может	15	29
79	в особенности	3	29
80	при этом	11	29
81	его в	2	29
82	не в	12	29
83	и к	5	28
84	из них	7	28
85	всех этих	3	28
86	также и	1	28
87	в той	3	28
88	эти образы	1	28
89	в основе	9	28
90	здесь и	1	28
91	и другие	3	27
92	сих пор	9	27
93	до сих	9	27
94	в образах	2	27
95	все же	11	27
96	по своему	1	27
97	и их	3	27
98	кроме того	1	26
99	средние века	1	26
100	в средние	1	26
101	все они	2	26
102	на самом	9	25
103	в области	2	25
104	с помощью	3	25
105	но это	2	25
106	но не	9	24
107	например в	2	24
108	в ее	3	24
109	и у	1	24
110	и от	2	24
111	как в	4	24
112	того чтобы	43	24
113	времени и	5	24
114	в частности	6	24
115	отношение к	1	24
116	так сказать	1	23
117	и здесь	11	23
118	с ним	4	23
119	и для	13	23
120	в их	3	23
121	к нему	1	23
122	это не	9	23
123	еще и	1	23
124	даже в	2	22
125	не было	2	22
126	а в	7	22
127	тем что	8	22
128	что и	11	22
129	и других	2	22
130	там где	6	22
131	поэтому и	1	22
132	вместе с	16	22
133	и во	2	22
134	форм и	1	22
135	и о	5	22
136	в своих	9	21
137	именно в	9	21
138	xvii века	1	21
139	в отношении	2	21
140	уже в	7	21
141	и как	10	21
142	в качестве	2	21
143	одним из	1	21
144	в себя	2	21
145	что это	15	21
146	ни в	5	21
147	и наконец	5	21
148	в виду	5	20
149	и это	13	20
150	в значительной	1	20
151	одной из	2	20
152	этом отношении	3	20
153	с точки	5	20
154	как раз	19	20
155	они были	3	20
156	а также	1	20
157	самом деле	17	20
158	во всем	3	19
159	их в	4	19
160	к этому	5	19
161	в эту	2	19
162	того же	5	19
163	за пределы	1	19
164	было бы	15	19
165	с ее	1	19
166	эпизод с	1	19
167	с другой	12	19
168	на протяжении	2	19
169	хотя и	1	19
170	в форме	2	19
171	в ту	2	19
172	далеко не	4	19
173	мы находим	2	18
174	конечно и	1	18
175	это и	7	18
176	здесь не	1	18
177	одна из	6	18
178	но они	2	18
179	превращается в	2	18
180	этих образов	1	18
181	на этом	11	18
182	перед нами	5	18
183	это в	5	18
184	в большей	2	17
185	и смерти	1	17
186	для того	45	17
187	конечно не	3	17
188	в результате	6	17
189	можно было	6	17
190	человеческого тела	1	17
191	на его	4	17
192	такой же	2	17
193	еще более	2	17
194	но все	5	17
195	связана с	1	17
196	и вот	7	17
197	того что	12	17
198	и образов	1	17
199	а не	16	17
200	в другом	3	16
201	с одной	15	16
202	между ними	2	16
203	между тем	4	16
204	тот же	5	16
205	в начале	1	16
206	в свете	1	16
207	он дает	2	16
208	ничего не	4	16
209	они не	3	16
210	дело в	4	16
211	мысли и	1	15
212	а затем	2	15
213	в которой	4	15
214	не были	1	15
215	никто не	4	15
216	из этих	4	15
217	мы еще	2	15
218	от всех	1	15
219	и вообще	2	15
220	одно из	1	15
221	почти все	3	15
222	как на	15	15
223	в нашем	3	15
224	не мог	1	15
225	в первой	1	15
226	еще в	2	15
227	в истории	1	15
228	в самой	1	15
229	страха и	1	15
230	и прежде	1	15
231	в котором	5	14
232	характер и	1	14
233	в чем	1	14
234	образом в	3	14
235	мы не	8	14
236	на них	3	14
237	все что	1	14
238	в данном	4	14
239	и он	7	14
240	несмотря на	5	14
241	слов и	2	14
242	по существу	4	14
243	и сам	1	13
244	с этим	4	13
245	во все	4	13
246	что все	12	13
247	на все	2	13
248	в одной	4	13
249	о чем	4	13
250	в жизни	2	13
251	одновременно и	1	13
252	на этой	1	13
253	одной стороны	15	13
254	здесь нет	1	13
255	не знает	2	13
256	отличие от	3	13
257	в других	1	13
258	бы в	7	13
259	и есть	7	13
260	только на	4	13
261	не на	1	13
262	этот процесс	1	13
263	или в	6	13
264	и эта	2	13
265	так в	4	13
266	это было	4	13
267	жизнь и	2	13
268	как он	6	13
269	другой стороны	8	12
270	не был	1	12
271	те же	3	12
272	главным образом	3	12
273	и ее	1	12
274	та же	6	12
275	мы встречаем	1	12
276	в новой	1	12
277	начиная с	1	12
278	о нем	3	12
279	у нас	7	12
280	раз в	4	12
281	другом месте	1	12
282	уже сказали	1	12
283	из всех	1	12
284	только для	2	12
285	можно сказать	4	12
286	здесь с	1	12
287	по своей	1	12
288	не могут	4	12
289	века в	1	12
290	литературы и	2	12
291	он в	3	12
292	образы и	1	12
293	все то	6	12
294	смерти и	1	12
295	но именно	1	12
296	благодаря этому	1	12
297	об этом	5	12
298	в пределах	3	12
299	мы слышим	1	12
300	из самых	3	11
301	на эту	1	11
302	так например	5	11
303	уже не	1	11
304	в пределе	1	11
305	что они	11	11
306	той или	2	11
307	и что	45	11
308	и самый	2	11
309	того как	4	11
