N	3gram	Propp_Isto	DiskursI
1	в том что	4	28
2	в отличие от	1	26
3	по отношению к	2	17
4	с одной стороны	7	14
5	не может быть	6	12
6	в данном случае	2	12
7	то же время	1	10
8	о том что	5	9
9	в то же	1	8
10	состоит в том	1	8
11	как и в	4	7
12	так и в	2	6
13	в соответствии с	1	6
14	с точки зрения	1	6
15	в основе своей	1	6
16	одной стороны и	1	5
17	но при этом	1	5
18	то же самое	1	5
19	с другой стороны	10	5
20	в свою очередь	1	5
21	и может быть	1	5
22	не только в	2	5
23	подобно тому как	2	5
24	тем не менее	6	4
25	можно сказать что	1	4
26	не в том	2	4
27	в частности в	1	4
28	в этом случае	13	4
29	как будто бы	1	3
30	в том числе	3	3
31	и то же	2	3
32	по аналогии с	1	3
33	том числе и	2	3
34	а не в	1	3
35	в одной из	1	3
36	одно и то	2	3
37	во всяком случае	1	3
38	на том что	3	2
39	как и его	1	2
40	он не может	2	2
41	между мифом и	1	2
42	не представляет собой	1	2
43	потому что в	1	2
44	речь идет о	1	2
45	том что было	1	2
46	по себе не	1	2
47	а не только	1	2
48	и в том	1	2
49	жизнью и смертью	1	2
50	то что и	1	2
51	но и в	2	2
52	в том чтобы	2	2
53	и в особенности	2	2
54	только то что	1	2
55	здесь как и	2	2
56	по большей части	1	2
57	все же не	1	2
58	только в том	1	2
59	но не всегда	2	2
60	а потом и	1	2
61	между жизнью и	1	2
62	это еще не	2	2
63	как и все	1	2
64	как мы видели	2	2
65	с самого начала	1	2
66	и то что	3	2
67	в античной греции	3	2
68	тех случаях когда	1	2
69	тем что он	3	2
70	в верхний мир	1	2
71	в тех случаях	1	2
72	и не только	1	2
73	а также и	1	2
74	все того же	1	2
75	что он не	1	1
76	и тем самым	2	1
77	до нас в	1	1
78	в истории этого	2	1
79	о том как	4	1
80	как и вообще	1	1
81	что в одном	1	1
82	по сравнению с	1	1
83	они и не	1	1
84	то или иное	1	1
85	в противоположность героическому	1	1
86	легко представить себе	1	1
87	одни и те	1	1
88	не говорит об	1	1
89	в более поздних	1	1
90	дело не в	1	1
91	быть отнесены к	1	1
92	наводит на мысль	1	1
93	в самом деле	1	1
94	для того чтобы	3	1
95	но в таком	1	1
96	дошли до нас	1	1
97	свидетельствует о том	1	1
98	между человеком и	1	1
99	но это только	1	1
100	в таком случае	1	1
101	друг на друга	1	1
102	себя в нем	1	1
103	что у него	2	1
104	сам по себе	1	1
105	до сих пор	7	1
106	не связано с	1	1
107	в иных случаях	1	1
108	может быть названа	1	1
109	иметь в виду	1	1
110	за тридевять земель	4	1
111	легко заметить что	1	1
112	и таким образом	2	1
113	в пределах одной	1	1
114	таких произведениях как	1	1
115	о смерти а	1	1
116	в таких произведениях	1	1
117	не могло быть	1	1
118	имеют к ним	1	1
119	как нечто вторичное	1	1
120	есть не что	1	1
121	имеет отношение к	2	1
122	жена и муж	1	1
123	как в сказке	1	1
124	в связи с	6	1
125	не имеют никакого	1	1
126	но все же	6	1
127	несмотря на все	1	1
128	в котором нет	1	1
129	в современном его	1	1
130	из того что	1	1
131	но это не	2	1
132	говорит об этом	1	1
133	это то что	1	1
134	в этих случаях	7	1
135	внимание на то	1	1
136	как таковой в	1	1
137	можно утверждать что	1	1
138	его в соответствии	1	1
139	и потому что	1	1
140	можно предположить что	3	1
141	вместе с тем	7	1
142	и те же	1	1
143	но и здесь	1	1
144	на то что	3	1
145	мере того как	3	1
146	в целом его	1	1
147	с той же	1	1
148	принесения в жертву	1	1
149	на этом свете	1	1
150	это своего рода	1	1
151	только после того	1	1
152	в это время	2	1
153	на одном лице	1	1
154	в одно целое	1	1
155	а иногда и	2	1
156	по мере того	3	1
157	в себе и	1	1
158	что не только	1	1
159	может быть в	1	1
160	в последнем случае	1	1
161	и тем более	1	1
162	стоит на границе	1	1
163	и один из	1	1
164	хотя бы на	1	1
165	на самом деле	1	1
166	он представляет собой	1	1
167	другой стороны в	1	1
168	не что иное	1	1
169	жертвоприношения и в	1	1
170	мы не знаем	2	1
171	всегда может быть	1	1
172	целое в свою	1	1
173	только потому что	1	1
174	во всех этих	2	1
175	не менее в	1	1
176	в этой связи	1	1
177	в пределах одного	1	1
178	уже говорилось выше	1	1
179	не могут быть	1	1
180	том что они	1	1
181	при встрече с	1	1
182	и не могло	1	1
183	что иное как	1	1
184	одна из них	1	1
185	к мысли о	1	1
186	это и есть	1	1
187	ее к себе	1	1
188	в виду что	1	1
189	к этому же	1	1
190	в чистом виде	1	1
191	после того как	4	1
192	одно из значений	1	1
193	приходит на смену	1	1
194	текста это не	1	1
195	человеком и богом	1	1
