N	2gram	Vygotskiy_	DiskursI
1	в качестве	12	72
2	а не	5	60
3	может быть	19	56
4	не только	29	49
5	и в	37	49
6	как и	20	47
7	при этом	6	46
8	и не	15	44
9	в том	47	44
10	представляет собой	13	41
11	том что	42	40
12	в этом	32	38
13	в себе	8	37
14	состоит в	4	37
15	в частности	8	36
16	но и	23	35
17	и т.п	5	32
18	но не	6	31
19	отличие от	3	28
20	со стороны	4	28
21	но в	9	28
22	так и	12	28
23	в отличие	3	27
24	не может	16	27
25	по своей	9	26
26	как в	7	25
27	такого рода	1	24
28	отнюдь не	2	23
29	еще не	1	23
30	а также	1	20
31	в своей	7	19
32	все же	6	19
33	в нем	2	19
34	прежде всего	12	19
35	в основе	9	18
36	то же	12	17
37	в данном	5	17
38	с другой	16	17
39	по отношению	12	17
40	отношению к	11	17
41	точки зрения	49	16
42	только в	8	16
43	о том	14	15
44	то что	32	15
45	в его	16	15
46	не менее	1	14
47	можно сказать	6	14
48	одной стороны	15	14
49	с одной	14	14
50	не в	9	14
51	ни к	1	14
52	не является	16	14
53	это не	5	14
54	или иной	3	14
55	речевого общения	1	13
56	как бы	16	13
57	для него	5	13
58	в целом	29	13
59	в своих	6	12
60	ведет к	1	12
61	при всей	1	12
62	в своем	10	12
63	того же	1	12
64	и на	8	12
65	и все	7	12
66	данном случае	5	12
67	по мысли	1	11
68	не было	1	11
69	столь же	8	11
70	что в	25	11
71	с его	7	11
72	и как	7	11
73	не столько	4	10
74	той или	3	10
75	а с	8	10
76	для себя	7	10
77	по сути	1	10
78	а в	4	10
79	же время	2	10
80	также и	2	10
81	и т.д	15	10
82	в них	5	9
83	уже не	2	9
84	внимание на	1	9
85	между тем	10	9
86	в силу	8	9
87	в то	7	9
88	сводится к	1	9
89	еще в	1	9
90	тем самым	8	9
91	в этих	3	8
92	и даже	5	8
93	в соответствии	1	8
94	к тому	10	8
95	в котором	6	8
96	в противоположность	3	8
97	в одном	5	8
98	из них	4	8
99	хотя и	2	8
100	в себя	2	8
101	он не	11	8
102	не на	1	8
103	не следует	1	8
104	жизни в	1	8
105	совпадает с	1	8
106	потому что	11	8
107	соответствии с	1	8
108	этом отношении	6	8
109	как уже	9	8
110	не с	2	8
111	и о	1	8
112	о чем	2	7
113	другой стороны	10	7
114	таким образом	39	7
115	иначе говоря	4	7
116	одной из	4	7
117	что и	3	7
118	тому же	1	7
119	к этому	7	7
120	в этой	13	7
121	могут быть	5	7
122	например в	1	7
123	ни в	6	7
124	в процессе	19	7
125	приводит к	8	7
126	перед нами	7	7
127	ни для	1	7
128	той же	4	7
129	и для	3	7
130	в пределах	1	7
131	лишь в	9	7
132	в ходе	9	7
133	и ее	9	7
134	и его	10	7
135	одно из	3	6
136	в строгом	1	6
137	именно в	8	6
138	конечном счете	4	6
139	в противовес	1	6
140	в контексте	1	6
141	одна из	1	6
142	крайней мере	1	6
143	никогда не	8	6
144	то в	1	6
145	в принципе	1	6
146	с точки	34	6
147	в ее	3	6
148	в ситуации	1	6
149	в конечном	4	6
150	можно признать	1	6
151	не знает	1	6
152	во всех	4	6
153	однако в	1	6
154	в особенности	1	6
155	в сущности	13	6
156	и то	3	6
157	разумеется не	1	6
158	значении этого	1	6
159	что он	16	6
160	к его	3	6
161	в которых	6	6
162	по крайней	1	6
163	в истории	7	6
164	что же	3	6
165	здесь не	1	6
166	дело в	3	6
167	в одной	3	6
168	тому как	3	6
169	одного из	4	6
170	в той	1	5
171	зрения на	1	5
172	исходя из	1	5
173	может служить	1	5
174	строго говоря	2	5
175	в виду	5	5
176	из двух	3	5
177	в ряду	1	5
178	в первую	3	5
179	своей природе	3	5
180	в другом	7	5
181	не всегда	1	5
182	говорить о	4	5
183	для данного	2	5
184	значительной степени	2	5
185	не вполне	1	5
186	свою очередь	3	5
187	к ним	2	5
188	сказать что	16	5
189	на протяжении	3	5
190	к себе	2	5
191	несмотря на	6	5
192	как раз	8	5
193	я и	1	5
194	так сказать	1	5
195	в сторону	1	5
196	внутренней речи	14	5
197	на этом	3	5
198	подход к	2	5
199	с ее	3	5
200	тем что	7	5
201	во второй	1	5
202	первую очередь	3	5
203	один из	3	5
204	представляют собой	2	5
205	подобно тому	2	5
206	себе не	1	5
207	за пределы	4	5
208	оно не	1	5
209	в свою	4	5
210	в значительной	2	5
211	переход от	5	5
212	принадлежит к	2	5
213	ничего не	6	5
214	того что	28	5
215	того как	6	5
216	здесь в	1	5
217	по словам	1	5
218	в ней	2	5
219	мира и	2	5
220	в их	5	5
221	и потому	3	5
222	из этих	6	5
223	что касается	1	5
224	стороны и	3	5
225	же самое	4	5
226	как будто	1	5
227	не к	3	5
228	в самом	16	4
229	и к	9	4
230	и составляет	3	4
231	в равной	2	4
232	оказывается не	1	4
233	практики и	1	4
234	по выражению	2	4
235	общения и	3	4
236	в результате	7	4
237	по мере	5	4
238	и само	2	4
239	в первом	2	4
240	или на	1	4
241	и до	5	4
242	в жизни	2	4
243	его на	3	4
244	отличается от	1	4
245	во всяком	6	4
246	между двумя	2	4
247	следует отнести	1	4
248	чего не	1	4
249	только на	1	4
250	из виду	2	4
251	точка зрения	3	4
252	что они	5	4
253	указать на	1	4
254	тем не	1	4
255	к жизни	1	4
256	связи с	7	4
257	одним из	1	4
258	что не	2	4
259	который по	2	4
260	я не	4	4
261	не есть	1	4
262	одном из	3	4
263	по себе	9	4
264	и это	3	4
265	и тем	8	4
266	как это	6	4
267	должны быть	2	4
268	хотя в	1	4
269	это в	1	4
270	силу своей	1	4
271	и есть	2	4
272	и мн	2	4
273	однако и	1	4
274	опирается на	1	4
275	жизни а	1	4
276	с ним	3	4
277	из того	7	4
278	не могут	1	4
279	между которыми	3	4
280	с ней	3	4
281	можно назвать	2	4
282	сути дела	1	4
283	свое время	1	4
284	высказывания и	1	4
285	в современном	1	4
286	на примере	3	4
287	тот или	1	4
288	в данной	1	4
289	и во	1	4
290	до конца	1	4
291	мире в	1	4
292	у них	1	4
293	в свое	1	4
294	зависит от	2	4
295	того и	1	4
296	мы имеем	2	4
297	не для	1	4
298	во внешнем	1	4
299	поведения в	1	4
300	и др	5	4
301	со своим	1	4
302	слова не	1	4
303	или в	2	4
304	с той	3	4
305	в какой	5	4
306	однако это	1	4
307	по своему	1	4
308	на его	1	4
309	того или	1	4
310	может иметь	1	4
311	а к	2	4
312	одну из	4	4
313	а по	1	4
314	частности в	1	4
315	т.п но	1	4
316	для обозначения	1	4
317	мн др	2	4
318	более того	2	4
319	является в	1	3
320	в момент	1	3
321	которая в	2	3
322	но все	3	3
323	и сам	2	3
324	к другим	1	3
325	там же	1	3
326	их в	6	3
327	в одно	1	3
328	на первый	3	3
329	с этим	8	3
330	в действительности	1	3
331	вопрос о	11	3
332	входит в	1	3
333	означает не	1	3
334	как на	5	3
335	понятие о	2	3
336	научного мышления	2	3
337	о ней	1	3
338	в лингвистике	1	3
339	ближе к	2	3
340	и он	1	3
341	и столь	1	3
342	вплоть до	1	3
343	к которому	4	3
344	опираясь на	3	3
345	или не	1	3
346	в которой	6	3
347	к чему	1	3
348	из важнейших	2	3
349	по аналогии	1	3
350	в области	4	3
351	между собой	5	3
352	как у	1	3
353	о себе	1	3
354	но как	1	3
355	начало в	1	3
356	самому себе	2	3
357	одно и	2	3
358	и что	11	3
359	в тех	2	3
360	в форме	1	3
361	не просто	1	3
362	но так	1	3
363	то ни	1	3
364	было бы	12	3
365	не будучи	1	3
366	о его	1	3
367	и от	4	3
368	ней в	2	3
369	бы быть	1	3
370	и по	3	3
371	еще одно	1	3
372	живет в	3	3
373	гораздо менее	3	3
374	содержит в	1	3
375	речи как	11	3
376	жизни сознания	2	3
377	оказывается в	2	3
378	заключается в	12	3
379	себя с	1	3
380	отношения к	3	3
381	как не	1	3
382	вместе с	14	3
383	не имеет	5	3
384	да и	1	3
385	роли в	2	3
386	о котором	3	3
387	всей своей	2	3
388	и более	6	3
389	языка и	3	3
390	это понятие	2	3
391	своей собственной	1	3
392	который не	2	3
393	идет о	5	3
394	но здесь	1	3
395	на том	2	3
396	автора и	1	3
397	слова и	5	3
398	теории в	1	3
399	значение для	3	3
400	на основании	6	3
401	в обоих	1	3
402	заметить что	3	3
403	речи в	17	3
404	как мы	11	3
405	их с	1	3
406	всяком случае	5	3
407	том числе	3	3
408	уже в	8	3
409	мы не	13	3
410	внешнем мире	1	3
411	в полном	3	3
412	этом в	2	3
413	с их	2	3
414	место в	1	3
415	качестве примера	1	3
416	этого рода	2	3
417	в сферу	1	3
418	и без	1	3
419	все эти	6	3
420	или даже	2	3
421	ли не	1	3
422	в новом	3	3
423	об этом	6	3
424	бы это	1	3
425	как показывает	1	3
426	личности в	1	3
427	он говорит	2	3
428	она не	3	3
429	хотя бы	7	3
430	в речевом	1	3
431	дело не	1	3
432	когда он	5	3
433	в начале	2	3
434	имеет свою	2	3
435	рассматривать как	1	3
436	числе и	3	3
437	к ней	1	3
438	указывает на	4	3
439	слова в	2	3
440	жизни и	2	3
441	для этого	7	3
442	и наконец	3	3
443	что на	2	3
444	что было	1	2
445	во всем	4	2
446	мы можем	11	2
447	для всех	8	2
448	т.е в	1	2
449	он всегда	1	2
450	с этой	7	2
451	или по	1	2
452	еще более	1	2
453	что делает	1	2
454	мысли и	7	2
455	в некоторых	1	2
456	те же	2	2
457	нас в	2	2
458	не являются	1	2
459	этого момента	1	2
460	из ее	1	2
461	переходит к	1	2
462	собой те	1	2
463	мыслится как	1	2
464	или во	2	2
465	собой все	3	2
466	и с	10	2
467	о мире	3	2
468	происходит не	1	2
469	за ним	1	2
470	от всего	2	2
471	представление о	7	2
472	в собственном	8	2
473	приходит в	1	2
474	понимания и	1	2
475	собой не	1	2
476	большей или	1	2
477	речь идет	4	2
478	различные формы	2	2
479	так например	1	2
480	исследований и	3	2
481	реальности и	1	2
482	в центр	1	2
483	не могли	2	2
484	представления о	1	2
485	о которых	4	2
486	в нескольких	1	2
487	для того	19	2
488	и другой	1	2
489	что представляет	1	2
490	сознания в	3	2
491	одной и	2	2
492	с помощью	16	2
493	мы все	1	2
494	в различных	1	2
495	к которой	1	2
496	к противоположному	1	2
497	самого начала	9	2
498	двумя различными	1	2
499	в чистом	1	2
500	к повторению	1	2
501	я с	1	2
502	жизни как	1	2
503	тех случаях	2	2
504	том чтобы	6	2
505	все то	1	2
506	в нашем	3	2
507	на него	3	2
508	из трех	1	2
509	для понимания	1	2
510	который в	7	2
511	не удивительно	5	2
512	он сам	3	2
513	по поводу	5	2
514	у этих	1	2
515	что даже	2	2
516	общих чертах	1	2
517	едва ли	5	2
518	не то	3	2
519	к нему	1	2
520	всего в	3	2
521	ситуации и	1	2
522	бы то	1	2
523	не происходит	1	2
524	к общему	1	2
525	этих двух	4	2
526	в научной	2	2
527	мышления и	50	2
528	и фактической	2	2
529	на язык	2	2
530	в драме	1	2
531	должно быть	4	2
532	при переходе	2	2
533	т.п то	1	2
534	ни было	1	2
535	это обстоятельство	2	2
536	не соответствует	1	2
537	чем у	1	2
538	с другими	5	2
539	не от	1	2
540	в третьем	1	2
541	у него	2	2
542	и развития	2	2
543	отношения между	3	2
544	на объект	3	2
545	что она	6	2
546	можно так	1	2
547	как его	2	2
548	но для	2	2
549	книги или	1	2
550	очевидно что	4	2
551	его понимании	1	2
552	же как	8	2
553	во главе	1	2
554	себе и	3	2
555	к мысли	3	2
556	в чем	5	2
557	как субъект	1	2
558	что как	4	2
559	вопроса о	3	2
560	остается в	2	2
561	точкой зрения	1	2
562	вообще в	1	2
563	появляется в	1	2
564	перехода от	1	2
565	решающее значение	2	2
566	он ничего	1	2
567	при отсутствии	1	2
568	личности и	1	2
569	речи и	41	2
570	иметь в	1	2
571	также не	2	2
572	в современной	3	2
573	могла бы	2	2
574	или меньшей	1	2
575	вторая часть	1	2
576	целом и	6	2
577	жизнь как	1	2
578	только с	2	2
579	в поведении	4	2
580	что может	5	2
581	в первой	3	2
582	его к	3	2
583	развития в	8	2
584	себе как	1	2
585	мы видели	8	2
586	вопросом о	3	2
587	здесь это	1	2
588	к такому	1	2
589	на деле	5	2
590	а потому	1	2
591	не позволяет	1	2
592	речевой деятельности	1	2
593	как с	1	2
594	в основном	1	2
595	как к	1	2
596	его с	2	2
597	на ее	2	2
598	и при	2	2
599	и должно	1	2
600	говорит и	1	2
601	чтобы стать	1	2
602	из которых	6	2
603	поэтому в	3	2
604	интерес к	1	2
605	в отношении	14	2
606	а внутренней	1	2
607	и делает	2	2
608	то с	1	2
609	и вполне	1	2
610	том и	1	2
611	в плоскости	1	2
612	и строго	1	2
613	так выразиться	1	2
614	о природе	5	2
615	если бы	10	2
616	самом деле	8	2
617	самим собой	1	2
618	от своего	1	2
619	с таким	8	2
620	в теории	10	2
621	от его	5	2
622	не приводит	1	2
623	ключом к	2	2
624	если можно	1	2
625	единица речевого	1	2
626	в любой	1	2
627	время и	1	2
628	отнести к	1	2
629	тех же	3	2
630	не имеют	1	2
631	жизнь личности	1	2
632	на основе	7	2
633	и теперь	2	2
634	в значении	1	2
635	со всей	7	2
636	и вся	2	2
637	вступает в	1	2
638	отношении к	1	2
639	и ему	1	2
640	к одному	1	2
641	вслед за	3	2
642	выдвигается на	1	2
643	целый ряд	6	2
644	коммуникации и	1	2
645	на их	2	2
646	и возможность	1	2
647	не представляет	1	2
648	и той	2	2
649	есть его	1	2
650	неотделима от	1	2
651	целое в	1	2
652	мышления но	6	2
653	имеет своим	1	2
654	всякий раз	2	2
655	на этот	7	2
656	этого слова	7	2
657	столько в	1	2
658	друг друга	5	2
659	в самой	4	2
660	которому он	1	2
661	ответ на	4	2
662	но на	4	2
663	значение в	4	2
664	может не	4	2
665	ни с	1	2
666	возникает в	2	2
667	все это	9	2
668	он как	4	2
669	что так	1	2
670	что с	6	2
671	ее в	3	2
672	ни чисто	2	2
673	чем он	3	2
674	возможно только	1	2
675	как нечто	2	2
676	присущих ему	1	2
677	что является	3	2
678	просто как	1	2
679	к я	1	2
680	наших дней	1	2
681	работы с	1	2
682	как таковая	2	2
683	речи это	2	2
684	по существу	8	2
685	он видел	1	2
686	случаях когда	1	2
687	является не	2	2
688	своим происхождением	1	2
689	к своему	2	2
690	со своей	1	2
691	по его	2	2
692	в воображении	1	2
