N	4gram	Potebnia_M	Marksizm
1	в то же время	3	15
2	бы то ни было	1	12
3	одного и того же	6	9
4	в том что он	1	4
5	с одной стороны и	2	3
6	все более и более	2	3
7	одной и той же	3	3
8	один и тот же	1	3
9	и в том что	1	2
10	для одного и того	1	2
11	уже с самого начала	2	2
12	так а не иначе	2	1
13	и в таком случае	1	1
14	с этой точки зрения	1	1
15	но тем не менее	6	1
16	языка по отношению к	2	1
17	не может обойтись без	1	1
18	не что иное как	2	1
19	что же касается до	1	1
20	в более или менее	1	1
21	то с другой стороны	1	1
22	несколько слов об отношении	1	1
23	говоря уже о том	1	1
24	дело в том что	3	1
25	указывает на то что	1	1
26	уже о том что	1	1
27	языка не может быть	1	1
28	не говоря уже о	1	1
29	тем не менее в	2	1
30	как мы видим все	1	1
31	но этого еще мало	1	1
32	бы они ни были	2	1
33	но во всяком случае	3	1
34	в том что здесь	1	1
35	с другой стороны и	1	1
36	ни начала ни конца	1	1
37	и та и другая	1	1
38	языка с одной стороны	1	1
39	смысле этого слова и	1	1
40	могут быть сведены к	1	1
41	и связанные с этим	1	1
42	на язык как на	2	1
43	вопрос о происхождении языка	2	1
44	язык имеет свою историю	1	1
45	не может еще дать	1	1
46	в том что все	1	1
47	и в свою очередь	3	1
