N	3gram	Bakhtin_Pr	FransuaR
1	то же время	8	55
2	в то же	8	55
3	мы уже говорили	3	43
4	как мы уже	5	28
5	в том что	6	27
6	в том числе	15	27
7	до сих пор	8	27
8	в средние века	11	25
9	в большинстве случаев	9	22
10	с точки зрения	13	20
11	но в то	3	20
12	в этом отношении	1	20
13	том числе и	13	17
14	о том что	3	17
15	в связи с	1	16
16	большей или меньшей	6	16
17	то есть в	5	15
18	но и в	2	15
19	жизни и смерти	2	15
20	сих пор еще	2	15
21	в большей или	5	15
22	нужно сказать что	2	14
23	или меньшей степени	5	14
24	и прежде всего	5	14
25	не может быть	8	13
26	дело в том	3	13
27	уже говорили что	1	13
28	в той же	1	13
29	а также и	3	12
30	в известной мере	3	12
31	и в то	3	12
32	с другой стороны	3	12
33	мы уже сказали	2	12
34	все то что	2	11
35	в отличие от	1	11
36	как и все	1	11
37	можно сказать что	6	11
38	в той или	1	10
39	самом же деле	2	10
40	таким образом и	2	10
41	той или иной	2	10
42	как и в	4	10
43	на самом же	2	10
44	хвалы и брани	2	10
45	до наших дней	3	10
46	в данном случае	1	10
47	мы еще вернемся	4	10
48	в конце концов	1	10
49	не только в	1	10
50	мы видим что	1	9
51	по отношению к	5	9
52	так и в	2	9
53	в эту эпоху	1	9
54	в свое время	4	9
55	на народных языках	1	9
56	хвала и брань	1	8
57	вполне понятно что	1	8
58	в его целом	1	8
59	и в эпоху	2	8
60	более или менее	3	8
61	мы видели что	2	8
62	в эпоху возрождения	6	8
63	и др в	3	8
64	у рабле в	1	8
65	на протяжении всего	1	8
66	после того как	1	8
67	и т.п все	2	8
68	были связаны с	1	7
69	в мировой литературе	1	7
70	нужно отметить что	1	7
71	в чем же	1	7
72	в узком смысле	1	7
73	включает в себя	1	7
74	можно было бы	2	7
75	прежде всего в	1	7
76	это конечно не	2	7
77	и в других	1	7
78	века и в	1	7
79	не подлежит сомнению	1	7
80	как мы видим	1	7
81	в следующей главе	1	7
82	во всех его	2	6
83	или иной форме	1	6
84	до нас дошли	2	6
85	к тому же	1	6
86	такой же характер	1	6
87	имеем в виду	3	6
88	и все остальные	1	6
89	выходит за пределы	1	6
90	в xix веке	3	6
91	и во всех	3	6
92	на части тела	1	6
93	смен и обновлений	1	6
94	в первой книге	1	6
95	это одна из	1	6
96	есть здесь и	2	6
97	и до сих	2	6
98	в новое время	4	6
99	с самого начала	4	6
100	в сущности только	2	6
101	как мы сказали	4	6
102	в применении к	1	5
103	друг с другом	6	5
104	мы уже указывали	1	5
105	то же самое	1	5
106	и до наших	2	5
107	в одной из	1	5
108	со всеми его	1	5
109	по сравнению с	6	5
110	верх и низ	1	5
111	мы имеем в	3	5
112	разъятого на части	1	5
113	во всяком случае	1	5
114	средние века и	3	5
115	и тот же	1	5
116	празднества карнавального типа	5	5
117	на первом плане	1	5
118	друг в друга	2	5
119	как бы в	2	5
120	с производительной силой	1	5
121	и так сказать	2	5
122	карнавальных форм и	1	5
123	в собственном смысле	3	4
124	и той же	1	4
125	на карнавальной площади	2	4
126	хвалу и брань	1	4
127	и в более	1	4
128	то есть с	2	4
129	сказать что в	1	4
130	xvii и xviii	1	4
131	для правильного понимания	3	4
132	по своему существу	1	4
133	здесь не в	1	4
134	мы находим и	1	4
135	и т.п то	1	4
136	в одном из	1	4
137	земли и тела	1	4
138	на этот вопрос	1	4
139	так же как	1	4
140	и то что	1	4
141	в нем только	2	4
142	нового времени и	1	4
143	сказать что и	1	4
144	в нем и	1	4
145	также и в	1	4
146	т.п то есть	1	4
147	может быть и	2	4
148	здесь перед нами	2	4
149	в строгом смысле	2	4
150	переходят друг в	1	4
151	но прежде всего	1	4
152	и др все	2	4
153	одной и той	1	4
154	как раз и	1	4
155	это вовсе не	1	4
156	со смертью и	2	4
157	и не может	6	4
158	на священные тексты	2	4
159	мы находим в	3	4
160	др все эти	2	4
161	еще вернемся в	2	4
162	и в самом	1	4
163	а следовательно и	2	4
164	конечно не в	1	4
165	это в сущности	1	4
166	один и тот	1	4
167	и все они	1	4
168	праздник тела господня	1	4
169	о которой мы	1	3
170	он как бы	1	3
171	потому что это	2	3
172	всей мировой литературе	2	3
173	вовсе не был	1	3
174	в предыдущей главе	1	3
175	переодеваний и мистификаций	1	3
