N	3gram	Potebnia_M	Freidism
1	с точки зрения	2	15
2	не может быть	7	14
3	по отношению к	10	11
4	в самом деле	1	10
5	в том что	22	9
6	как мы видели	1	8
7	во всяком случае	3	8
8	в то же	8	6
9	то же время	8	6
10	может быть и	1	6
11	можем сказать что	1	5
12	в большинстве случаев	2	5
13	можно сказать что	3	5
14	как мы уже	1	5
15	в свою очередь	6	4
16	тем не менее	7	4
17	сам по себе	9	4
18	на самом деле	4	4
19	в данном случае	3	4
20	в чем не	1	4
21	в таком случае	2	4
22	не могут быть	3	4
23	в этом отношении	2	4
24	и тот же	2	3
25	все то что	2	3
26	только то что	1	3
27	для того чтобы	5	3
28	внутреннюю и внешнюю	1	3
29	о том что	5	3
30	один и тот	2	3
31	в собственном смысле	2	3
32	до сих пор	4	3
33	что же касается	1	3
34	к тому чтобы	1	3
35	и той же	4	3
36	далеко не всегда	1	3
37	бы то ни	1	3
38	так и в	2	3
39	мы видели что	1	3
40	что все эти	1	3
41	одной и той	4	3
42	а потому и	1	3
43	мы не можем	5	3
44	не в силах	1	3
45	нет и не	1	3
46	и не может	1	3
47	равно как и	2	2
48	но вместе с	2	2
49	и может быть	2	2
50	в этом смысле	2	2
51	заключается в том	1	2
52	в чем же	1	2
53	один из них	1	2
54	хотя бы и	1	2
55	его отношение к	1	2
56	вовсе не в	1	2
57	сказать и о	1	2
58	а следовательно и	1	2
59	связь с другими	2	2
60	мы могли бы	1	2
61	по отношению ко	1	2
62	том что она	1	2
63	в таких случаях	2	2
64	что мы называем	2	2
65	его жизни и	1	2
66	по меньшей мере	1	2
67	у нас в	1	2
68	что и в	4	2
69	том что он	2	2
70	таким образом в	1	2
71	то ни было	1	2
72	в связь с	1	2
73	в таком виде	1	2
74	к тому что	3	2
75	с одной стороны	4	2
76	то что мы	3	2
77	то же самое	3	2
78	и т д	5	1
79	быть не может	2	1
80	того что он	1	1
81	другими словами мы	1	1
82	что он не	3	1
83	сильно действуют на	1	1
84	именно того что	1	1
85	в этом случае	2	1
86	то время когда	2	1
87	и теперь еще	1	1
88	даже тогда когда	2	1
89	а может быть	2	1
90	же прежде всего	1	1
91	но тем не	4	1
92	вместе с этим	4	1
93	мы можем не	1	1
94	не знает другого	1	1
95	вместе с ним	1	1
96	том что это	1	1
97	сводится к тому	1	1
98	в слове и	6	1
99	но и по	2	1
100	упускать из виду	2	1
101	для нее нет	1	1
102	в них самих	1	1
103	сравнить его с	1	1
104	мы знаем только	1	1
105	стороны душевной жизни	1	1
106	и связанное с	1	1
107	нас за пределы	1	1
108	но и в	4	1
109	от того что	7	1
110	мы найдем и	1	1
111	по крайней мере	8	1
112	могут быть объяснены	1	1
113	того что мы	2	1
114	же что и	1	1
115	не имели бы	1	1
116	голову по поводу	1	1
117	не теряет своей	1	1
118	им так как	1	1
119	форма и содержание	1	1
120	нам в голову	1	1
121	мы должны признать	1	1
122	в своей совокупности	1	1
123	она не знает	1	1
124	в том же	2	1
125	в свое время	1	1
126	того и другого	2	1
127	конечно не в	1	1
128	в чем состоит	1	1
129	в голову по	2	1
130	следует заметить что	1	1
131	еще не знает	1	1
132	ответ на это	2	1
133	для человека в	1	1
134	мы можем выразить	1	1
135	в то время	7	1
136	который однако в	1	1
137	только в таком	1	1
138	и лучше чем	1	1
139	ребенок еще не	1	1
140	в этой работе	1	1
141	на одну сторону	1	1
142	и быть не	1	1
143	нужно сказать и	1	1
144	и то же	7	1
145	и во многих	1	1
146	к дальнейшему развитию	1	1
147	там где нет	1	1
148	в следующем в	1	1
149	них не было	1	1
150	ее влияние на	1	1
151	зависит от того	2	1
152	же время служит	1	1
153	в нашем сознании	1	1
154	и в таком	1	1
155	но что же	1	1
156	находится в сознании	2	1
157	нельзя не согласиться	1	1
158	старались показать что	1	1
159	со всех сторон	3	1
160	каждое из этих	1	1
161	возможно только в	2	1
162	говорит нам о	1	1
163	в сознание с	1	1
164	в сознание или	1	1
165	не было бы	2	1
166	представлений и слов	1	1
167	но не только	1	1
168	друг с другом	1	1
169	никаких оснований для	1	1
170	бы для него	1	1
171	да и не	1	1
172	в себе самом	1	1
173	не только из	1	1
174	ничего общего с	1	1
175	те же самые	1	1
176	не будет никаких	1	1
177	свою очередь стремится	1	1
178	бы предположить что	1	1
179	не что иное	1	1
180	а между тем	6	1
181	только один из	2	1
182	и в разных	1	1
183	то же что	5	1
184	одно из них	2	1
185	как в самом	1	1
186	дело в том	1	1
187	или по крайней	2	1
188	в искусстве а	1	1
189	одно и то	7	1
190	и душевная жизнь	1	1
191	таким образом что	2	1
192	при этом мы	1	1
193	оно принадлежит не	1	1
194	имея в виду	1	1
195	бросается в глаза	1	1
196	с другом и	1	1
197	мы старались показать	2	1
198	в сознании или	1	1
199	мы не знаем	3	1
200	будет никаких оснований	1	1
201	каждого из этих	1	1
202	которая связана с	1	1
203	главным образом из	1	1
204	между ними в	1	1
205	связанное с ним	1	1
206	только потому что	5	1
207	смысле этого слова	9	1
208	и таким образом	1	1
209	было для него	2	1
210	то увидим что	1	1
211	потому что оно	2	1
212	них и сами	1	1
213	есть прежде всего	2	1
214	сознания таким образом	1	1
215	приходит в голову	1	1
216	сказать несколько слов	2	1
217	из них не	2	1
218	большого числа отдельных	1	1
219	не только не	4	1
220	так как это	1	1
221	есть не что	1	1
222	в них находит	1	1
223	человека и все	2	1
224	но не в	1	1
225	своей души и	1	1
226	так как при	1	1
227	и со стороны	1	1
228	в сознание и	3	1
229	и тогда когда	1	1
230	в целом и	1	1
231	относится и к	1	1
232	на первый взгляд	1	1
233	в переводе на	1	1
234	во второй половине	1	1
235	что иное как	1	1
236	оно не есть	1	1
237	эти три направления	1	1
238	отношению ко всем	1	1
239	больше и лучше	1	1
240	в такой форме	1	1
241	как бы ни	4	1
242	из того что	1	1
243	от того насколько	2	1
244	между тем как	4	1
245	таким образом и	1	1
246	не то что	2	1
247	отношению к тому	1	1
248	со стороны формы	2	1
249	связанная с ним	1	1
250	но так как	2	1
251	собственном смысле этого	1	1
252	при таких условиях	1	1
253	это относится и	1	1
254	все содержание его	1	1
255	и совсем не	1	1
256	потому что по	1	1
257	нам кажется что	3	1
258	прежде всего на	1	1
259	не есть только	1	1
260	и потому не	1	1
261	мы уже сказали	1	1
262	в настоящее время	1	1
263	это было бы	1	1
