N	2gram	Vygotskiy_	Problemy
1	и в	55	106
2	и не	19	90
3	как бы	33	70
4	может быть	34	66
5	в его	8	56
6	в этом	30	52
7	в нем	13	51
8	не может	15	49
9	как и	9	44
10	что он	30	44
11	точки зрения	15	40
12	но и	16	40
13	для него	5	39
14	и его	10	39
15	а не	16	38
16	то же	16	36
17	не только	24	36
18	в пределах	3	35
19	то что	69	33
20	но в	7	33
21	прежде всего	6	32
22	он не	10	29
23	в то	6	29
24	все это	8	29
25	и все	15	28
26	в одном	5	27
27	не в	12	27
28	к другому	2	27
29	к себе	1	26
30	же время	2	26
31	в самом	18	25
32	и с	3	25
33	к нему	1	25
34	с точки	5	25
35	в сущности	14	25
36	и т	12	25
37	не как	3	24
38	вовсе не	8	24
39	героя и	9	24
40	самом деле	17	24
41	рядом с	6	23
42	и на	12	23
43	слова и	2	23
44	по себе	13	22
45	в каждом	2	22
46	таким образом	35	22
47	там где	6	21
48	как мы	6	21
49	все же	11	20
50	никогда не	15	20
51	только в	12	20
52	потому что	48	20
53	что же	1	19
54	что в	43	19
55	с его	6	19
56	отношению к	2	19
57	слова в	1	19
58	уже не	1	18
59	по отношению	3	18
60	т п	5	18
61	в себе	13	18
62	еще не	6	18
63	о нем	3	18
64	на самом	9	18
65	но не	9	18
66	все эти	5	18
67	и к	5	17
68	с ним	4	17
69	а в	7	17
70	в том	50	17
71	это не	9	17
72	так и	6	17
73	человека из	1	17
74	так же	19	16
75	если бы	21	16
76	в своей	8	16
77	этом смысле	4	16
78	в другом	3	16
79	у него	9	15
80	до конца	7	15
81	и для	13	15
82	и наконец	5	15
83	и сам	1	14
84	в своем	12	14
85	как раз	19	14
86	в конце	10	14
87	а как	3	14
88	в отношении	2	14
89	так как	20	14
90	но все	5	13
91	на него	4	13
92	точка зрения	4	13
93	его в	2	13
94	и это	13	13
95	героя в	3	13
96	роман достоевского	1	13
97	в романе	2	13
98	себя и	3	13
99	перед нами	5	13
100	в романах	1	13
101	в целом	7	13
102	при этом	11	12
103	даже в	2	12
104	и как	10	12
105	и даже	4	12
106	к тому	12	12
107	во всяком	2	12
108	в котором	5	12
109	что и	11	12
110	не знает	2	12
111	так сказать	1	12
112	себе и	4	12
113	так что	8	12
114	и что	45	12
115	за пределы	1	12
116	было бы	15	12
117	между тем	4	12
118	как в	4	12
119	том что	46	12
120	но это	2	12
121	ничего не	4	12
122	в одной	4	12
123	тем что	8	11
124	их в	4	11
125	с другой	12	11
126	ни одного	5	11
127	он сам	1	11
128	должно быть	6	11
129	бы в	7	11
130	мы уже	7	11
131	в форме	2	11
132	не могут	4	11
133	бы и	1	11
134	так чтобы	2	11
135	самого героя	1	11
136	этого слова	1	11
137	она не	1	11
138	как будто	7	11
139	конце концов	6	11
140	самого начала	5	10
141	в произведении	1	10
142	говорит он	2	10
143	что не	5	10
144	сих пор	9	10
145	в него	5	10
146	до сих	9	10
147	приводит к	2	10
148	той же	6	10
149	в самой	1	10
150	романах достоевского	1	10
151	далеко не	4	10
152	как не	1	10
153	отношение к	1	10
154	ведь и	1	10
155	в той	3	9
156	другой стороны	8	9
157	в них	7	9
158	хотя бы	5	9
159	друг с	6	9
160	что у	7	9
161	хотя и	1	9
162	но он	6	9
163	с самого	5	9
164	могут быть	8	9
165	всяком случае	1	9
166	ни в	5	9
167	да и	4	9
168	или в	6	9
169	и потому	8	9
170	человека в	3	9
171	в результате	6	8
172	и до	4	8
173	о том	24	8
174	мы увидим	11	8
175	все время	44	8
176	из них	7	8
177	к герою	1	8
178	и он	7	8
179	несмотря на	5	8
180	ни было	1	8
181	но как	3	8
182	одним из	1	8
183	здесь не	1	8
184	и у	1	8
185	и от	2	8
186	мы должны	10	8
187	нам кажется	6	8
188	должна быть	2	8
189	был бы	8	8
190	что это	15	8
191	вот как	2	8
192	никак не	10	8
193	тон и	1	8
194	не на	1	8
195	с ними	1	8
196	и так	4	8
197	сознание и	1	8
198	из его	4	8
199	самого автора	1	8
200	он есть	1	8
201	как к	1	8
202	уже в	7	8
203	того что	12	8
204	это и	7	8
205	же не	2	8
206	с другом	6	8
207	и о	5	8
208	бы он	1	8
