1	в то же время	6	11
2	и в самом деле	10	4
3	только в том что	1	3
4	состоит в том что	4	3
5	о том что в	1	3
6	в связи с этим	1	2
7	в том случае если	3	2
8	не только в том	2	2
9	и в то же	2	2
10	приводит к тому что	1	2
11	одних и тех же	2	2
12	то же самое что	1	2
13	в том смысле как	1	1
14	только для того чтобы	3	1
15	несмотря на то что	1	1
16	в узком смысле слова	1	1
17	не только потому что	3	1
18	до сих пор еще	4	1
19	но с другой стороны	3	1
20	в том что она	1	1
21	и т п все	5	1
22	точно так же как	3	1
23	еще и потому что	1	1
24	системы и т п	1	1
25	также и о том	1	1
26	том и состоит что	1	1
27	заключается в том что	4	1
28	и т п эта	1	1
29	что бы то ни	1	1
30	ни то ни другое	1	1
31	бы то ни стало	1	1
32	то ни другое не	1	1
33	что он не знает	1	1
34	в самом деле в	2	1
35	убеждает нас в том	1	1
36	в том что он	3	1
37	в том и состоит	1	1
38	том случае если бы	1	1
39	уже в том что	1	1
40	и в этом случае	1	1
41	т п все эти	2	1
42	мы тем не менее	2	1
43	если бы не было	1	1
44	и т п не	1	1
45	во что бы то	1	1
46	лишь в том случае	3	1
47	дело в том что	1	1
48	только в том случае	3	1
49	только о том что	1	1
50	в самом деле не	2	1
51	с этой точки зрения	5	1
52	и в этом отношении	1	1
53	все более и более	1	1
54	сводится к тому что	1	1
55	не в том что	3	1
56	не потому что он	1	1
