N	2gram	Losev_Prob	Formalny
1	и в	64	95
2	т е	2	94
3	и не	63	78
4	может быть	29	66
5	в этом	30	61
6	не может	18	57
7	и пр	4	53
8	вовсе не	60	53
9	таким образом	9	52
10	и его	3	51
11	так и	17	50
12	точки зрения	5	47
13	в нем	14	42
14	в его	12	42
15	прежде всего	17	41
16	с точки	3	40
17	как и	7	39
18	и т	13	37
19	художественного произведения	1	36
20	в самом	10	35
21	не в	6	35
22	а не	21	34
23	в процессе	1	34
24	но и	23	33
25	то же	10	32
26	самом деле	10	32
27	не только	37	30
28	в пределах	2	28
29	в том	19	26
30	отнюдь не	15	26
31	если бы	8	26
32	то что	72	25
33	при этом	8	24
34	в своей	8	24
35	на почве	2	24
36	лишь в	4	24
37	на самом	9	24
38	было бы	16	23
39	связи с	8	23
40	в ней	1	23
41	в то	7	22
42	и ее	9	22
43	и с	12	21
44	что в	21	21
45	в истории	6	21
46	как бы	18	21
47	с тем	6	20
48	не менее	26	20
49	входит в	4	20
50	как мы	10	20
51	и от	3	20
52	место в	2	20
53	в их	7	20
54	по себе	20	19
55	художественное произведение	1	19
56	хотя бы	15	19
57	т д	12	19
58	не могут	6	19
59	все это	11	19
60	все же	7	18
61	в связи	7	18
62	т п	1	18
63	должна быть	2	18
64	только в	19	18
65	и все	9	18
66	с его	3	18
67	все эти	15	18
68	и их	4	18
69	именно как	7	17
70	как раз	20	17
71	как в	5	17
72	во всяком	18	16
73	с другой	8	16
74	так же	12	16
75	всяком случае	11	16
76	в искусстве	3	16
77	совершенно не	7	16
78	потому что	24	16
79	именно в	5	15
80	все время	3	15
81	должно быть	3	15
82	с другими	6	15
83	его в	9	15
84	бы в	3	15
85	во всех	9	15
86	и на	11	15
87	так как	16	15
88	но в	19	15
89	в литературе	4	15
90	в жизни	3	14
91	только на	13	14
92	в своем	7	14
93	в ее	3	14
94	в этой	14	14
95	что он	11	14
96	вместе с	4	14
97	еще не	18	14
98	языка и	5	14
99	если мы	16	14
100	и потому	3	14
101	жизни и	1	14
102	в целом	1	14
103	в результате	6	13
104	тем что	10	13
105	настоящее время	17	13
106	языка как	2	13
107	что и	2	13
108	ни в	13	13
109	как его	2	13
110	могут быть	2	13
111	независимо от	2	13
112	как таковой	4	13
113	для них	5	13
114	сводится к	3	13
115	со стороны	2	13
116	что же	18	13
117	до конца	1	13
118	в настоящее	17	13
119	того что	18	13
120	как ее	2	13
121	она не	5	13
122	а в	7	13
123	уже не	9	12
124	к тому	5	12
125	в действительности	5	12
126	как это	7	12
127	и здесь	8	12
128	оно не	6	12
129	того чтобы	10	12
130	и для	10	12
131	лишь как	1	12
132	в корне	2	11
133	никогда не	8	11
134	что они	5	11
135	так сказать	1	11
136	то ни	3	11
137	между тем	3	11
138	зависимости от	2	11
139	они не	1	11
140	для него	2	11
141	этом отношении	2	11
142	в основе	4	11
143	в общем	5	11
144	но не	13	11
145	слова и	5	11
146	не как	2	10
147	язык как	3	10
148	другой стороны	7	10
149	в своих	3	10
150	в первом	2	10
151	в художественном	1	10
152	в дальнейшем	5	10
153	раз и	13	10
154	конечно не	3	10
155	в зависимости	2	10
156	бы то	2	10
157	каждый элемент	1	10
158	не было	7	10
159	не есть	49	10
160	здесь и	1	10
161	действительности и	5	10
162	он не	5	10
163	если же	4	10
164	с ее	1	10
165	мы видели	1	10
166	как о	4	10
167	в слове	1	10
168	не является	12	10
169	и теперь	1	10
170	тем же	2	10
171	друг друга	1	10
172	и др	2	10
173	мы не	6	10
174	по существу	2	10
175	и как	10	10
176	не о	7	10
177	его целом	1	10
178	и даже	19	9
179	языка в	3	9
180	говорить о	14	9
181	для понимания	2	9
182	мы знаем	1	9
183	ни было	1	9
184	но ведь	6	9
185	в каждом	1	9
186	совсем не	9	9
187	литературы и	5	9
188	или иного	6	9
189	в языке	13	9
190	отношения к	2	9
191	язык и	2	9
192	и до	3	9
193	здесь не	9	9
194	но это	11	9
195	ничего не	20	9
196	от всех	2	9
197	у нас	31	9
198	быть и	5	9
199	и может	2	9
200	и к	2	8
201	в них	8	8
202	и те	2	8
203	в данном	16	8
204	одной стороны	4	8
205	всего этого	1	8
206	мы ни	3	8
207	была бы	2	8
208	как такового	4	8
209	с одной	4	8
210	ясно что	7	8
211	же как	2	8
212	между собой	5	8
213	в других	5	8
214	сих пор	6	8
215	и речи	3	8
216	и является	9	8
217	из этого	2	8
218	всех этих	11	8
219	до сих	6	8
220	и должно	2	8
221	что это	4	8
222	с этим	7	8
223	роль в	2	8
224	в конкретном	2	8
225	не должна	1	8
226	это не	7	8
227	должен быть	1	8
228	не следует	1	8
229	для того	10	8
230	в области	8	8
231	для этого	5	8
232	в той	2	7
233	можно говорить	3	7
234	же и	4	7
235	его от	4	7
236	более или	7	7
237	но все	5	7
238	является для	3	7
239	мы увидим	3	7
240	даже и	18	7
241	сказать что	33	7
242	что именно	1	7
243	к этому	1	7
244	в сущности	2	7
245	из них	3	7
246	художественном произведении	1	7
247	следовательно и	3	7
248	от этого	2	7
249	смысл и	3	7
250	языке как	1	7
251	значение и	7	7
252	в систему	1	7
253	в себе	16	7
254	столь же	1	7
255	бы быть	1	7
256	самое понятие	1	7
257	во втором	1	7
258	не на	4	7
259	сами по	5	7
260	смысла и	2	7
