N	2gram	Voloshinov	Stilisti
1	и в	13	42
2	как бы	6	30
3	не только	6	28
4	и т.п	7	25
5	прежде всего	9	22
6	и т.д	5	21
7	хотя бы	5	18
8	внутренней речи	1	18
9	то же	4	16
10	но и	3	16
11	социального общения	6	14
12	и не	8	14
13	может быть	8	13
14	не может	8	13
15	как и	3	12
16	что мы	1	11
17	мы уже	2	11
18	точки зрения	7	11
19	в этом	2	10
20	в себе	3	10
21	и как	1	10
22	мы должны	6	10
23	отнюдь не	1	10
24	мы не	4	9
25	при этом	2	9
26	все же	5	9
27	эти слова	1	9
28	то что	6	9
29	для того	1	9
30	в то	1	9
31	таким образом	6	8
32	так как	3	8
33	данной ситуации	1	8
34	и это	1	8
35	в ней	2	8
36	что же	3	8
37	социальная установка	1	8
38	с его	1	8
39	так и	3	7
40	слов и	4	7
41	мы можем	4	7
42	только в	6	7
43	речевого взаимодействия	1	7
44	в которой	3	7
45	зависимости от	2	7
46	и его	12	7
47	потому что	1	7
48	того чтобы	1	7
49	другими словами	1	7
50	и тем	2	7
51	же время	1	7
52	было бы	4	7
53	в зависимости	2	7
54	а не	2	7
55	никогда не	3	7
56	в его	7	6
57	не в	3	6
58	в нем	2	6
59	в конце	1	6
60	в процессе	5	6
61	но ведь	5	6
62	бы в	2	6
63	речи и	1	6
64	с помощью	2	6
65	одно и	3	6
66	или как	1	6
67	когда мы	1	6
68	в этой	1	6
69	точку зрения	3	6
70	в области	2	6
71	в самом	2	5
72	что язык	1	5
73	связанных с	2	5
74	уже в	2	5
75	и их	7	5
76	с точки	5	5
77	те же	2	5
78	не является	4	5
79	в живом	1	5
80	все время	1	5
81	самом деле	3	5
82	но в	4	5
83	тому что	1	5
84	вместе с	1	5
85	того или	2	5
86	и следовательно	2	5
87	слова и	2	5
88	как это	1	5
89	и является	2	5
90	а в	2	5
91	же самое	1	5
92	художественного творчества	1	5
93	в сознании	4	5
94	и то	3	5
95	т.д и	1	5
96	или иного	2	5
97	и наконец	5	5
98	всего в	1	4
99	и к	2	4
100	мы видим	2	4
101	один из	1	4
102	общения в	1	4
103	что такое	1	4
104	все это	4	4
105	или иную	1	4
106	в одном	3	4
107	его в	1	4
108	жизненного высказывания	2	4
109	если бы	2	4
110	и все	3	4
111	с самого	2	4
112	интонацию и	2	4
113	и выбор	1	4
114	социальной группы	4	4
115	да и	3	4
116	к тому	2	4
117	вопроса о	4	4
118	самого начала	2	4
119	в каждом	4	4
120	и пр	7	4
121	языка и	5	4
122	не существует	1	4
123	ту или	1	4
124	общения и	2	4
125	не что	2	4
126	можно было	1	4
127	или иное	1	4
128	так же	2	4
129	лишь в	4	4
130	в целом	2	4
131	слово не	1	4
132	не знаем	1	4
133	тех или	1	4
134	само собой	1	4
135	то или	1	4
136	является наиболее	1	3
137	и здесь	1	3
138	приближается к	1	3
139	ситуацию и	1	3
140	если он	1	3
141	и вот	1	3
142	которое может	2	3
143	в том	2	3
144	или иных	1	3
145	несмотря на	2	3
146	для него	2	3
147	не имеем	1	3
148	в разных	1	3
149	в ее	3	3
150	мы в	1	3
151	то мы	1	3
152	на самом	1	3
153	и уже	3	3
154	в виду	1	3
155	быть может	1	3
156	долгое время	1	3
157	но что	1	3
158	связи с	1	3
159	здесь мы	3	3
160	в основе	1	3
161	сознания не	1	3
162	но для	3	3
163	всякое высказывание	1	3
164	может стать	2	3
165	вряд ли	3	3
166	все эти	2	3
167	как в	2	3
168	человеческой речи	2	3
169	должно было	1	3
170	том что	2	3
171	бы мы	1	3
172	вследствие этого	1	3
173	роль в	2	3
174	об этом	1	3
