N	3gram	Vygotskiy_	KFilosof
1	по отношению к	11	22
2	не может быть	8	11
3	с точки зрения	34	10
4	и только в	1	3
5	в этом смысле	3	3
6	в их единстве	1	3
7	один и тот	1	3
8	в данный момент	1	3
9	на самом деле	3	3
10	во всех своих	1	3
11	могла бы быть	1	3
12	и тот же	1	3
13	и в этом	1	3
14	и не быть	1	2
15	то что я	1	2
16	в том что	30	2
17	той или иной	2	2
18	это значило бы	1	2
19	во всем его	1	2
20	имеем в виду	1	2
21	тем не менее	1	2
22	бы и не	1	2
23	в то же	2	2
24	включает в себя	1	2
25	в соответствии с	1	2
26	во всей его	1	2
27	то ни было	1	2
28	в целом и	6	2
29	лишь постольку поскольку	2	2
30	бы то ни	1	2
31	вопрос о том	2	2
32	то же время	2	2
33	время от времени	1	1
34	независимо от его	1	1
35	здесь то же	1	1
36	т.п но и	1	1
37	лежит в основе	1	1
38	в свою очередь	3	1
39	и как бы	1	1
40	оставить в стороне	2	1
41	может возникнуть и	1	1
42	вместе с тем	5	1
43	лишь в процессе	1	1
44	в конечном счете	4	1
45	во всяком случае	5	1
46	то что и	1	1
47	на то что	9	1
48	он должен быть	2	1
49	единство сознания и	1	1
50	его никогда не	1	1
51	какого бы то	1	1
52	не только от	1	1
53	на том что	2	1
54	то же самое	4	1
55	точки зрения теоретической	1	1
56	точки зрения той	1	1
57	и именно в	1	1
58	в действительной жизни	1	1
59	во всей полноте	1	1
60	хотя бы и	1	1
61	мы будем говорить	1	1
62	ту или иную	1	1
63	дело не в	1	1
64	в ту или	1	1
65	он не может	1	1
66	в том же	3	1
67	а следовательно и	1	1
68	для того чтобы	19	1
69	когда мы говорим	2	1
70	мышления нет в	1	1
71	не в том	1	1
72	но для того	1	1
73	потому что в	1	1
74	независимо от того	2	1
75	и пр и	1	1
76	но ни в	1	1
77	отвлеченной точки зрения	1	1
78	несмотря на то	1	1
79	он не имеет	1	1
80	до сих пор	4	1
81	не потому что	2	1
82	по самому своему	2	1
83	я не могу	2	1
84	на основе его	1	1
85	того что в	3	1
86	пространство и время	1	1
87	дело в том	2	1
88	по своей структуре	2	1
89	смысле этого слова	6	1
90	он вступает в	1	1
91	и в своем	2	1
92	по всей своей	1	1
93	вместо того чтобы	3	1
94	само по себе	3	1
95	не существует все	1	1
96	с отвлеченной точки	1	1
97	в этом ее	2	1
98	отношению к которой	1	1
99	и тем самым	4	1
100	и в то	1	1
101	и все остальные	1	1
102	смысле слова в	1	1
103	и есть его	1	1
104	могло бы и	1	1
105	и то что	1	1
106	но и от	1	1
107	к совершенно другому	1	1
108	в зависимости от	8	1
109	как если бы	3	1
110	с ним и	1	1
111	переведено на язык	1	1
112	не может не	1	1
113	том что мы	1	1
114	тогда когда он	2	1
115	никогда не может	1	1
116	отсюда следует что	1	1
117	должен быть представлен	1	1
118	к тому что	3	1
119	там где его	1	1
120	но все это	1	1
121	что может быть	2	1
122	влечет за собой	2	1
123	и т.п но	1	1
124	не имеет для	1	1
125	а именно в	1	1
126	и включает в	1	1
127	на этом пути	1	1
128	той или другой	1	1
129	в известном смысле	3	1
130	в этом последнем	1	1
131	не может возникнуть	1	1
132	только тогда когда	4	1
133	в значительной степени	2	1
134	том что есть	1	1
135	же самое что	1	1
136	часть нашего исследования	1	1
137	мы не можем	3	1
138	во власти его	1	1
139	ибо он не	1	1
