N	3gram	Vinokur_Vv	Narrotol
1	в том что	15	18
2	в данном случае	4	17
3	не только в	4	13
4	в отличие от	4	11
5	по отношению к	4	11
6	о том что	13	9
7	не может быть	10	8
8	тем не менее	9	8
9	в соответствии с	2	8
10	той или иной	3	8
11	то же время	6	8
12	в то же	6	8
13	в этом отношении	4	8
14	состоит в том	2	6
15	в известном смысле	3	6
16	мы имеем дело	1	6
17	можно сказать что	3	6
18	с одной стороны	4	6
19	для того чтобы	22	5
20	в свою очередь	2	5
21	но и в	1	5
22	на самом деле	1	5
23	подобно тому как	2	5
24	имеем дело с	1	5
25	к тому что	1	4
26	во всяком случае	5	4
27	в том как	1	3
28	заключает в себе	1	3
29	в самом деле	6	3
30	а в том	1	3
31	до сих пор	7	3
32	в первом случае	2	3
33	в зависимости от	3	3
34	точно так же	2	3
35	в связи с	2	3
36	то же самое	3	3
37	а также и	2	3
38	внимание на то	1	3
39	того или иного	1	3
40	обратим внимание на	2	3
41	с точки зрения	4	3
42	дело в том	3	3
43	как раз в	1	3
44	и то что	3	3
45	как уже говорилось	1	3
46	в ряде случаев	1	2
47	в той или	1	2
48	мере в какой	6	2
49	и не в	1	2
50	бы и не	1	2
51	все то что	1	2
52	в той мере	6	2
53	дело не только	1	2
54	и т п	5	2
55	из этих двух	1	2
56	одного из наиболее	1	2
57	не в том	2	2
58	более или менее	1	2
59	и то же	2	2
60	в частности в	1	2
61	в таком случае	1	2
62	одного и того	2	2
63	в центре внимания	2	2
64	а между тем	2	2
65	может быть не	1	2
66	той мере в	6	2
67	в нем не	1	2
68	как если бы	1	2
69	и того же	2	2
70	как своего рода	1	2
71	и потому что	2	2
72	в том смысле	1	2
73	но все же	4	2
74	в новейшее время	1	2
75	одно и то	2	2
76	можно было бы	4	2
77	так же как	1	2
78	только потому что	1	2
79	тем или иным	2	2
80	друг для друга	1	2
81	что иное как	5	2
82	еще и потому	1	2
83	лишь в том	1	1
84	о котором уже	1	1
85	уже не к	1	1
86	как она есть	2	1
87	в этой системе	1	1
88	одной стороны и	3	1
89	а не иначе	1	1
90	например что история	1	1
91	мы уже знаем	2	1
92	или иной степени	1	1
93	таким образом для	1	1
94	никак не может	1	1
95	том смысле что	1	1
96	что в ней	1	1
97	одной из этих	1	1
98	называет себя в	1	1
99	на том что	2	1
100	в этом смысле	10	1
101	по сравнению с	4	1
102	в общем значении	1	1
103	во всех его	1	1
104	то или иное	1	1
105	значении этого термина	2	1
106	и со стороны	2	1
107	включают в себя	1	1
108	он вовсе не	1	1
109	в том числе	1	1
110	потому что в	1	1
111	имеет дело не	1	1
112	себя со стороны	2	1
113	том виде в	1	1
114	виде в каком	1	1
115	не только с	1	1
116	в этом втором	1	1
117	то что могло	2	1
118	может быть определено	1	1
119	так или иначе	4	1
120	сам по себе	2	1
121	связи с этим	1	1
122	каждой из таких	1	1
123	так а не	1	1
124	в особенности в	1	1
125	себе самому и	1	1
126	одна за другой	1	1
127	и объяснить его	1	1
128	в обоих случаях	1	1
129	с этой стороны	1	1
130	в строгом смысле	3	1
131	сомневаться в том	1	1
132	не менее не	1	1
133	большей или меньшей	3	1
134	само по себе	4	1
135	том что в	1	1
136	в том или	2	1
137	того о чем	1	1
138	то ни было	1	1
139	не может не	1	1
140	но в этом	1	1
141	какой бы то	1	1
142	в конечном итоге	3	1
143	сказать что он	1	1
144	уже шла речь	1	1
145	только то что	1	1
146	с другой стороны	5	1
147	бы то ни	1	1
148	из того что	1	1
149	а не только	1	1
150	не то что	1	1
151	имея в виду	1	1
152	в чем же	3	1
153	в значительной степени	1	1
154	далеком прошлом и	1	1
155	в принципе не	1	1
156	в ней есть	1	1
157	может быть только	1	1
158	и т д	39	1
159	в тексте не	1	1
160	только в форме	1	1
161	бытии но в	1	1
162	есть не что	3	1
163	в этих случаях	2	1
164	в слове но	1	1
165	можно представить себе	2	1
166	и тем не	3	1
167	нельзя признать вполне	1	1
168	слова а не	1	1
169	в каждой из	1	1
170	не со стороны	1	1
171	дело не с	2	1
172	в xix в	1	1
173	по крайней мере	4	1
174	как это было	1	1
175	не с языком	1	1
176	как об этом	2	1
177	из которых в	1	1
178	к этому времени	2	1
179	не до конца	2	1
180	в далеком прошлом	1	1
181	этой точки зрения	2	1
182	том или ином	2	1
183	и в самом	3	1
184	еще при жизни	2	1
185	что же касается	2	1
186	что не только	1	1
187	в реальной действительности	1	1
188	не следует понимать	1	1
189	как один из	1	1
190	том что если	1	1
191	все что может	1	1
192	быть и не	1	1
193	не менее уже	1	1
194	одна из наиболее	1	1
195	на котором он	2	1
196	именно оно составляет	1	1
197	один из наиболее	1	1
198	в отказе от	1	1
199	что он вовсе	1	1
200	к данному типу	1	1
201	на этот вопрос	5	1
202	точки зрения на	1	1
203	в большей или	1	1
204	всего что было	1	1
205	может быть вполне	1	1
206	могло бы составить	1	1
207	как будет по	1	1
208	по своему характеру	1	1
209	именно в этом	3	1
210	не что иное	5	1
211	легко представить себе	1	1
212	ответ на этот	2	1
213	как мы видели	3	1
214	по тем или	2	1
215	жизни как она	1	1
216	только в формах	1	1
217	по его словам	1	1
218	у меня в	1	1
219	которая не могла	1	1
220	с самого начала	1	1
221	том что он	1	1
222	на свои вопросы	1	1
223	том что с	1	1
224	представление о том	1	1
225	того что может	1	1
226	она может быть	1	1
227	как он сам	1	1
228	не по признаку	1	1
229	в том виде	3	1
230	человеческого общения и	1	1
231	уже не только	2	1
232	это прежде всего	1	1
233	и о которой	1	1
234	на эту тему	1	1
235	с этой точки	2	1
236	шла речь выше	1	1
237	значительной степени это	1	1
238	но с другой	1	1
239	может быть и	2	1
