N	3gram	Vygotskiy_	Tvorches
1	в то же	2	25
2	то же время	2	24
3	и т д	10	17
4	с там же	1	12
5	в том что	21	11
6	о том что	9	8
7	в конечном счете	6	6
8	не может быть	14	6
9	и т п	23	5
10	в самом деле	13	5
11	в том же	1	5
12	до сих пор	8	4
13	по крайней мере	1	4
14	с точки зрения	12	4
15	дело в том	1	4
16	с самого начала	1	4
17	дело не в	1	3
18	что все это	2	3
19	в таком случае	3	3
20	сами по себе	4	3
21	точно так же	6	3
22	том что в	1	3
23	в отличие от	4	3
24	во всяком случае	7	3
25	как и в	5	3
26	едва ли не	2	3
27	с другой стороны	7	3
28	хотя и не	2	3
29	и не может	2	3
30	что он не	1	2
31	у него есть	1	2
32	а может быть	1	2
33	в данном случае	1	2
34	трагического и комического	1	2
35	заключает в себе	3	2
36	для того чтобы	11	2
37	в том числе	1	2
38	тем не менее	6	2
39	не значит что	1	2
40	у него в	1	2
41	что у него	3	2
42	то есть не	1	2
43	так и в	2	2
44	и в конце	1	2
45	не потому что	2	2
46	что он сам	1	2
47	в страшной мести	1	2
48	в конце концов	6	2
49	потому что он	2	2
50	в этой области	3	2
51	том числе и	1	2
52	и в самом	3	2
53	та же самая	2	2
54	к тому же	1	2
55	не могут быть	2	2
56	при этом он	2	2
57	в высшей степени	1	2
58	несмотря на все	4	2
59	так как он	1	2
60	в известном смысле	1	2
61	таким образом и	3	2
62	не то что	1	2
63	по самой своей	1	2
64	в связи с	2	2
65	в одном из	2	2
66	в свою очередь	3	2
67	но прежде всего	1	2
68	вместе с тем	3	2
69	заключается в том	13	2
70	только то что	2	2
71	можно сказать что	2	2
72	в его творчестве	1	2
73	на этот вопрос	1	2
74	все же не	1	2
75	на самом деле	6	2
76	в этом романе	1	2
77	не означает что	2	2
78	так же как	8	2
79	не только в	1	2
80	и что в	2	2
81	не так как	1	2
82	себе не являются	1	1
83	это имеет место	1	1
84	что в каждом	1	1
85	на него с	1	1
86	не может служить	1	1
87	то что называют	2	1
88	он говорит что	2	1
89	и когда он	2	1
90	имеет в виду	3	1
91	война и мир	1	1
92	на всем протяжении	1	1
93	как будто бы	2	1
94	и даже не	1	1
95	по себе а	3	1
96	мы все время	1	1
97	о том как	1	1
98	в применении к	2	1
99	том смысле что	1	1
100	нам хотелось бы	1	1
101	потому что это	1	1
102	нет ничего кроме	1	1
103	сострадания и сочувствия	1	1
104	в согласии с	3	1
105	а на деле	2	1
106	таким образом сюжет	2	1
107	не менее чем	1	1
108	и со всеми	1	1
109	ту же самую	2	1
110	целый ряд других	1	1
111	при этом что	1	1
112	то или иное	2	1
113	д и т	1	1
114	в первый раз	2	1
115	же время резко	1	1
116	он не может	3	1
117	и учение о	1	1
118	ее таким образом	1	1
119	но в таком	1	1
120	но для того	1	1
121	и вследствие этого	1	1
122	что в них	1	1
123	автора и не	1	1
124	мы знаем что	3	1
125	в психологическом отношении	1	1
126	потому что в	1	1
127	именно потому что	2	1
128	а между тем	1	1
129	в его произведении	1	1
130	происходило в россии	1	1
131	мы никогда не	5	1
132	бросается в глаза	1	1
133	формы в то	1	1
134	другой стороны и	2	1
135	прежде всего и	1	1
136	могут быть названы	1	1
137	во многих случаях	1	1
138	психологии действующих лиц	2	1
139	по себе не	3	1
140	а с другой	1	1
141	и в других	1	1
142	же как в	2	1
143	то ни было	1	1
144	такую же роль	1	1
145	в первой главе	1	1
146	и того же	1	1
147	нужно сказать что	1	1
148	по себе и	1	1
149	одну и ту	1	1
150	знаем что она	1	1
151	на то чтобы	3	1
152	то же самое	8	1
153	даже не в	1	1
154	по этому поводу	3	1
155	имел в виду	1	1
156	к тому что	2	1
157	что с точки	1	1
158	бы и в	1	1
159	не может не	1	1
160	известное сходство с	1	1
161	не только на	1	1
162	полном согласии с	2	1
163	бы то ни	2	1
164	и должны быть	1	1
165	д все это	1	1
166	к другим людям	1	1
167	и в том	2	1
168	но даже в	1	1
169	и в этом	1	1
170	приводит его к	1	1
171	это то что	1	1
172	в художественном произведении	8	1
173	в том и	4	1
174	т д и	1	1
175	и тем не	2	1
176	с первого взгляда	1	1
177	того или иного	1	1
178	т д все	1	1
179	отнюдь не означает	2	1
180	а вместе с	1	1
181	но и в	1	1
182	мы видим в	1	1
183	он создает себе	1	1
184	и ту же	1	1
185	в том смысле	1	1
186	с той же	1	1
187	но она не	1	1
188	в чем же	2	1
189	а затем уже	1	1
190	можно определить как	1	1
191	в которой он	1	1
192	в действительной жизни	1	1
193	традиционное представление о	1	1
194	ту или иную	1	1
195	что же касается	1	1
196	в целом ряде	2	1
197	то что в	1	1
198	может быть в	1	1
199	как к объекту	1	1
200	точки зрения их	1	1
201	с одной стороны	6	1
202	и не было	1	1
203	которые в действительности	1	1
204	в основе всех	1	1
205	одном из писем	1	1
206	на точку зрения	1	1
207	наглядное представление о	1	1
208	и по самому	1	1
209	в настоящее время	2	1
210	в то время	6	1
211	напрашивается вывод что	2	1
212	и мы знаем	1	1
213	отметить что в	1	1
214	таким образом в	2	1
215	к которым приводит	1	1
216	искусство в целом	1	1
217	должен сознаться что	1	1
218	как и на	1	1
219	не что иное	2	1
220	и никогда не	1	1
221	в отношении к	3	1
222	он играет в	1	1
223	но и на	1	1
224	то все же	1	1
225	в прямом смысле	1	1
226	т п эта	1	1
227	можно было бы	2	1
228	в полном согласии	2	1
229	только потому что	2	1
230	еще далеко не	1	1
231	есть прежде всего	1	1
232	не зависит от	1	1
233	же как и	2	1
234	один из самых	1	1
235	одного и того	1	1
236	к сознанию необходимости	1	1
237	как уже было	1	1
238	отметить что этот	1	1
239	приблизительно так же	1	1
240	есть по преимуществу	1	1
241	при этом она	1	1
242	и это совершенно	1	1
243	между тем из	1	1
244	что иное как	2	1
245	в себе ничего	1	1
246	то чтобы вызвать	1	1
247	вопрос о том	1	1
248	от начала и	1	1
249	это и есть	1	1
250	до конца и	1	1
251	из внешних условий	1	1
252	того факта что	1	1
253	мы не можем	2	1
254	и в процессе	3	1
255	как и всякая	1	1
256	начала и до	2	1
257	если бы не	1	1
