N	2gram	Trubetskoy	Formalny
1	и в	14	95
2	и не	19	78
3	может быть	9	66
4	в этом	17	61
5	не может	22	57
6	вовсе не	1	53
7	таким образом	11	52
8	так и	1	50
9	точки зрения	11	47
10	в нем	5	42
11	в его	4	42
12	прежде всего	8	41
13	с точки	9	40
14	как и	4	39
15	и т	3	37
16	в самом	3	35
17	не в	4	35
18	а не	2	34
19	но и	10	33
20	то же	11	32
21	самом деле	7	32
22	не только	9	30
23	в том	17	26
24	отнюдь не	7	26
25	если бы	6	26
26	то что	13	25
27	при этом	5	24
28	в своей	5	24
29	на почве	2	24
30	лишь в	3	24
31	на самом	6	24
32	было бы	5	23
33	связи с	3	23
34	в ней	2	23
35	в то	10	22
36	и с	7	21
37	что в	4	21
38	в истории	1	21
39	как бы	4	21
40	с тем	6	20
41	не менее	1	20
42	входит в	1	20
43	как мы	1	20
44	и от	2	20
45	же время	10	20
46	место в	2	20
47	в их	4	20
48	по себе	2	19
49	хотя бы	5	19
50	не могут	4	19
51	все это	6	19
52	все же	4	18
53	в связи	1	18
54	должна быть	2	18
55	только в	5	18
56	и все	1	18
57	все эти	2	18
58	и их	1	18
59	во всяком	9	16
60	с другой	1	16
61	так же	2	16
62	всяком случае	6	16
63	совершенно не	2	16
64	потому что	5	16
65	именно в	3	15
66	должно быть	3	15
67	с другими	1	15
68	его в	4	15
69	бы в	1	15
70	во всех	5	15
71	и на	5	15
72	так как	4	15
73	но в	2	15
74	в жизни	1	14
75	только на	2	14
76	в своем	6	14
77	в ее	1	14
78	в этой	4	14
79	что он	6	14
80	вместе с	4	14
81	еще не	3	14
82	языка и	1	14
83	если мы	1	14
84	и потому	3	14
85	жизни и	4	14
86	в результате	2	13
87	тем что	3	13
88	настоящее время	2	13
89	что и	3	13
90	ни в	2	13
91	могут быть	1	13
92	для них	3	13
93	сводится к	3	13
94	со стороны	4	13
95	что же	4	13
96	до конца	1	13
97	в настоящее	2	13
98	того что	3	13
99	она не	2	13
100	а в	5	13
101	уже не	2	12
102	к тому	7	12
103	по отношению	2	12
104	как это	1	12
105	того чтобы	8	12
106	и для	6	12
107	отношению к	1	12
108	в корне	4	11
109	никогда не	5	11
110	что они	3	11
111	то ни	4	11
112	между тем	5	11
113	они не	1	11
114	это и	1	11
115	для него	6	11
116	этом отношении	1	11
117	в основе	1	11
118	в общем	1	11
119	но не	4	11
120	в большинстве	3	11
121	в своих	6	10
122	конечно не	5	10
123	в зависимости	1	10
124	бы то	4	10
125	не было	3	10
126	большинстве случаев	2	10
127	не есть	3	10
128	он не	5	10
129	если же	2	10
130	главным образом	3	10
131	с ее	1	10
132	не является	1	10
133	и теперь	1	10
134	тем же	1	10
135	друг друга	3	10
136	мы не	1	10
137	по существу	5	10
138	и как	3	10
139	не о	2	10
140	его целом	1	10
141	и даже	2	9
142	говорить о	3	9
143	не могло	1	9
144	мы знаем	1	9
145	ни было	1	9
146	но ведь	1	9
147	бы ни	2	9
148	или иного	2	9
149	отношения к	2	9
150	язык и	1	9
151	в свою	1	9
152	но это	2	9
153	быть и	2	9
154	и к	6	8
155	и те	2	8
156	в данном	7	8
157	задачи и	1	8
158	всего этого	1	8
159	была бы	1	8
160	ясно что	2	8
161	же как	1	8
162	между собой	5	8
163	в сторону	1	8
164	в других	2	8
165	сих пор	5	8
166	и является	2	8
167	из этого	3	8
168	всех этих	3	8
169	до сих	5	8
170	и должно	2	8
171	что это	3	8
172	с этим	2	8
173	роль в	1	8
174	это не	1	8
175	должен быть	1	8
176	не следует	1	8
177	для того	6	8
178	в области	2	8
179	для этого	3	8
180	же и	1	7
181	более или	4	7
182	но все	1	7
183	является для	1	7
184	применении к	1	7
185	даже и	2	7
186	в применении	1	7
187	свою очередь	1	7
188	к этому	1	7
189	в сущности	1	7
190	из них	3	7
191	время в	2	7
192	следовательно и	2	7
193	от этого	1	7
194	значение и	1	7
195	в себе	9	7
196	столь же	1	7
197	не на	1	7
198	жизни в	5	7
199	том что	9	7
200	что бы	3	7
201	известной степени	1	7
202	ничем не	1	7
203	и более	2	7
204	войти в	1	7
205	или менее	4	7
206	в одной	1	7
207	того или	2	7
208	стороны и	1	7
209	и только	5	7
210	и наконец	2	7
211	те же	1	6
212	в этих	2	6
213	если он	1	6
214	их в	2	6
215	при таком	1	6
216	отличается от	2	6
217	о том	7	6
218	он был	1	6
219	только не	1	6
220	именно так	1	6
221	и других	1	6
