N	2gram	Tiupa_Lite	Marksizm
1	точки зрения	8	69
2	может быть	24	64
3	и в	26	63
4	и не	19	55
5	как бы	8	53
6	не может	10	47
7	с точки	4	46
8	и его	7	41
9	в этом	19	39
10	таким образом	4	38
11	как мы	2	32
12	в пределах	4	31
13	лишь в	4	30
14	не только	29	29
15	то же	13	28
16	в нем	4	28
17	языка как	1	27
18	но и	25	27
19	связи с	7	25
20	самом деле	2	25
21	в самом	4	24
22	как и	13	24
23	прежде всего	14	24
24	только в	8	23
25	так и	7	23
26	и т.п	14	23
27	в том	22	22
28	то что	14	22
29	а не	28	22
30	при этом	23	20
31	так сказать	1	20
32	для него	6	20
33	если мы	1	20
34	на почве	2	19
35	не в	11	19
36	если бы	1	19
37	том что	19	19
38	в его	9	19
39	в ее	1	18
40	в слове	3	18
41	чужого слова	1	18
42	и для	1	18
43	но в	5	18
44	вовсе не	3	18
45	все же	6	17
46	в сущности	5	17
47	по отношению	6	16
48	ни было	2	16
49	речь в	2	16
50	слова и	6	16
51	и как	2	16
52	в то	12	16
53	индивидуального сознания	2	15
54	во всех	4	15
55	в связи	4	15
56	отнюдь не	4	15
57	что он	8	15
58	же время	12	15
59	отношению к	4	15
60	в данном	7	14
61	хотя бы	3	14
62	в контексте	1	14
63	в своей	5	13
64	так же	1	13
65	то ни	1	13
66	что в	7	13
67	и здесь	1	13
68	не является	3	13
69	того чтобы	1	13
70	было бы	4	13
71	ничего не	3	13
72	мы не	5	13
73	слова в	2	13
74	для того	2	12
75	того же	5	12
76	бы то	1	12
77	в результате	2	12
78	между тем	2	12
79	он не	4	12
80	в основе	5	12
81	а в	5	12
82	не столько	8	11
83	и того	2	11
84	к нему	1	11
85	и что	2	11
86	и от	1	11
87	до сих	1	11
88	и на	5	11
89	и все	1	11
90	как в	5	11
91	еще не	4	11
92	друг друга	5	11
93	так как	2	11
94	на самом	1	11
95	все эти	2	11
96	в ней	4	11
97	сих пор	1	11
98	без исключения	1	10
99	именно в	1	10
100	во всяком	3	10
101	самого начала	1	10
102	с другой	11	10
103	сказать что	1	10
104	к этому	2	10
105	никогда не	5	10
106	в своем	12	10
107	его в	4	10
108	в таком	1	10
109	одна из	8	10
110	в каждом	2	10
111	в основном	1	10
112	здесь мы	1	10
113	в большинстве	1	10
114	совершенно не	1	10
115	в отличие	6	10
116	с его	5	10
117	и потому	1	10
118	с самого	1	10
119	отличие от	6	10
120	бытия в	1	10
121	более того	1	10
122	к тому	3	9
123	одного и	1	9
124	только на	3	9
125	общения и	1	9
126	в нашем	2	9
127	в себе	8	9
128	большинстве случаев	1	9
129	рядом с	1	9
130	а как	2	9
131	мы видели	1	9
132	что это	1	9
133	не имеет	2	9
134	и более	1	9
135	отношении к	2	9
136	это не	4	9
137	в истории	1	9
138	одной из	2	9
139	и эта	1	9
140	мысли и	1	8
141	не как	4	8
142	другой стороны	5	8
143	и даже	9	8
144	и с	4	8
145	мы знаем	1	8
146	что и	3	8
147	у него	5	8
148	не было	5	8
149	что не	3	8
150	тому что	1	8
151	мы можем	1	8
152	за пределы	3	8
153	столь же	5	8
154	в отношении	2	8
155	сводится к	4	8
156	в каком	1	8
157	к другому	1	8
158	перед нами	1	8
159	в свою	2	8
160	у нас	5	8
161	в их	3	8
162	и т.д	8	8
163	или иной	3	8
164	на то	2	8
165	от него	2	7
166	в этих	2	7
167	в котором	1	7
168	и те	1	7
169	свою очередь	2	7
170	он сам	2	7
171	как раз	6	7
172	в качестве	21	7
173	слово как	1	7
174	бы в	1	7
175	в этой	7	7
176	могут быть	4	7
177	может стать	1	7
178	на основе	2	7
179	той же	5	7
180	до конца	3	7
181	о том	3	7
182	того что	7	7
183	в формах	4	7
184	в начале	4	7
185	далеко не	4	7
186	в той	1	6
187	является в	1	6
188	уже не	9	6
189	одной стороны	8	6
190	в другом	3	6
191	в различных	1	6
192	для понимания	2	6
193	с одной	9	6
194	с другими	1	6
195	между ними	1	6
196	не есть	2	6
197	всяком случае	2	6
198	с ее	3	6
199	то есть	11	6
200	должна быть	3	6
201	от своего	3	6
202	зависимости от	1	6
203	ничего общего	2	6
204	что же	1	6
205	тем же	5	6
206	тот же	1	6
207	он и	5	6
208	сознания и	1	6
209	в какой	2	6
210	вопрос о	1	6
211	из этих	2	6
212	же в	6	6
213	не к	3	6
214	в одном	2	5
215	в виду	4	5
216	что слово	1	5
217	в первом	1	5
218	не менее	11	5
219	был бы	1	5
220	как на	3	5
221	себя в	7	5
222	по преимуществу	6	5
223	должно быть	1	5
224	знаковом материале	2	5
225	что такое	2	5
226	xix века	6	5
227	все время	1	5
228	от этого	1	5
229	лишь для	1	5
230	жизни в	5	5
231	и у	1	5
232	той или	1	5
233	но как	3	5
234	и тем	4	5
235	и является	2	5
236	же он	1	5
237	в конце	6	5
238	внутренний мир	1	5
239	то в	3	5
240	для себя	6	5
241	и внешнего	1	5
242	в материале	1	5
243	вместе с	5	5
244	да и	3	5
245	различие между	3	5
246	и вот	2	5
247	ее в	1	5
248	в душе	3	5
249	этом случае	2	5
250	значение в	1	5
251	этом отношении	5	5
252	или в	1	5
253	и всякое	1	5
254	но не	8	5
255	в условиях	1	5
256	тем более	2	5
257	к одному	1	5
258	она не	1	5
259	в особенности	2	5
260	совершается в	1	5
261	и к	1	4
262	же и	3	4
263	только что	1	4
264	какой бы	1	4
265	в них	1	4
266	но все	1	4
267	тем что	6	4
268	здесь происходит	1	4
269	на чужое	1	4
270	он был	1	4
271	и иных	2	4
272	этой связи	1	4
273	перед ним	2	4
274	следующим образом	2	4
275	как от	1	4
276	в зависимости	1	4
277	во всей	1	4
278	исходит из	3	4
279	к ее	1	4
280	из них	5	4
281	едва ли	5	4
282	что они	1	4
283	него как	1	4
284	и он	3	4
285	она и	1	4
286	несмотря на	3	4
287	не знает	3	4
288	в которой	1	4
289	одним из	8	4
290	но для	1	4
291	находит свое	1	4
292	стремится к	1	4
293	но при	2	4
294	между двумя	1	4
295	так что	4	4
296	из этого	2	4
297	и особенно	1	4
298	внутреннего и	1	4
299	не могут	1	4
300	со всеми	2	4
301	себя с	1	4
302	можно назвать	1	4
303	к его	1	4
304	подхода к	1	4
305	установкой на	1	4
306	нет ничего	2	4
307	в становлении	2	4
308	автора и	1	4
309	целый ряд	1	4
310	и до	1	4
311	переход от	1	4
312	нет и	1	4
313	мог бы	1	4
314	но именно	1	4
315	только при	1	4
316	и то	3	4
317	только с	1	4
318	уже в	7	4
319	можно сказать	1	4
