N	2gram	Vygotskiy_	EvropaiC
1	таким образом	30	34
2	в том	44	31
3	и в	33	24
4	том что	41	20
5	все эти	9	19
6	то что	48	18
7	не может	31	18
8	может быть	15	17
9	до сих	3	15
10	все же	5	15
11	сих пор	3	15
12	точки зрения	27	14
13	в этом	43	13
14	все это	2	13
15	самом деле	9	12
16	с этим	9	12
17	между тем	5	12
18	в своем	11	12
19	по отношению	19	11
20	но и	14	11
21	отношению к	19	11
22	все что	2	10
23	мы знаем	5	10
24	не только	28	10
25	так и	8	10
26	как и	13	10
27	во всех	3	10
28	из себя	1	10
29	как бы	11	10
30	что в	33	9
31	при этом	9	9
32	в результате	9	9
33	не в	10	9
34	и все	2	9
35	и не	18	9
36	с другом	10	9
37	потому что	40	9
38	и что	18	9
39	на то	6	9
40	друг с	10	9
41	того же	13	9
42	в самом	10	8
43	с точки	12	8
44	более или	1	8
45	ясно что	2	8
46	или менее	1	8
47	к тому	14	8
48	мы говорили	5	8
49	для того	20	8
50	если бы	13	8
51	того чтобы	26	8
52	а между	1	8
53	так же	22	8
54	знаем что	2	8
55	идет речь	1	8
56	из этих	2	8
57	так как	20	7
58	что при	4	7
59	того что	34	7
60	что и	11	7
61	на самом	3	7
62	что он	40	7
63	не менее	4	7
64	о которых	2	7
65	о котором	1	7
66	из этого	3	7
67	о том	13	7
68	вместе с	9	7
69	по своей	7	7
70	в этой	8	7
71	в сознании	5	7
72	в силу	14	7
73	по существу	5	7
74	для этого	3	7
75	мы можем	15	6
76	и на	11	6
77	несмотря на	3	6
78	с ним	6	6
79	что с	7	6
80	только в	21	6
81	тому же	3	6
82	от друга	5	6
83	отличается от	2	6
84	друг от	5	6
85	говорили выше	2	6
86	еще не	11	6
87	должна быть	7	6
88	так что	8	6
89	и при	4	6
90	тогда как	3	6
91	что касается	1	6
92	как на	4	6
93	в общем	1	6
94	с другой	11	6
95	в то	5	6
96	у них	1	6
97	и для	3	6
98	и к	7	5
99	как к	1	5
100	а потому	3	5
101	должно быть	10	5
102	в состоянии	6	5
103	в его	15	5
104	что это	1	5
105	другой стороны	9	5
106	у него	8	5
107	его в	6	5
108	в которой	8	5
109	но все	2	5
110	и с	7	5
111	или иначе	1	5
112	именно в	8	5
113	по своему	4	5
114	ступени развития	3	5
115	на все	7	5
116	по сравнению	9	5
117	сравнению с	9	5
118	между двумя	4	5
119	и их	4	5
120	оказывается что	1	5
121	его собственной	2	5
122	лишь в	1	5
123	в себе	4	5
124	и от	2	5
125	что все	9	5
126	столь же	5	5
127	как будто	2	5
128	к этому	7	5
129	в пользу	1	5
130	в целом	8	5
131	из них	6	5
132	но в	9	5
133	иначе говоря	2	4
134	не так	1	4
135	и то	9	4
136	поэтому что	1	4
137	этой области	3	4
138	на вопрос	7	4
139	в психологии	1	4
140	самого себя	1	4
141	которых мы	1	4
142	из того	12	4
143	сильнее чем	1	4
144	своем развитии	8	4
145	этом случае	5	4
146	хотя и	1	4
147	тем не	1	4
148	совершенно не	5	4
149	из которых	3	4
150	чем больше	1	4
151	это есть	5	4
152	в европейской	1	4
153	в их	4	4
154	в виде	3	4
155	связи с	9	4
156	что его	2	4
157	одним из	4	4
158	в конце	3	4
159	с тем	9	4
160	не есть	4	4
161	не могут	7	4
162	между собой	17	4
163	выше мы	1	4
164	и у	1	4
165	как сказано	1	4
166	а с	3	4
167	что мы	11	4
168	мы уже	4	4
169	в течение	1	4
170	хотя бы	5	4
171	то ни	1	4
172	в такой	5	4
173	мы должны	13	4
174	что эта	7	4
175	факт что	1	4
176	целый ряд	5	4
177	признать что	1	4
178	и т.д	6	4
179	прямой линии	1	4
180	отношение к	12	4
181	что для	2	4
182	том же	1	4
183	и конец	1	4
184	представление об	2	4
185	в области	19	4
186	он не	13	4
187	конце концов	2	4
188	если мы	9	4
189	всех этих	1	4
190	в одну	1	4
191	то же	12	4
192	совершенно так	1	4
193	никогда не	10	4
194	во всем	2	3
