N	2gram	Medvedev_U	Hudozhes
1	в качестве	1	31
2	то есть	1	26
3	и в	14	23
4	не только	10	20
5	в том	2	20
6	может быть	6	19
7	в частности	3	18
8	и не	8	16
9	но и	4	14
10	литературного произведения	1	13
11	а не	10	13
12	но не	2	13
13	в себе	2	13
14	в этом	7	12
15	то же	5	12
16	так и	1	12
17	сводится к	2	11
18	в его	2	11
19	но в	3	10
20	том что	2	9
21	с другой	4	9
22	в искусстве	6	9
23	не в	2	9
24	не может	7	9
25	в области	3	8
26	в то	3	8
27	что в	1	7
28	в самом	2	7
29	только в	2	7
30	в своей	3	7
31	же время	3	7
32	не столько	2	7
33	другой стороны	3	6
34	более или	1	6
35	приводит к	1	6
36	уже не	1	6
37	можно сказать	1	6
38	художественного творчества	5	6
39	с его	2	6
40	мы имеем	1	6
41	или менее	1	6
42	всего лишь	1	6
43	в нем	1	6
44	искусства в	1	6
45	в виду	1	5
46	конечном счете	4	5
47	что он	2	5
48	в художественном	5	5
49	иначе говоря	1	5
50	для него	3	5
51	того что	1	5
52	прежде всего	8	5
53	в их	4	5
54	в конечном	4	5
55	или иначе	1	5
56	то что	7	5
57	могут быть	2	5
58	для себя	1	4
59	эстетического объекта	6	4
60	так или	1	4
61	не следует	3	4
62	для читателя	1	4
63	художественного восприятия	1	4
64	в данном	1	4
65	входит в	1	4
66	художественного впечатления	1	4
67	и т.д	3	4
68	сказать что	1	4
69	в своем	1	4
70	и то	3	4
71	это не	3	4
72	эстетический объект	1	4
73	произведения искусства	3	4
74	между тем	2	4
75	он не	1	4
76	и что	1	4
77	далеко не	1	4
78	художественного произведения	2	4
79	в той	1	3
80	литературы как	1	3
81	о чем	2	3
82	если бы	2	3
83	художественное впечатление	1	3
84	как и	3	3
85	их в	1	3
86	художественное произведение	5	3
87	сводятся к	1	3
88	одной стороны	1	3
89	искусства и	1	3
90	о литературе	1	3
91	имеем в	1	3
92	и для	2	3
93	в системе	2	3
94	таким образом	2	3
95	произведения как	1	3
96	с одной	1	3
97	в произведении	1	3
98	как раз	2	3
99	но он	1	3
100	объекта и	1	3
101	в эстетический	1	3
102	искусства как	2	3
103	в таком	1	3
104	или даже	1	3
105	его эстетической	1	3
106	в которой	1	3
107	к области	2	3
108	в пределах	1	3
109	этом смысле	2	3
110	и прежде	1	3
111	не случайно	2	3
112	об искусстве	1	2
113	строго говоря	1	2
114	из которых	1	2
115	не как	3	2
116	одно из	1	2
117	по себе	2	2
118	самом деле	2	2
119	в порядке	1	2
120	в итоге	2	2
121	в известном	1	2
122	о том	1	2
123	не входит	1	2
124	во мне	1	2
125	или иных	2	2
126	может служить	1	2
127	и это	1	2
128	превращается в	2	2
129	не вполне	1	2
130	еще один	1	2
131	было и	1	2
132	об этом	1	2
133	с самим	1	2
134	не все	2	2
135	в противном	2	2
136	он и	1	2
137	а.н веселовского	1	2
138	никогда не	1	2
139	этого термина	2	2
140	истории литературы	3	2
141	бы то	3	2
142	ни было	3	2
143	что такое	4	2
144	ее в	1	2
145	все это	5	2
146	что и	2	2
147	у него	1	2
148	одним из	2	2
149	что она	2	2
150	противном случае	2	2
151	в сторону	2	2
152	тем более	1	2
153	а для	1	2
154	и потому	1	2
155	же художественное	1	2
156	то ни	3	2
157	в значительной	1	2
158	и эстетической	1	2
159	за пределы	1	2
160	человека и	1	2
161	эстетической реальности	1	2
162	в этой	4	2
163	и др	1	2
164	нас самих	1	2
165	тех или	2	2
166	отнюдь не	1	2
167	говоря иначе	2	2
168	с которыми	1	1
169	поэтикой и	1	1
170	эстетического восприятия	1	1
171	все что	1	1
172	и возможностей	1	1
173	для всех	2	1
174	тех кто	1	1
175	таком понимании	1	1
176	первую очередь	1	1
177	перестают быть	1	1
178	что основной	1	1
179	природе и	1	1
180	если нет	1	1
181	смысле можно	1	1
182	и делает	1	1
183	эта позиция	1	1
184	не могут	2	1
185	и даже	1	1
186	если не	2	1
187	он уже	1	1
188	произведения в	1	1
189	тем что	2	1
190	и действительно	1	1
191	стороны в	1	1
192	широком и	1	1
193	что по	1	1
194	все же	3	1
195	только для	1	1
196	о котором	1	1
197	поскольку он	1	1
198	и слово	1	1
199	на каждом	2	1
200	искусство и	1	1
201	на первый	2	1
202	по крайней	2	1
203	ориентация на	1	1
204	первый взгляд	1	1
205	само же	1	1
206	все они	2	1
207	тем в	1	1
208	все и	1	1
209	в первую	1	1
210	бы и	2	1
211	не существует	1	1
212	в котором	1	1
213	представляется не	1	1
214	некоторыми другими	1	1
215	содержания в	1	1
216	более чем	2	1
217	то и	1	1
218	художественных произведений	2	1
219	в отдельности	1	1
220	быть не	1	1
221	оно является	1	1
222	эстетической функции	1	1
223	точно и	1	1
224	в различных	1	1
225	иначе в	1	1
226	и исторически	1	1
227	всего что	1	1
228	и формы	3	1
229	же автор	1	1
230	не для	1	1
231	впервые в	1	1
232	отдельности и	1	1
233	в сфере	1	1
234	него не	1	1
235	и служит	1	1
236	заданность и	1	1
237	той же	1	1
238	ее как	1	1
239	своим единственным	1	1
240	до конца	1	1
241	только при	1	1
242	что все	2	1
243	к простому	1	1
244	но если	1	1
245	пришлось бы	3	1
246	крайней мере	2	1
247	такое искусство?	1	1
248	тот же	1	1
249	жанра в	1	1
250	искусства не	1	1
251	героя не	1	1
252	именно к	1	1
253	ролью в	1	1
254	этом случае	1	1
255	в свое	1	1
256	автор видит	1	1
257	эстетическое содержание	1	1
258	как такового	3	1
259	научному анализу	1	1
260	должно быть	1	1
261	обе эти	1	1
262	на роль	1	1
263	так он	1	1
264	материала и	2	1
265	художественной формы	2	1
266	как элемент	1	1
267	и через	2	1
268	художественного задания	2	1
269	автора для	1	1
270	у нас	3	1
271	в широком	2	1
272	не обладает	1	1
273	без этого	1	1
274	не было	1	1
275	термина не	1	1
276	частности все	1	1
277	и некоторыми	1	1
278	но для	1	1
279	в совокупности	1	1
280	в конце	2	1
281	в последние	1	1
282	художественном произведении	2	1
283	же как	1	1
284	не есть	2	1
285	при таком	2	1
286	по его	1	1
287	это было	2	1
288	на его	1	1
289	форма в	1	1
290	бы в	1	1
291	к построению	1	1
292	некую систему	1	1
293	ряда и	1	1
294	могли бы	2	1
295	сфере искусства	1	1
296	как таковыми	1	1
297	только к	3	1
298	поэтики в	1	1
299	свое место	1	1
300	на материал	1	1
301	является специфическая	1	1
302	свой опыт	1	1
303	всего только	1	1
304	познания или	1	1
305	для этого	3	1
306	ни от	2	1
307	и является	2	1
308	является одним	1	1
309	и конструктивное	1	1
310	единицы и	1	1
311	было бы	3	1
312	бы послужить	1	1
313	же самое	2	1
314	данного произведения	1	1
315	анализу и	1	1
316	к изучению	1	1
317	что для	1	1
