N	4gram	Vygotskiy_	KulturaY
1	с этой точки зрения	4	5
2	состоит в том что	4	4
3	одного и того же	5	4
4	можно было бы привести	1	4
5	заключается в том что	16	4
6	в том случае если	2	3
7	не только потому что	1	3
8	и вместе с тем	2	3
9	в силу того что	2	3
10	в том что он	1	3
11	точно так же как	1	3
12	в том смысле что	2	2
13	что с точки зрения	1	2
14	иначе как с помощью	1	2
15	которую можно было бы	1	2
16	не что иное как	2	2
17	для того чтобы с	1	2
18	одной и той же	5	2
19	одних и тех же	1	2
20	в собственном смысле слова	3	2
21	для того чтобы дать	1	2
22	один и тот же	6	2
23	в том что на	1	2
24	одним и тем же	4	2
25	мы должны сказать что	2	1
26	и в том что	1	1
27	само по себе не	1	1
28	то что мы в	1	1
29	силу того что они	1	1
30	с нашей точки зрения	2	1
31	в том что она	1	1
32	оно заключается в том	1	1
33	он был бы вполне	1	1
34	не выходит за пределы	1	1
35	все более и более	1	1
36	прежде всего тем что	1	1
37	в том смысле как	1	1
38	и то же слово	3	1
39	одно и то же	6	1
40	он имеет в виду	1	1
41	и во многих других	1	1
42	заключается вовсе не в	1	1
43	прежде всего следует отметить	1	1
44	в самое последнее время	1	1
45	не может быть решена	1	1
46	собственном смысле этого слова	7	1
47	в том что мы	1	1
48	ответить на этот вопрос	1	1
49	в том отношении что	1	1
50	является то обстоятельство что	3	1
51	с точки зрения ее	1	1
52	в то время как	5	1
53	до того как он	1	1
54	в связи с этим	2	1
55	в пользу того что	1	1
56	а вместе с тем	1	1
57	только в том что	4	1
58	то же самое что	1	1
59	что они разумеют под	1	1
60	по отношению к которому	1	1
61	с первого же момента	1	1
62	справедливым и в отношении	1	1
63	одном и том же	2	1
64	можно было бы назвать	1	1
65	то мы увидим что	1	1
66	также и тогда когда	1	1
67	как это имеет место	1	1
68	помимо того что она	1	1
69	стадию в историческом развитии	1	1
70	только потому что оно	1	1
71	том случае если бы	1	1
72	в самом деле как	1	1
73	смысле этого слова и	1	1
74	бы то ни было	1	1
75	задолго до того как	1	1
76	все же и это	1	1
77	во всяком случае в	1	1
78	и с точки зрения	1	1
79	и не потому что	1	1
80	убеждает нас в том	2	1
81	во всех этих случаях	1	1
82	приводит к тому что	1	1
83	нас в том что	2	1
84	состоящий в том что	1	1
85	не могут рассматриваться как	1	1
86	о которых говорено выше	1	1
87	с двух точек зрения	1	1
88	о которой мы говорили	1	1
89	как мы видели выше	1	1
90	на том основании что	1	1
91	с помощью которого оно	1	1
92	есть не что иное	1	1
