N	4gram	Vygotskiy_	Komedia
1	в то же время	2	16
2	в то время как	6	9
3	бы то ни было	1	7
4	и в самом деле	3	7
5	в том что он	1	4
6	один и тот же	2	3
7	и там и здесь	1	3
8	в том числе и	1	3
9	само собой разумеется что	1	3
10	состоит в том что	1	2
11	с этой точки зрения	5	2
12	с одной стороны и	1	2
13	в том что в	1	2
14	к одному и тому	1	2
15	к тому что и	1	2
16	о чем идет речь	1	2
17	одному и тому же	1	2
18	и в том что	1	1
19	той мере в какой	1	1
20	не что иное как	2	1
21	ни в коем случае	1	1
22	и т д только	1	1
23	в той мере в	1	1
24	произведениях и таким образом	1	1
25	как бы в двух	1	1
26	но вместе с тем	1	1
27	и т п не	1	1
28	столь же очевидно что	1	1
29	до тех пор пока	2	1
30	по тому что он	1	1
31	представление о том что	2	1
32	в зависимости от того	1	1
33	даже в тех случаях	1	1
34	и т п в	2	1
35	только в том случае	2	1
36	с другой стороны в	1	1
37	о том что он	1	1
38	в связи с этим	1	1
39	с одной стороны мы	1	1
40	в собственном смысле слова	2	1
41	и вслед за ним	1	1
42	то же самое что	2	1
43	в основе его лежит	1	1
44	по самой своей природе	1	1
45	состоит в том чтобы	2	1
46	и подобно тому как	1	1
47	о том что она	1	1
48	несмотря на то что	2	1
49	одного и того же	1	1
50	что само по себе	1	1
51	у того же автора	1	1
52	а вместе с ними	1	1
53	в том случае если	2	1
54	во всяком случае в	2	1
55	его так как он	1	1
56	и в конце концов	1	1
57	в том что она	4	1
58	и т д все	1	1
59	для того чтобы дать	1	1
60	так же как и	2	1
61	для того чтобы проверить	1	1
62	в том виде как	1	1
63	то что у него	3	1
64	но и в том	1	1
