N	2gram	Bakhtin_Pr	VerxiiNi
1	и в	83	26
2	таким образом	9	22
3	в этом	24	15
4	вместе с	5	15
5	точки зрения	17	13
6	как бы	27	12
7	в том	22	11
8	не только	14	10
9	и с	10	10
10	может быть	23	10
11	из этих	3	10
12	что в	5	9
13	так как	12	9
14	связи с	1	9
15	но и	16	9
16	в области	6	9
17	в общем	2	8
18	и у	8	8
19	и не	41	8
20	как на	1	8
21	главным образом	3	8
22	с другой	4	8
23	но не	9	8
24	но все	1	7
25	в эпоху	12	7
26	связанные с	3	7
27	том что	9	7
28	потому что	9	7
29	а с	1	7
30	то что	14	7
31	но в	12	7
32	из них	7	7
33	к нему	3	7
34	так и	9	6
35	в конце	5	6
36	несмотря на	3	6
37	все это	11	6
38	что и	4	6
39	в отношении	3	6
40	представление о	3	6
41	все эти	9	6
42	все же	3	6
43	к тому	2	6
44	о том	3	6
45	во всяком	2	6
46	и потому	6	6
47	всяком случае	1	6
48	мы должны	4	6
49	и т.д	5	6
50	с точки	13	6
51	в себе	10	6
52	того же	5	6
53	и к	13	5
54	до сих	8	5
55	том числе	15	5
56	в его	15	5
57	к жизни	2	5
58	тому же	3	5
59	более или	3	5
60	в мире	8	5
61	не имеет	1	5
62	с другом	6	5
63	или менее	3	5
64	сих пор	8	5
65	по крайней	2	5
66	для того	1	5
67	так же	4	5
68	лишь в	1	5
69	отношение к	14	5
70	одной из	6	5
71	образом в	2	5
72	в силу	1	5
73	друг с	6	5
74	а не	19	5
75	и для	5	5
76	крайней мере	2	5
77	никогда не	10	5
78	в самом	7	4
79	ничем не	3	4
80	то есть	86	4
81	и по	5	4
82	народных масс	1	4
83	то же	10	4
84	из которых	2	4
85	только в	10	4
86	в этих	8	4
87	должен был	1	4
88	с другими	6	4
89	целый ряд	1	4
90	учение о	1	4
91	что он	6	4
92	и вместе	1	4
93	в которых	2	4
94	к своим	1	4
95	в смысле	2	4
96	в котором	8	4
97	и тогда	1	4
98	он не	5	4
99	и что	3	4
100	далеко не	4	4
101	а в	4	4
102	этой эпохи	1	4
103	в этой	3	4
104	числе и	13	4
105	бога и	2	4
106	и от	4	4
107	не может	18	4
108	что все	3	4
109	на этот	1	4
110	в то	8	4
111	в нем	21	4
112	во время	1	4
113	в так	1	4
114	и другие	14	3
115	верхом и	1	3
116	с этой	1	3
117	и при	2	3
118	при этом	6	3
119	для него	1	3
120	из всех	1	3
121	что это	2	3
122	тем не	2	3
123	и если	4	3
124	в качестве	1	3
125	в результате	2	3
126	то с	1	3
127	и низом	1	3
128	так или	1	3
129	и даже	5	3
130	если бы	1	3
131	в которой	2	3
132	или иначе	1	3
133	с ней	4	3
134	на нее	1	3
135	с самого	4	3
136	в таком	3	3
137	в связи	2	3
138	и как	1	3
139	же как	1	3
140	если в	2	3
141	не менее	4	3
142	из которого	1	3
143	в других	2	3
144	можно сказать	12	3
145	но с	2	3
146	хотя бы	6	3
147	так что	1	3
148	когда он	2	3
149	в одном	4	3
150	оказывается что	1	3
151	не вполне	1	3
152	всегда и	3	3
153	к ним	5	3
154	и о	3	3
155	отношению к	5	3
156	в своем	2	3
157	уже не	5	3
158	к этому	5	3
159	конце концов	1	3
160	того что	1	3
161	литературы мы	3	2
162	связан с	2	2
163	под разными	4	2
164	такое положение	1	2
165	все что	1	2
166	для всех	2	2
167	один из	7	2
168	и здесь	4	2
169	ему в	1	2
170	и на	27	2
171	связанных с	2	2
172	на небе	1	2
173	благодаря этому	1	2
174	и сейчас	1	2
175	к одной	1	2
176	уже в	3	2
177	тогда когда	1	2
178	или по	3	2
179	мы имеем	4	2
180	не с	1	2
181	этом отношении	1	2
182	те же	1	2
183	не как	5	2
184	не исчерпывается	1	2
185	всем и	1	2
186	прежде всего	20	2
187	из своих	3	2
188	они в	1	2
189	как от	1	2
190	исторического развития	1	2
191	не могут	4	2
192	различия между	1	2
193	со всеми	8	2
194	в них	4	2
195	связь с	4	2
196	из него	1	2
197	не было	5	2
198	к его	2	2
199	не в	10	2
200	а также	4	2
201	в виду	3	2
202	в россии	1	2
203	одним из	6	2
204	по существу	7	2
205	именно в	3	2
206	быть даже	2	2
207	и действительно	3	2
208	он один	1	2
209	героев и	1	2
210	в процессе	4	2
211	очень много	1	2
212	между этими	2	2
213	можно назвать	2	2
214	народных массах	1	2
215	положение в	2	2
216	к которым	1	2
217	пор еще	2	2
218	связан и	1	2
219	и перед	2	2
220	к другу	1	2
221	одновременно и	5	2
222	в одно	1	2
223	по своему	6	2
224	на все	4	2
225	отличается от	2	2
226	по своим	2	2
227	о котором	1	2
228	сравнению с	6	2
229	ничего общего	1	2
230	в эту	3	2
231	так например	2	2
232	особенно в	7	2
233	связано с	1	2
234	еще не	10	2
235	во всех	15	2
236	и мир	1	2
237	ли они	1	2
238	перестает быть	1	2
239	начиная с	4	2
240	ко всему	1	2
241	мы можем	9	2
242	уже давно	1	2
243	людей и	6	2
244	что мы	2	2
245	ни у	3	2
246	ли это	1	2
247	силы и	2	2
248	этого последнего	1	2
249	так называемой	1	2
250	но при	2	2
251	наконец в	3	2
252	по сравнению	6	2
253	между тем	2	2
254	в свою	1	2
255	не всегда	3	2
256	быть и	2	2
257	сознании и	1	2
258	связана с	3	2
259	и больше	1	2
260	не могло	1	2
261	всех других	2	2
262	и является	1	2
263	так чтобы	1	2
264	и это	3	2
265	в начале	2	2
266	превращается в	5	2
267	конечно не	11	2
268	по своей	12	2
269	же время	8	2
270	самого начала	5	2
271	состоит в	1	2
272	же самое	1	2
273	среди них	1	2
274	он в	2	2
275	сказать что	12	2
276	которые в	3	2
277	и другой	4	2
278	в образе	3	2
279	в глазах	1	2
280	относится к	1	2
281	или иной	2	2
282	жизни и	13	2
283	но если	4	2
284	в разных	4	2
285	иной раз	1	2
286	оно является	1	2
287	что именно	2	2
288	на то	2	2
289	с его	4	2
290	от них	2	2
291	и все	14	2
292	для этого	2	2
293	для эпохи	1	2
294	и из	3	2
295	в самой	2	2
296	с идеей	2	2
297	и особенно	3	2
298	и иной	1	2
299	тот же	2	2
300	и наконец	4	2
301	той или	2	2
302	вплоть до	5	2
303	мы видели	2	2
304	не к	3	2
305	характер носят	1	2
306	из этой	1	2
307	и сами	1	2
308	можно только	1	2
309	или иным	1	1
310	души и	1	1
311	в той	2	1
312	индивидуальности и	1	1
313	все в	3	1
314	и образ	1	1
315	представить себе	1	1
316	и некоторой	1	1
317	находим в	3	1
318	мире и	2	1
319	то в	1	1
320	на почве	1	1
321	этого и	1	1
322	самый термин	1	1
323	новое и	1	1
324	евангелия в	1	1
325	в свое	4	1
326	составить себе	1	1
327	смерть и	2	1
328	а потому	1	1
329	во втором	1	1
330	видели что	2	1
331	то они	1	1
332	или к	2	1
333	котором они	1	1
334	к лицу	1	1
335	мы видим	2	1
336	рождение и	2	1
337	в душе	1	1
