N	4gram	Bakhtin_Fr	Freidism
1	в то же время	14	6
2	мы можем сказать что	1	5
3	ни в чем не	1	4
4	не может быть и	1	4
5	одной и той же	1	3
6	может быть и речи	1	3
7	один и тот же	1	3
8	но в то же	6	3
9	и не может быть	1	3
10	на самом же деле	4	2
11	говорить о том что	1	2
12	нет и не может	1	2
13	начала и до конца	1	1
14	жизни в ее целом	1	1
15	если мы обратимся к	1	1
16	ни в коем случае	1	1
17	с таким расчетом чтобы	1	1
18	дает нам никакого ответа	1	1
19	как мы уже сказали	3	1
20	какое же значение имеют	1	1
21	это ни в чем	1	1
22	с точки зрения этого	1	1
23	не может быть конечно	1	1
24	мы видим таким образом	1	1
25	чем же объясняется такая	1	1
26	одно и то же	1	1
27	может быть конечно и	1	1
28	говорить в другом месте	1	1
29	мы уже знаем что	1	1
30	дело в том что	4	1
31	в то время когда	1	1
32	не дает нам никакого	1	1
33	в основе их лежит	1	1
34	и тут и там	1	1
35	для того чтобы получить	1	1
36	о том что даже	1	1
37	в том что в	1	1
38	необходимо сказать несколько слов	1	1
39	до сих пор не	1	1
40	имеет дело только с	1	1
41	в одной из своих	1	1
42	быть конечно и речи	1	1
43	тем не менее он	1	1
44	не что иное как	1	1
45	и в то же	3	1
46	никогда и нигде не	1	1
47	есть не что иное	1	1
