N	3gram	Vygotskiy_	DiskursI
1	в том что	41	28
2	в отличие от	8	26
3	по отношению к	3	17
4	с одной стороны	8	14
5	не может быть	5	12
6	в данном случае	1	12
7	той или иной	2	10
8	о том что	3	9
9	состоит в том	4	8
10	в этом отношении	9	8
11	как и в	3	7
12	и все же	1	7
13	в конечном счете	1	6
14	так и в	2	6
15	не сводится к	1	6
16	с точки зрения	11	6
17	одной стороны и	1	5
18	и как бы	2	5
19	то же самое	9	5
20	с другой стороны	5	5
21	в первую очередь	2	5
22	в значительной степени	1	5
23	в свою очередь	3	5
24	по своей природе	1	5
25	не только в	1	5
26	подобно тому как	1	5
27	тем не менее	6	4
28	можно сказать что	1	4
29	одного и того	5	4
30	а с другой	4	4
31	и т.п но	1	4
32	и того же	5	4
33	в свое время	2	4
34	в этом случае	4	4
35	тот или иной	1	4
36	в том числе	3	3
37	более или менее	3	3
38	и то же	6	3
39	того или иного	2	3
40	в том случае	2	3
41	в обоих случаях	2	3
42	по аналогии с	1	3
43	том числе и	3	3
44	одно и то	6	3
45	содержит в себе	2	3
46	том что в	3	3
47	во всяком случае	10	3
48	бы то ни	1	2
49	не приводит к	2	2
50	решающую роль в	2	2
51	по своему происхождению	1	2
52	заключает в себе	3	2
53	не представляет собой	1	2
54	сами по себе	4	2
55	одних и тех	1	2
56	далеко не всегда	1	2
57	речь идет о	2	2
58	по себе не	1	2
59	то ни было	1	2
60	в целом и	2	2
61	при этом как	1	2
62	точки зрения на	2	2
63	и в том	1	2
64	представляет собой не	1	2
65	и тем же	4	2
66	но и в	1	2
67	в том чтобы	2	2
68	только то что	1	2
69	здесь как и	1	2
70	все же не	2	2
71	только в том	4	2
72	и той же	5	2
73	и тех же	1	2
74	с той или	1	2
75	одним и тем	4	2
76	имеем дело не	1	2
77	ни одна из	1	2
78	включает в себя	2	2
79	как и все	1	2
80	как мы видели	4	2
81	одной и той	5	2
82	с самого начала	6	2
83	и то что	3	2
84	и т.д в	1	2
85	так и на	1	2
86	том случае если	2	2
87	то что они	3	2
88	и не только	1	2
89	а также и	1	2
90	обратить внимание на	1	2
91	что он не	2	1
92	благодаря тому что	1	1
93	но все эти	1	1
94	как и во	1	1
95	одно из главных	1	1
96	в этот период	1	1
97	выступают в роли	1	1
98	на основе их	4	1
99	имеет в виду	2	1
100	а не на	1	1
101	на каждом шагу	4	1
102	и даже не	1	1
103	и тем самым	3	1
104	вслед за этим	1	1
105	о том как	1	1
106	в применении к	1	1
107	такой же мере	1	1
108	отнюдь не является	1	1
109	в самых общих	1	1
110	к одному и	5	1
111	в этом смысле	7	1
112	по сравнению с	4	1
113	и не имеющие	1	1
114	мы можем видеть	1	1
115	которые лежат в	1	1
116	основания предполагать что	1	1
117	одни и те	3	1
118	том что на	1	1
119	так например в	1	1
120	хотя бы и	2	1
121	в самом деле	4	1
122	совершенно недостаточно для	1	1
123	тому на что	1	1
124	для того чтобы	14	1
125	таким же образом	2	1
126	с ним в	1	1
127	но на этот	1	1
128	друг от друга	2	1
129	с целым рядом	1	1
130	следующим образом в	1	1
131	важную роль в	1	1
132	друг на друга	3	1
133	так или иначе	1	1
134	сам по себе	2	1
135	именно в этой	1	1
136	до сих пор	3	1
137	особое внимание на	1	1
138	в такой же	2	1
139	на всем протяжении	1	1
140	легко заметить что	1	1
141	между тем как	4	1
142	и т.д если	1	1
143	никогда не бывает	2	1
144	тех или иных	1	1
145	тому или иному	4	1
146	и таким образом	1	1
147	и остается в	1	1
148	как одного из	1	1
149	не только на	1	1
150	есть не что	1	1
151	при этом он	1	1
152	имеет дело с	2	1
153	и другого в	1	1
154	связи и отношения	2	1
155	в связи с	8	1
156	на этот раз	2	1
157	но все же	1	1
158	в другом месте	3	1
159	что с помощью	1	1
160	но и к	1	1
161	и в качестве	1	1
162	или во всяком	1	1
163	из того что	3	1
164	одном и том	2	1
165	имея в виду	1	1
166	что на деле	1	1
167	говорит об этом	2	1
168	в переходе от	1	1
169	внешней и внутренней	3	1
170	и в этом	2	1
171	в качестве своей	1	1
172	в своем значении	1	1
173	это то что	1	1
174	с теми же	1	1
175	за то что	1	1
176	совпадают с теми	1	1
177	ситуации в которой	2	1
178	вместе с тем	11	1
179	и том же	2	1
180	к тому или	3	1
181	той ситуации в	1	1
182	и те же	3	1
183	в этом заключается	1	1
184	по мере развития	1	1
185	и только в	1	1
186	на то что	5	1
187	в этом же	2	1
188	заключается в том	18	1
189	и тому же	5	1
190	выступает в качестве	1	1
191	и т.д с	1	1
192	в ней противоречия	1	1
193	том или ином	1	1
194	об одном и	1	1
195	ту или иную	1	1
196	в себе и	2	1
197	в целом ряде	1	1
198	то что в	3	1
199	между ним и	1	1
200	на некоторое время	1	1
201	а также в	1	1
202	в результате этого	1	1
203	не в состоянии	1	1
204	того и другого	2	1
205	не является ни	1	1
206	но столь же	1	1
207	которое возникает в	1	1
208	при этом не	1	1
209	связанных между собой	1	1
210	прямой зависимости от	1	1
211	в известном смысле	2	1
212	собой как и	1	1
213	лежит не в	1	1
214	которые еще не	1	1
215	одна из этих	1	1
216	и речевой деятельности	1	1
217	прежде всего следует	1	1
218	не что иное	2	1
219	двух точек зрения	1	1
220	не совпадают с	1	1
221	мы узнаем из	1	1
222	далеко не все	1	1
223	не является в	1	1
224	одной стороны он	1	1
225	мы не знаем	2	1
226	можно было бы	8	1
227	же по своей	1	1
228	между собой и	2	1
229	тем же словом	4	1
230	только потому что	2	1
231	не только потому	1	1
232	к которому мы	1	1
