N	3gram	Tiupa_Hudo	Vladivir
1	в том что	8	29
2	о том что	1	22
3	тем не менее	3	18
4	в то время	1	13
5	в связи с	3	12
6	содержит в себе	1	11
7	более или менее	6	11
8	к тому же	1	11
9	не может быть	4	10
10	в то же	7	10
11	с точки зрения	3	10
12	в этом смысле	3	9
13	то же время	7	9
14	точно так же	1	7
15	в свое время	1	7
16	так или иначе	4	6
17	в отличие от	7	6
18	с другой стороны	6	6
19	в настоящее время	1	6
20	том что он	2	6
21	и в то	2	5
22	бы то ни	2	5
23	а иной раз	1	5
24	и в том	1	5
25	и потому что	1	5
26	он не только	1	5
27	в сравнении с	1	5
28	не содержит в	1	4
29	себе отчет в	1	4
30	можно сказать что	3	4
31	для того чтобы	5	4
32	по крайней мере	1	4
33	заключается в том	1	4
34	в себе и	1	4
35	не что иное	1	4
36	что иное как	1	4
37	с одной стороны	3	4
38	еще и потому	1	4
39	что он не	1	3
40	в самом деле	2	3
41	в том числе	3	3
42	в том случае	1	3
43	иметь в виду	1	3
44	а с другой	2	3
45	а в том	1	3
46	не только на	1	3
47	к тому что	2	3
48	только то что	1	3
49	в свою очередь	2	3
50	так и не	4	3
51	и в частности	1	3
52	в первую очередь	1	3
53	также еще и	1	3
54	что несмотря на	1	3
55	так же как	1	2
56	собственно говоря только	1	2
57	одной стороны и	1	2
58	отдает себе отчет	1	2
59	сказать что для	1	2
60	в таком случае	2	2
61	есть не что	1	2
62	и прежде всего	2	2
63	не так просто	1	2
64	то ни было	2	2
65	что даже в	1	2
66	а не только	1	2
67	при этом в	1	2
68	в том и	2	2
69	отчет в том	1	2
70	связи с этим	1	2
71	несмотря на свою	1	2
72	но в то	1	2
73	одно и то	3	2
74	и то же	3	2
75	так и его	1	2
76	в этом случае	1	2
77	до конца однако	1	2
78	том случае если	1	2
79	и на его	1	2
80	субъект и объект	1	2
81	иной раз и	1	2
82	это и есть	1	2
83	может быть и	2	2
84	человеческой жизни толстой	1	1
85	место в системе	1	1
86	в самом начале	1	1
87	и в жизни	1	1
88	с этих позиций	1	1
89	и как бы	1	1
90	все то что	1	1
91	может быть назван	1	1
92	они представляются в	1	1
93	он еще не	1	1
94	в себе в	1	1
95	заключать в себе	1	1
96	с ними и	2	1
97	до известной степени	2	1
98	а не с	1	1
99	больше и больше	1	1
100	к одному из	1	1
101	в известной степени	1	1
102	в себя и	1	1
103	не было и	1	1
104	года на вопрос	1	1
105	дело не в	1	1
106	и те и	1	1
107	и многих других	1	1
108	собственно говоря и	1	1
109	только при условии	1	1
110	том что она	1	1
111	жизни а также	1	1
112	в которой я	1	1
113	а также в	1	1
114	чего бы то	1	1
115	к своему собственному	1	1
116	духовного общения людей	1	1
117	той или иной	5	1
118	в его сознании	1	1
119	и тем самым	1	1
120	не могло быть	2	1
121	что в основе	2	1
122	в данном отношении	1	1
123	искусства и религии	1	1
124	возможна только в	1	1
125	то же самое	1	1
126	значении этого слова	2	1
127	сама по себе	2	1
128	является как бы	1	1
129	к чему не	1	1
130	в известном смысле	2	1
131	перед нами не	1	1
132	со своей стороны	1	1
133	мы имеем дело	2	1
134	может и не	1	1
135	не просто о	1	1
136	на вопрос что	1	1
137	на руках и	1	1
138	но он не	2	1
139	есть рассказ о	1	1
140	те и другие	1	1
141	и для него	1	1
142	человека и его	1	1
143	того времени когда	1	1
144	и не могло	2	1
145	еще не есть	1	1
146	при всем своем	1	1
147	не могли быть	1	1
148	при всей своей	1	1
149	в котором по	1	1
150	с этой точки	2	1
151	и теперь в	1	1
152	а также еще	1	1
153	какой бы то	1	1
154	и не могла	1	1
155	в иных случаях	1	1
156	в таких случаях	1	1
157	все что может	1	1
158	он мог бы	1	1
159	в основе своей	2	1
160	как впрочем и	1	1
161	тем и другим	1	1
162	на котором он	1	1
163	в наличии у	1	1
164	состоит в том	5	1
165	речи может быть	1	1
166	в другом и	1	1
167	в противном случае	2	1
168	включает в себя	2	1
169	не была бы	1	1
170	не участвовать в	1	1
171	при этом что	1	1
172	однако и в	1	1
173	уже не просто	1	1
174	как раз в	1	1
175	не менее не	1	1
176	жизни а не	1	1
177	не в одном	1	1
178	ясно говорит в	1	1
179	настоящего времени то	1	1
180	в новое время	1	1
181	вовсе не означает	1	1
182	его личности с	1	1
183	ни к чему	1	1
184	другой стороны не	1	1
185	этой точки зрения	2	1
186	и тем и	1	1
187	в виду что	1	1
188	имеем дело с	1	1
189	это было бы	1	1
