N	3gram	Bakhtin_Fr	formyVre
1	то же время	5	21
2	еды и питья	3	18
3	в то же	5	18
4	как мы уже	8	15
5	в связи с	1	15
6	с точки зрения	6	15
7	друг с другом	2	13
8	для того чтобы	2	12
9	но и в	5	12
10	кн ii гл	2	12
11	не только в	5	11
12	и в то	2	10
13	до сих пор	7	10
14	еда и питье	1	9
15	мы уже говорили	12	9
16	в большинстве случаев	2	8
17	в том числе	10	8
18	и прежде всего	4	8
19	к себе самому	2	8
20	не может быть	5	7
21	в романе рабле	4	7
22	в отличие от	4	7
23	в этом отношении	5	7
24	прежде всего в	1	7
25	шута и дурака	1	6
26	друг от друга	1	6
27	мы еще вернемся	1	6
28	и в особенности	1	6
29	имеем в виду	2	6
30	во всех этих	2	6
31	с одной стороны	2	6
32	мы уже сказали	4	6
33	в том что	6	5
34	то есть не	1	5
35	том числе и	7	5
36	на первый план	1	5
37	то есть в	5	5
38	той или иной	5	5
39	как и в	1	5
40	мы имеем в	1	5
41	и не только	1	5
42	на протяжении всего	5	5
43	вполне понятно что	2	4
44	по отношению к	2	4
45	и во всех	2	4
46	прежде всего необходимо	2	4
47	мы уже указывали	1	4
48	в нем нет	1	4
49	и в других	2	4
50	как если бы	1	4
51	но все же	3	4
52	с другой стороны	1	4
53	в его целом	2	4
54	бы ни были	1	4
55	в романе в	1	4
56	в средние века	12	4
57	в xviii веке	1	4
58	включает в себя	3	4
59	как раз в	1	4
60	в этом случае	1	4
61	времени то есть	2	4
62	во всяком случае	2	4
63	искусстве и литературе	1	4
64	в той или	5	3
65	все то что	1	3
66	в литературе и	1	3
67	человека в его	1	3
68	до известной степени	2	3
69	по сравнению с	2	3
70	в себя и	1	3
71	не отделено от	1	3
72	все эти образы	1	3
73	может быть только	1	3
74	сами по себе	1	3
75	все же в	2	3
76	но при этом	1	3
77	в самой жизни	1	3
78	человеческого тела в	1	3
79	в нем в	2	3
80	сих пор еще	4	3
81	как раз и	2	3
82	в эпоху возрождения	4	3
83	нем нет ничего	1	3
84	в царстве мертвых	1	3
85	еще вернемся в	1	3
86	в другом месте	2	3
87	громадное влияние на	1	3
88	в эпизоде с	1	3
89	и в частности	2	3
90	подсматривания и подслушивания	1	3
91	но в то	2	3
92	о том что	3	3
93	как бы ни	2	3
94	существенную роль в	3	3
95	гаргантюа и пантагрюэль	1	3
96	так и в	3	3
97	и в литературе	2	3
98	здесь не место	1	3
99	также и в	1	3
100	средние века и	2	3
101	для него самого	1	2
102	в дальнейшем мы	1	2
103	так сказать в	1	2
104	первый план выдвигается	1	2
105	или иной степени	1	2
106	средневековья и возрождения	2	2
107	рабле вовсе не	1	2
108	на этой же	1	2
109	можно сказать что	3	2
110	у рабле не	1	2
111	уже говорили в	1	2
112	в строгом смысле	1	2
113	изображении человеческого тела	1	2
114	ничего не осталось	1	2
115	то есть именно	2	2
116	чужой мир в	1	2
117	в искусстве и	1	2
118	жизни еда питье	1	2
119	начало и конец	2	2
120	все более и	1	2
121	в особенности в	1	2
122	в последующем развитии	1	2
123	романе и в	1	2
124	как мы сказали	1	2
125	и питья и	1	2
126	в один из	1	2
127	к тому же	1	2
128	в мистическом плане	1	2
129	неотделимы друг от	1	2
130	вовсе не является	3	2
131	так как он	1	2
132	и до известной	1	2
133	зрения на мир	3	2
134	и в какой-то	1	2
135	неразрывно связаны с	1	2
136	таким образом и	1	2
137	всех этих явлениях	1	2
138	в частности с	1	2
139	со смертью и	1	2
140	пребывания эпистемона в	1	2
141	то что было	1	2
142	в борьбе с	1	2
143	а как бы	1	2
144	почти вовсе не	3	2
145	но он не	1	2
146	полноту своего значения	1	2
147	себе самому и	1	2
148	и др в	2	2
149	у рабле в	3	2
150	в римских сатурналиях	1	2
151	в основе этих	1	2
152	в значительной мере	3	2
153	и та же	1	2
154	то есть без	1	2
155	отношение к времени	5	2
156	как и для	1	2
157	самой жизни в	2	2
158	все разобранные нами	2	2
159	в тех же	1	2
160	бросается в глаза	1	2
161	всякой связи с	1	2
162	на этой стадии	1	2
163	жизни но и	1	2
164	жизни и это	1	2
165	и в последующем	1	2
166	со всеми ее	1	2
167	более и более	1	2
168	мы будем говорить	1	2
169	в узком смысле	2	2
170	но в отношении	1	2
171	и до сих	1	2
172	нет здесь и	1	2
173	дело в том	2	2
174	романа нового времени	1	2
175	жизни и смерти	6	2
176	традицией и в	1	2
177	и ничего не	1	2
178	в мировой литературе	1	2
179	он не знает	1	2
180	вовсе не знает	1	2
181	такие явления как	1	2
182	и во всей	1	2
183	как необходимый момент	1	2
184	с самим собой	1	2
185	жизни в ее	1	2
186	в xvii веке	6	2
187	одна и та	1	2
188	всего того что	2	2
189	в нем все	1	2
190	по своей природе	1	2
191	выход за пределы	2	2
192	это прежде всего	1	2
193	образов и мотивов	1	2
194	и в большинстве	1	2
195	у стерна и	3	2
196	в основе своей	2	2
197	лежит в основе	1	2
198	в целом ряде	2	1
199	питья испражнений половой	1	1
200	фабльо и шванках	2	1
201	романе рабле вовсе	1	1
202	в самом начале	1	1
203	воплощает в себе	1	1
204	xviii века в	1	1
205	в образе в	1	1
206	принадлежит к самой	1	1
207	и последующих веков	2	1
208	рабле гаргантюа и	1	1
209	о которой мы	1	1
210	это как бы	2	1
211	мы наблюдаем в	1	1
212	книги так как	1	1
213	были связаны с	3	1
214	точка зрения на	1	1
215	и по другим	1	1
216	в себе в	1	1
217	для борьбы с	1	1
218	за несколько дней	1	1
219	в применении к	3	1
220	для него существует	1	1
221	но это и	1	1
222	числе и в	1	1
223	едой и питьем	1	1
224	свой положительный полюс	1	1
225	влияние на всю	2	1
226	и в условиях	2	1
227	говорили в начале	1	1
228	и почти вовсе	1	1
229	как мы говорили	1	1
230	более глубокое и	1	1
231	о чем мы	2	1
232	человеческую жизнь и	1	1
233	всегда включает в	1	1
234	литературе и в	2	1
235	жизни и мира	2	1
236	во всех его	3	1
237	но и на	2	1
238	занимает в романе	1	1
239	основе его лежит	1	1
240	и образов у	1	1
241	как пародия на	1	1
242	и особенно у	1	1
243	как своего рода	1	1
244	до наших дней	1	1
245	и даже в	2	1
246	мира во всех	1	1
247	вовсе не в	2	1
248	в самом деле	1	1
249	до эпохи возрождения	1	1
250	господствующей точки зрения	1	1
251	в художественной литературе	1	1
252	еды питья испражнений	2	1
253	образ смерти в	1	1
254	тех же условиях	1	1
255	в ней в	1	1
256	он вовсе не	1	1
257	здесь тот же	1	1
258	есть еще и	1	1
259	дошли до нас	1	1
260	здесь же мы	1	1
261	только в пределах	1	1
262	серьезная работа по	1	1
263	то есть для	2	1
264	но в условиях	1	1
265	с ним в	1	1
266	но самая эта	1	1
267	половины xix века	1	1
268	в них и	1	1
269	очень характерно для	2	1
270	и конец но	1	1
271	и пр и	1	1
272	отношений между людьми	1	1
273	и в бытовой	1	1
274	жизни в этом	1	1
275	на соответствующие явления	1	1
276	в основе ее	1	1
277	то есть только	3	1
278	резко отклоняется от	1	1
279	xvii и xviii	4	1
280	человеческого тела как	1	1
281	мы можем сказать	1	1
282	рядом со своей	1	1
283	на ранних этапах	1	1
284	мира и человека	1	1
285	проник и в	1	1
286	этом основная особенность	1	1
287	же в них	1	1
288	в низкий быт	1	1
289	роста и обновления	1	1
290	уже к концу	1	1
291	и прославление и	1	1
292	одну из этих	1	1
293	и др все	2	1
294	еды и пьянства	1	1
295	в своем роде	1	1
296	встречаемся с ним	1	1
297	можно говорить о	1	1
298	а затем и	1	1
299	и у других	2	1
300	все что в	1	1
301	очень большое место	1	1
302	и во многом	1	1
303	до некоторой степени	1	1
304	языка и стиля	1	1
305	не только на	1	1
306	и в нем	1	1
307	вне всякой связи	1	1
308	дошедших до нас	2	1
309	в произведение и	1	1
310	возрождения у боккаччо	1	1
311	не похожа на	1	1
312	одно из древнейших	1	1
313	и др и	1	1
314	и со смертью	1	1
315	нам еще придется	1	1
316	народная смеховая культура	3	1
317	не входит в	2	1
318	в этих последних	1	1
319	во время карнавала	2	1
320	и т.п в	2	1
321	это вовсе не	1	1
322	эти моменты в	1	1
323	они еще продолжают	1	1
324	но все это	2	1
325	только то что	1	1
326	все это были	1	1
327	понимания и оценки	3	1
328	и телесной жизни	1	1
329	основе ее лежит	1	1
330	уже говорили о	1	1
331	рядом друг с	1	1
332	и еще не	3	1
333	точки зрения на	1	1
334	пр и пр	1	1
335	или во всяком	1	1
336	мы должны еще	2	1
337	наук и искусств	1	1
338	еще до конца	1	1
339	его жизни в	1	1
340	в значительной степени	4	1
341	и в том	2	1
342	у других представителей	1	1
343	ни для кого	1	1
344	или хотя бы	1	1
345	с которыми они	1	1
346	форм и образов	2	1
347	и не может	2	1
348	существенное отношение к	3	1
349	века и в	3	1
350	несколько упрощенно можно	1	1
351	и с мотивом	1	1
352	аппетит и жажда	1	1
353	находится в состоянии	1	1
354	в одном месте	1	1
355	в какой-то мере	1	1
356	тела и телесной	1	1
357	дошедшие до нас	1	1
358	и вступает в	1	1
359	в одном из	1	1
360	высокой оценке рабле	1	1
361	в неразрывном единстве	1	1
362	и в романе	1	1
363	чистом виде но	1	1
364	мы наблюдаем и	1	1
365	между ними но	1	1
366	в литературе возрождения	2	1
367	тела смерть здесь	1	1
368	прежде всего о	1	1
369	еще и в	1	1
370	прежде всего на	3	1
371	значительной мере и	1	1
372	наконец и в	1	1
373	широко и глубоко	1	1
374	роста и становления	1	1
375	и может быть	1	1
376	там где они	1	1
377	иной форме и	1	1
378	для своего выражения	1	1
379	громадное значение в	1	1
380	но дело в	1	1
381	от земли и	1	1
382	эпизоде воспитания гаргантюа	1	1
383	входящих в него	1	1
384	обновления жизни в	1	1
385	он связан с	1	1
386	в это время	2	1
387	в эпизоде воспитания	1	1
388	в произведении рабле	1	1
389	и человеческой жизни	1	1
390	форме и степени	1	1
391	вплоть до наших	1	1
392	на протяжении длительного	1	1
393	вступают в совершенно	1	1
394	и в мир	1	1
395	смех не только	2	1
396	как бы в	1	1
397	смерти с рождением	1	1
398	большей своей части	1	1
399	так резко отличают	1	1
400	комедии дель арте	2	1
401	необходимо подчеркнуть что	1	1
402	и в них	1	1
403	исторического времени и	1	1
404	мир входит в	1	1
405	стала как бы	1	1
406	в так называемой	1	1
407	но нет и	1	1
408	и той же	1	1
409	некоторых из них	2	1
410	время в его	1	1
411	различные формы и	1	1
412	протяжении длительного времени	1	1
413	в последующие века	3	1
414	и целый ряд	1	1
415	в большей своей	1	1
416	так как под	1	1
417	во франции и	1	1
418	этапах его развития	2	1
419	и смех в	1	1
420	мы встречаемся с	1	1
421	в основе его	2	1
422	определяющее влияние на	2	1
423	они как бы	1	1
424	века и до	1	1
425	в xvii и	1	1
426	если не более	1	1
427	к самой природе	1	1
428	мы вовсе не	2	1
429	золотого осла апулея	1	1
430	и не для	1	1
431	эпизод пребывания эпистемона	1	1
432	но смех в	1	1
433	в этом основная	1	1
434	остановимся прежде всего	1	1
435	то есть с	1	1
436	и в самой	1	1
437	в одной из	1	1
438	на самом деле	2	1
439	тесно переплетается с	1	1
440	в него элементов	1	1
441	до сегодняшнего дня	1	1
442	в изображении человеческого	1	1
443	одно из самых	1	1
444	и исторического времени	1	1
445	почти ничего не	1	1
446	никогда не могут	1	1
447	всего у шекспира	1	1
448	него самого и	1	1
449	форм для своего	1	1
450	о высокой оценке	1	1
451	в отрыве от	2	1
452	он утрачивает свою	1	1
453	эпоху возрождения но	1	1
454	в конце концов	1	1
455	смех в его	1	1
456	влияние на развитие	1	1
457	в xix веке	2	1
458	нашей работы мы	1	1
459	подобно тому как	2	1
460	продолжают жить и	1	1
461	него существует только	1	1
462	так и на	3	1
463	с исключительной ясностью	1	1
464	диккенса и др	1	1
465	в наши задачи	1	1
466	но исключительно в	1	1
467	это уже не	3	1
468	в дальнейшем развитии	2	1
469	мы будем называть	1	1
470	не могли конечно	1	1
471	в тесной связи	1	1
472	так и его	2	1
473	что здесь на	1	1
474	то есть его	1	1
475	существенное влияние на	1	1
476	главным образом в	1	1
477	бы они ни	1	1
478	и xviii веках	1	1
479	именно в том	1	1
480	как мы видели	2	1
481	и так сказать	1	1
482	к этому типу	1	1
483	жизни со смертью	1	1
484	том что он	1	1
485	здесь и в	1	1
486	роль в литературе	1	1
487	обжорство и пьянство	1	1
488	смысле но и	1	1
489	что касается до	2	1
490	друг в друга	2	1
491	тех случаях когда	1	1
492	брата жана и	1	1
493	не могут быть	2	1
494	выходит за пределы	4	1
495	и почти до	1	1
496	по существу и	1	1
497	этой новой ступени	1	1
498	в фабльо и	4	1
499	литературе так и	2	1
500	в новое время	4	1
501	и в некоторых	1	1
502	переплетаются друг с	1	1
503	или иной форме	4	1
504	в них как	1	1
505	смеха и его	3	1
506	природной и человеческой	1	1
507	в отношении к	1	1
508	никогда не может	1	1
509	будем говорить в	1	1
510	для него всегда	1	1
511	и литературных произведений	1	1
512	уже говорили что	3	1
513	др все эти	2	1
514	в тех случаях	1	1
515	что в нем	1	1
516	это и не	1	1
517	один из них	1	1
518	одной и той	1	1
519	только с помощью	1	1
520	то есть к	1	1
521	все это в	2	1
522	вне связи с	1	1
523	рабле в частности	2	1
524	характерны и для	1	1
525	в себе и	2	1
526	средних веков и	2	1
527	этих образов в	1	1
528	ранних стадиях развития	1	1
529	жана и панурга	1	1
530	и в области	1	1
531	и связанные с	1	1
532	связанных с ними	1	1
533	все подобного рода	1	1
534	чем мы уже	2	1
535	сводится к тому	1	1
536	на этом мы	2	1
