N	2gram	Vygotskiy_	VerxiiNi
1	и в	55	26
2	таким образом	38	22
3	с тем	11	18
4	в этом	21	15
5	вместе с	10	15
6	точки зрения	32	13
7	как бы	11	12
8	в том	55	11
9	не только	25	10
10	и с	5	10
11	может быть	35	10
12	из этих	6	10
13	что в	39	9
14	так как	28	9
15	связи с	2	9
16	но и	12	9
17	в области	12	9
18	в общем	2	8
19	и у	6	8
20	и не	24	8
21	как на	6	8
22	главным образом	3	8
23	с другой	7	8
24	но не	5	8
25	с одной	6	7
26	но все	1	7
27	в эпоху	1	7
28	том что	30	7
29	потому что	27	7
30	одной стороны	7	7
31	а с	2	7
32	то что	47	7
33	но в	5	7
34	из них	4	7
35	к нему	3	7
36	так и	6	6
37	в конце	6	6
38	несмотря на	8	6
39	все это	11	6
40	что и	27	6
41	в отношении	3	6
42	представление о	6	6
43	все эти	7	6
44	все же	9	6
45	к тому	8	6
46	о том	11	6
47	во всяком	9	6
48	и потому	2	6
49	всяком случае	7	6
50	мы должны	4	6
51	и т.д	1	6
52	с точки	12	6
53	в себе	6	6
54	того же	3	6
55	и к	5	5
56	до сих	8	5
57	том числе	1	5
58	в его	8	5
59	к жизни	2	5
60	тому же	4	5
61	более или	3	5
62	в мире	1	5
63	не имеет	3	5
64	или менее	3	5
65	сих пор	8	5
66	по крайней	1	5
67	того чтобы	13	5
68	для того	12	5
69	так же	29	5
70	отношение к	3	5
71	одной из	1	5
72	тем чтобы	2	5
73	образом в	3	5
74	в силу	4	5
75	а не	18	5
76	и для	9	5
77	крайней мере	1	5
78	никогда не	13	5
79	в самом	18	4
80	что оно	4	4
81	ничем не	1	4
82	то есть	44	4
83	и по	7	4
84	то же	17	4
85	из которых	5	4
86	только в	18	4
87	в этих	6	4
88	должен был	1	4
89	с другими	2	4
90	целый ряд	12	4
91	учение о	1	4
92	что он	17	4
93	и вместе	2	4
94	в которых	5	4
95	в смысле	3	4
96	в котором	5	4
97	и тогда	3	4
98	он не	8	4
99	и что	28	4
100	далеко не	7	4
101	а в	10	4
102	очень мало	1	4
103	в этой	5	4
104	числе и	1	4
105	и от	4	4
106	не может	30	4
107	что все	10	4
108	на этот	2	4
