N	2gram	Vygotskiy_	OGranits
1	и в	47	13
2	и его	14	12
3	прежде всего	9	9
4	может быть	20	8
5	и не	27	8
6	не может	23	8
7	и пр	1	7
8	в его	7	7
9	и их	7	7
10	точки зрения	39	7
11	таким образом	38	6
12	не только	36	6
13	мы должны	7	6
14	только в	24	6
15	то что	40	6
16	как бы	13	6
17	языка и	6	5
18	с точки	31	5
19	и т.д	4	5
20	в процессе	12	5
21	но ведь	1	5
22	все же	7	5
23	и наконец	4	5
24	в каждом	3	4
25	мы можем	7	4
26	не является	4	4
27	до тех	1	4
28	только и	5	4
29	мы не	10	4
30	то же	16	4
31	еще и	1	4
32	было бы	12	4
33	все это	5	4
34	в сознании	11	4
35	слов и	6	4
36	в школе	5	4
37	лишь в	3	4
38	в своей	4	4
39	на фоне	3	4
40	в выборе	1	4
41	в двух	2	4
42	тех пор	1	4
43	но мы	5	4
44	но в	9	4
45	вопроса о	2	4
46	с этим	5	3
47	что в	23	3
48	к одному	1	3
49	понятно что	3	3
50	и то	10	3
51	только путем	1	3
52	связана с	4	3
53	пор пока	1	3
54	и уже	1	3
55	так и	8	3
56	не как	1	3
57	говорить о	1	3
58	одно и	3	3
59	есть прежде	1	3
60	в одном	4	3
61	за пределы	2	3
62	отношению к	9	3
63	по отношению	10	3
64	поставить вопрос	1	3
65	в пределах	3	3
66	в их	4	3
67	при анализе	1	3
68	в ее	7	3
69	здесь мы	2	3
70	самом деле	6	3
71	не в	7	3
72	в которой	16	3
73	что же	3	3
74	и все	5	3
75	общего с	1	3
76	но для	2	3
77	в себе	14	3
78	так как	25	3
79	языка как	1	3
80	но и	19	3
81	и для	5	3
82	как и	19	3
83	ничего общего	1	3
84	точку зрения	4	3
85	никогда не	7	3
86	в области	5	2
87	к сожалению	1	2
88	в самом	15	2
89	во всем	4	2
90	и к	11	2
91	что они	11	2
92	представим себе	1	2
93	форм и	5	2
94	мы видим	10	2
95	иное как	1	2
96	в данном	7	2
97	мы уже	5	2
98	и этот	1	2
99	и наиболее	2	2
100	а как	1	2
101	пределах данной	1	2
102	в своих	2	2
103	в этом	47	2
104	что иное	1	2
105	в целях	1	2
106	случае и	1	2
107	данном случае	5	2
108	он только	1	2
109	которое мы	4	2
110	с одной	7	2
111	мог бы	6	2
112	входит в	3	2
113	для себя	24	2
114	наконец в	3	2
115	не чем	2	2
116	и при	2	2
117	одной стороны	7	2
118	и должно	1	2
119	который мы	6	2
120	в другом	3	2
121	при этом	4	2
122	несмотря на	2	2
123	между тем	2	2
124	в полном	1	2
125	для него	6	2
126	речи не	7	2
127	в этот	3	2
128	особенностей в	1	2
129	и тем	10	2
130	наиболее полно	1	2
131	с помощью	18	2
132	и может	2	2
133	смысле слова	1	2
134	те же	1	2
135	связанные с	3	2
136	ее в	11	2
137	в том	38	2
138	с этой	5	2
139	что эта	7	2
140	и является	5	2
141	в тех	1	2
142	в отношении	9	2
143	но такое	1	2
144	к анализу	4	2
145	чем же	1	2
146	ни одно	1	2
147	другой стороны	3	2
148	представлений и	1	2
149	не что	1	2
150	но так	2	2
151	отношений между	11	2
152	от этого	3	2
153	так же	26	2
154	думать что	1	2
155	в них	3	2
156	самого начала	13	2
157	а в	3	2
158	связанных с	2	2
159	возражать против	1	2
160	если бы	8	2
161	себе что	3	2
162	о языке	1	2
163	может заставить	1	2
164	в словесном	1	2
165	соответствии с	1	2
166	еще в	3	2
167	в ней	5	2
168	внутренней психологической	1	2
169	с самого	13	2
170	тем что	14	2
171	она является	2	2
172	и др	1	2
173	могут быть	7	2
174	вовсе не	3	2
175	в действительности	3	2
176	же слово	1	2
177	его на	1	2
178	чем иным	2	2
179	учение о	3	2
180	в связи	1	2
181	имеет место	4	2
182	в зависимости	6	2
183	во всей	3	2
184	может стать	2	2
185	все эти	7	2
186	с другой	7	2
187	как в	7	2
188	иным как	2	2
189	разрыв между	4	2
190	грамматики и	1	2
191	и внутренняя	1	2
192	не менее	6	2
193	нуждается в	5	2
194	явлений и	1	2
195	не имеет	6	2
196	там где	7	2
197	к предмету	6	2
198	в структуре	2	2
199	том что	28	2
200	в интонации	1	2
201	в нем	6	2
202	уже в	3	2
203	и следовательно	8	2
204	и дифференциации	1	2
205	языка но	2	2
206	зависимости от	6	2
207	не мог	2	2
208	а не	7	2
209	всей своей	1	2
210	в чем	5	2
211	в целом	7	2
212	пути к	1	2
213	и ее	3	2
214	подойти к	1	2
215	к тому	13	2
216	есть не	3	2
217	для исследования	1	2
218	слова и	10	2
219	бы в	7	2
220	в лингвистике	1	2
221	более того	2	2
222	этого термина	2	1
223	но у	1	1
224	его к	2	1
225	всего в	2	1
226	только одно	2	1
227	не дано	1	1
228	себе в	5	1
229	языка его	2	1
230	поскольку она	1	1
231	как к	4	1
232	в каждой	4	1
233	к которому	3	1
234	и наоборот	1	1
235	языка в	2	1
236	но такой	1	1
237	и оба	1	1
238	к речи	1	1
239	особенности и	1	1
240	находятся в	2	1
241	на признак	1	1
242	наполнения и	1	1
243	не нашел	1	1
244	выражение в	6	1
245	существующих в	2	1
246	речи здесь	4	1
247	зрения и	1	1
248	для всех	2	1
249	находит свое	3	1
250	от более	4	1
251	только к	4	1
252	и других	5	1
253	и он	4	1
254	психической жизни	1	1
255	мышления в	6	1
256	один из	3	1
257	как ни	1	1
258	со времен	1	1
259	можно говорить	2	1
260	перейти в	1	1
261	и здесь	5	1
262	воплощении в	1	1
263	и столь	3	1
264	образом мы	2	1
265	уже из	1	1
266	значение так	1	1
267	приближается к	1	1
268	может входить	1	1
269	отличие от	4	1
270	одном случае	2	1
271	вопрос о	9	1
272	слово но	2	1
273	как же	1	1
274	что мы	14	1
275	индивидуальной психики	1	1
276	на этом	4	1
277	к слову	14	1
278	они не	2	1
279	и превратив	1	1
280	которую мы	1	1
281	его мышления	1	1
282	языке и	2	1
283	мысль что	2	1
284	только что	7	1
285	само собой	2	1
286	в последнее	4	1
287	эта особенность	1	1
288	ее на	1	1
289	можем установить	1	1
290	область исследования	2	1
291	которые не	1	1
292	должно быть	3	1
293	того как	6	1
294	возникающее в	1	1
295	отсюда и	1	1
296	в самых	2	1
297	которой он	2	1
298	и который	1	1
299	может возникнуть	1	1
300	необходимо чтобы	2	1
301	и вот	1	1
302	на том	2	1
303	другими словами	1	1
304	это все	1	1
305	но при	1	1
306	эти слова	1	1
307	к разрешению	1	1
308	внимание на	4	1
309	потому что	26	1
310	в значительной	3	1
311	нам удалось	1	1
312	на первом	2	1
313	должны быть	5	1
314	объекта в	1	1
315	от первого	1	1
316	но даже	2	1
317	того чтобы	26	1
318	же как	14	1
319	несомненно и	1	1
320	между отдельными	4	1
321	этот метод	1	1
322	всю совокупность	1	1
323	бы мы	1	1
324	и более	2	1
325	мы имеем	3	1
326	и у	1	1
327	не должно	1	1
328	также и	2	1
329	ту же	4	1
330	и речи	19	1
331	нем с	1	1
332	это и	7	1
333	для того	24	1
334	себе эту	1	1
335	совсем не	2	1
336	с вещами	2	1
337	тому как	2	1
338	тому что	14	1
339	все то	1	1
340	родного языка	18	1
341	быть не	1	1
342	к новым	1	1
343	он и	1	1
344	о системах	1	1
345	мы обязаны	2	1
346	уже к	1	1
347	главное и	2	1
348	и письменной	4	1
349	его и	2	1
350	одно понятие	2	1
351	в своем	3	1
352	в разных	6	1
353	речи которая	4	1
354	и тогда	3	1
355	говорить не	1	1
356	речи и	36	1
357	особенностей и	1	1
358	значительной мере	2	1
359	этом отношении	7	1
360	сознании не	1	1
361	связей и	3	1
362	должны перейти	1	1
363	движение в	3	1
364	связанное с	1	1
365	и развиваются	2	1
366	время в	3	1
367	что при	4	1
368	выраженных и	1	1
369	мысли и	13	1
370	исследования в	3	1
371	тем не	4	1
372	здесь он	1	1
373	основной методологический	1	1
374	и во-вторых	4	1
375	в другой	4	1
376	как это	7	1
377	является лишь	1	1
378	положение что	1	1
379	вследствие этого	1	1
380	переходит от	2	1
381	и лучше	1	1
382	речь которая	1	1
383	что такое	2	1
384	речи во	1	1
385	понятия находятся	1	1
386	т.е на	1	1
387	мы в	3	1
388	с системой	1	1
389	только на	5	1
390	выйти за	1	1
391	и через	1	1
392	из того	7	1
393	об этом	4	1
394	не имеем	1	1
395	только потому	3	1
396	остановиться на	4	1
397	мы попытались	3	1
398	не приходится	1	1
399	никто не	2	1
400	при наличии	1	1
401	в нескольких	1	1
402	и что	14	1
403	встал на	1	1
404	может происходить	1	1
405	на самом	3	1
406	если там	1	1
407	для них	1	1
408	и тот	1	1
409	мышление и	2	1
410	можно было	7	1
411	в этой	7	1
412	для данного	3	1
413	напоминает нам	1	1
414	это слово	1	1
415	в начале	6	1
416	в виду	5	1
417	слово уже	1	1
418	в нашей	4	1
419	что к	1	1
420	к другому	5	1
421	быть может	1	1
422	и до	3	1
423	интонации и	1	1
424	с их	2	1
425	и есть	4	1
426	для своей	1	1
427	речи т.е	3	1
428	конечно не	2	1
429	подобно тому	2	1
430	но это	4	1
431	речи она	4	1
432	по себе	5	1
433	в совершенно	3	1
434	явление и	1	1
435	этот вопрос	2	1
436	функции в	2	1
437	в истории	1	1
438	анализа тех	1	1
439	все равно	2	1
440	вспомнить о	2	1
441	по своей	12	1
442	же время	1	1
443	поэтому не	1	1
444	эта аналогия	1	1
445	в новых	1	1
446	же самые	1	1
447	что слово	2	1
448	его в	7	1
449	на основе	5	1
450	со всеми	2	1
451	с понятием	1	1
452	на всю	1	1
453	или как	1	1
454	как то	1	1
455	развития не	2	1
456	это ложное	1	1
457	и изучена	1	1
458	до того	2	1
459	связь с	1	1
460	и часто	1	1
461	мыслью и	6	1
462	что те	1	1
463	и непосредственным	1	1
464	не было	1	1
465	является необходимым	1	1
466	когда мы	2	1
467	осуществляется на	1	1
468	связи с	4	1
469	этого процесса	3	1
470	ко всем	6	1
471	слове в	1	1
472	если не	1	1
473	и словесный	1	1
474	мы полагаем	1	1
475	этой точки	4	1
476	как известно	6	1
477	и сочетания	1	1
478	состоит в	3	1
479	существует как	1	1
480	если только	1	1
481	разных ситуациях	1	1
482	не знает	3	1
483	является таким	1	1
484	или в	2	1
485	этой системы	1	1
486	от одного	3	1
487	в основе	5	1
488	специфические закономерности	1	1
489	всего не	1	1
490	нулю в	1	1
491	собственном смысле	4	1
492	разрыва между	1	1
493	на то	5	1
494	ни о	1	1
495	теоретической и	1	1
496	то не	1	1
497	и там	3	1
498	же самое	12	1
499	речь в	8	1
500	когда ребенок	2	1
501	вопрос в	1	1
502	в отличие	4	1
503	про себя	2	1
504	их в	2	1
505	и структуру	2	1
506	и вне	1	1
507	нет и	4	1
508	заключается в	14	1
509	функций и	2	1
510	одним из	3	1
511	отношение к	8	1
512	мышления но	2	1
513	всего своего	1	1
514	между людьми	1	1
515	сам собой	1	1
516	впервые в	1	1
517	раз навсегда	1	1
518	вещами как	1	1
519	отношений и	2	1
520	сказать что	18	1
521	менее всего	3	1
522	неразрывно связаны	1	1
523	в конечном	2	1
524	возможно только	4	1
525	речи в	31	1
526	ему в	1	1
527	и находит	1	1
528	поводу только	1	1
529	или на	1	1
530	всем протяжении	4	1
531	положения что	1	1
532	речь может	1	1
533	из живой	1	1
534	возможность а	1	1
535	этого мы	3	1
536	представление о	8	1
537	что изучение	1	1
538	конечном счете	2	1
539	он говорит	1	1
540	такой же	4	1
541	с большим	2	1
542	к другим	11	1
543	выражения в	3	1
544	в слишком	1	1
545	в конце	5	1
546	предметов а	2	1
547	образом не	1	1
548	обратимся к	3	1
549	скорее как	1	1
550	одной из	4	1
551	равно нулю	1	1
552	например в	5	1
553	свести к	1	1
554	как совершенно	3	1
555	развивается не	3	1
556	путь от	1	1
557	по мере	10	1
558	в живом	3	1
559	раньше не	1	1
560	слово не	4	1
561	методологический порок	1	1
562	такого понимания	1	1
563	к более	3	1
564	но движение	3	1
565	к этому	2	1
566	всеми ее	1	1
567	развиваются с	1	1
568	этом мы	1	1
569	в одной	6	1
570	за которым	1	1
571	и как	7	1
572	в выражении	1	1
573	в понимании	2	1
574	до конца	8	1
575	эти три	2	1
576	все время	3	1
577	что он	13	1
578	столь же	2	1
579	письменной речи	14	1
580	в собственном	4	1
581	является социальной	1	1
582	связи со	1	1
583	в словесной	1	1
584	им и	1	1
585	случаях когда	1	1
586	наш анализ	1	1
587	что она	8	1
588	себя как	1	1
589	эту точку	2	1
590	не существует	1	1
