N	4gram	Tiupa_Hudo	Psycholo
1	заключается в том что	1	23
2	и в самом деле	4	19
3	с этой точки зрения	1	10
4	в том случае если	2	7
5	в том что она	1	7
6	в том что он	1	7
7	только в том случае	1	6
8	сводится к тому что	1	5
9	так же как и	1	5
10	все более и более	1	4
11	в том что в	1	4
12	то же самое что	2	4
13	состоит в том что	3	4
14	одна и та же	1	4
15	точно так же как	1	4
16	в то же время	11	3
17	том что он не	1	3
18	несмотря на то что	1	3
19	и то и другое	1	3
20	дело в том что	1	3
21	говорится о том что	1	2
22	и т п все	1	2
23	к тому что он	4	2
24	в такой же мере	2	2
25	том случае если бы	1	2
26	только в том что	3	2
27	с одной стороны и	1	2
28	только для того чтобы	1	2
29	приводит к тому что	2	2
30	в том и состоит	1	2
31	не в том что	1	2
32	и в этом отношении	1	2
33	во что бы то	1	1
34	в том смысле как	1	1
35	должны в первую очередь	1	1
36	мы уже знаем что	1	1
37	понятий и представлений с	1	1
38	мы уже говорили о	1	1
39	на самом деле в	1	1
40	в связи с этим	2	1
41	что она не может	1	1
42	и герой и героиня	1	1
43	только о том что	1	1
44	том и состоит что	1	1
45	и т п нет	1	1
46	с одной стороны жизнь	1	1
47	том случае если оно	1	1
48	и т п не	1	1
49	остановимся на вопросе о	1	1
50	не имеют никакого отношения	1	1
51	если бы не было	1	1
52	легко заметить что этот	1	1
53	и каждый из них	1	1
54	а в том как	1	1
55	едва ли может быть	1	1
56	в узком смысле слова	1	1
57	мы имели дело с	1	1
58	что бы то ни	1	1
59	речь в данном случае	1	1
60	ни о чем не	1	1
61	при этом не только	1	1
62	ни в чем не	1	1
63	а для того чтобы	1	1
64	согласиться с толстым когда	1	1
65	и тот и другой	1	1
66	то что было на	1	1
67	в том числе и	1	1
68	а между тем в	1	1
69	в самом деле в	1	1
70	я не понимаю его	1	1
71	бы то ни стало	1	1
72	и в этом смысле	1	1
73	мы имеем дело с	1	1
74	и т п эта	1	1
75	нельзя не согласиться с	1	1
