N	4gram	Propp_Isto	RusskieA
1	все это показывает что	1	5
2	не что иное как	3	4
3	на самом же деле	1	3
4	но вместе с тем	1	3
5	так же как и	1	3
6	в лесу или в	1	2
7	но тем не менее	1	2
8	выше мы видели что	3	2
9	такое же значение как	1	2
10	в тех случаях когда	1	2
11	дают нам право на	1	2
12	это не значит что	1	2
13	стоит в связи с	1	2
14	и т д и	2	2
15	материалы дают нам право	1	2
16	мы не будем здесь	2	2
17	займет нас несколько ниже	1	1
18	только тогда когда будет	1	1
19	есть на самом деле	1	1
20	с другой стороны его	1	1
21	том что они часто	1	1
22	не все еще ясно	1	1
23	мы должны будем изучить	1	1
24	как мы увидим ниже	1	1
25	тех действий которые производятся	1	1
26	необходимо иметь в виду	1	1
27	ничего не говорится о	1	1
28	в то время как	3	1
29	в том что они	3	1
30	мы увидим ниже что	1	1
31	этого делать не будем	1	1
32	наряду с этим в	1	1
33	о том что в	1	1
34	иметь в виду что	1	1
35	до сих пор в	1	1
36	т д т е	1	1
37	есть вместе с тем	1	1
38	обрядами и обычаями с	1	1
39	и т д т	1	1
40	мы уже видели что	2	1
41	существовал обычай убивать стариков	1	1
42	не может так как	1	1
43	и т д а	1	1
44	в своей книге о	1	1
45	мы увидим ниже при	1	1
46	дело в том что	2	1
47	мы можем предположить что	1	1
48	эти случаи показывают что	1	1
49	это не совсем так	1	1
50	во всех этих случаях	1	1
51	приводит к тому что	1	1
52	которые можно рассматривать как	1	1
53	только после того как	1	1
54	это приводит нас к	1	1
