N	3gram	Bakhtin_sl	Problema
1	тем не менее	2	56
2	о том что	2	39
3	в том что	4	37
4	и т д	7	33
5	в связи с	2	29
6	в данном случае	3	28
7	той или иной	13	26
8	по крайней мере	1	26
9	во всяком случае	7	25
10	с другой стороны	5	25
11	с точки зрения	11	25
12	сама по себе	2	21
13	на то что	1	19
14	для того чтобы	1	17
15	то есть в	1	17
16	в то же	15	17
17	до сих пор	4	14
18	в этом случае	4	14
19	сами по себе	1	13
20	того или иного	2	13
21	можно было бы	2	13
22	не может быть	11	12
23	так или иначе	1	12
24	и в частности	1	12
25	и в этом	2	12
26	можно сказать что	1	12
27	в то время	2	12
28	то время как	2	12
29	дело в том	1	11
30	здесь перед нами	1	11
31	тех или иных	1	11
32	бы то ни	1	11
33	с одной стороны	7	11
34	в той или	12	10
35	не только не	2	10
36	даже и не	1	10
37	более или менее	5	10
38	не только в	3	10
39	может быть и	2	9
40	самом же деле	1	8
41	на самом же	1	8
42	может быть только	3	8
43	те или иные	4	7
44	но и в	2	7
45	то или иное	1	7
46	с самого начала	1	7
47	иметь в виду	1	7
48	хотя и не	1	7
49	и то же	2	6
50	так и в	5	6
51	ни в какой	1	6
52	то есть не	2	6
53	то ни было	1	6
54	на первый план	1	6
55	в этом отношении	2	6
56	по себе а	1	5
57	в литературе и	1	5
58	в собственном смысле	2	5
59	хотя бы и	5	5
60	в чем не	1	5
61	а также и	3	5
62	имеем в виду	1	5
63	может быть очень	2	5
64	в том числе	1	5
65	до некоторой степени	1	5
66	в зависимости от	4	5
67	с той или	1	5
68	и прежде всего	1	5
69	а вовсе не	4	5
70	в какой мере	1	5
71	не был бы	1	5
72	одно и то	2	5
73	не менее в	1	5
74	том что он	1	5
75	ни в чем	1	5
76	у нас в	1	4
77	мы еще не	1	4
78	как мы уже	4	4
79	том числе и	1	4
80	но все же	1	4
81	этой точки зрения	1	4
82	также и в	1	4
83	то есть чисто	1	4
84	в другом случае	3	4
85	это было бы	1	4
86	здесь не только	1	4
87	несет на себе	1	4
88	именно потому что	1	4
89	но как мы	1	4
90	и во всяком	1	4
91	в этих случаях	1	4
92	равно как и	1	4
93	мы все же	1	4
94	то есть как	3	4
95	и не в	1	4
96	и не было	1	4
97	и с точки	1	4
98	как мы видели	2	4
99	во всех этих	2	4
100	всяком случае не	1	4
101	в новое время	2	4
102	одной стороны и	2	3
103	это не значит	2	3
104	чем перейти к	1	3
105	требует от нас	2	3
106	прежде чем перейти	1	3
107	и нет ничего	1	3
108	в отличие от	12	3
109	людей и их	1	3
110	к тому что	2	3
111	но это не	1	3
112	в чем же	1	3
113	как и в	2	3
114	перед нами здесь	1	3
115	том что всякий	1	3
116	с этой точки	1	3
117	тот факт что	1	3
118	прежде всего как	1	3
119	для нас в	2	3
120	не выходит за	3	3
121	вовсе не в	1	3
122	и представить себе	1	3
123	хотя и в	1	3
124	как мы сказали	6	3
125	если бы мы	1	3
126	и в то	6	3
127	том что в	1	3
128	в известном смысле	2	3
129	и может быть	1	3
130	точном смысле слова	1	3
131	вовсе не обязательно	1	3
132	далеко не все	1	3
133	но в то	6	3
134	мы не знаем	2	3
135	и ничего не	1	3
136	так и для	1	2
137	точка зрения на	3	2
138	по отношению к	2	2
139	и т п	49	2
140	уже не в	1	2
141	о которых мы	2	2
142	мы говорим о	1	2
143	а в том	1	2
144	с ним в	1	2
145	в частности в	1	2
146	как бы она	1	2
147	между тем как	1	2
148	мы все время	1	2
149	и непосредственно без	1	2
150	и самый язык	1	2
151	для нас и	1	2
152	то есть на	1	2
153	и особенно в	1	2
154	и до наших	1	2
155	в последние десятилетия	1	2
156	все дело в	1	2
157	в виду не	1	2
158	тем и другим	2	2
159	бы она ни	1	2
160	таким образом в	4	2
161	там где нет	1	2
162	мы не можем	1	2
163	между прочим в	1	2
164	и сам человек	1	2
165	по самому своему	1	2
166	как и у	1	2
167	выходит за пределы	3	2
168	но и этого	1	2
169	что он не	1	2
170	а не только	1	2
171	все эти категории	1	2
172	в других случаях	2	2
173	для этого необходимо	1	2
174	мы имеем в	1	2
175	в некотором отношении	1	2
176	в которой они	1	2
177	это возможно только	1	2
178	однако и здесь	1	2
179	перед нами в	1	2
180	все более и	1	2
181	то перед нами	1	2
182	ничего нового не	2	2
183	к тому или	1	2
184	в самой этой	1	2
185	в нем не	1	2
186	не может не	5	2
187	а не в	1	2
188	вообще не есть	1	2
189	перед нами не	1	2
190	в свою очередь	3	2
191	и в том	2	2
192	и не может	2	2
193	никогда не может	2	2
194	в том и	2	2
195	так что мы	1	2
196	на одной из	1	2
197	она ни была	1	2
198	к своему пределу	1	2
199	и на его	1	2
200	а следовательно и	2	2
201	в нем и	1	2
202	это не только	1	2
203	и той же	1	2
204	более и более	1	2
205	одна из самых	1	2
206	то есть от	2	2
207	он может быть	1	2
208	узком смысле слова	1	2
209	на то или	1	2
210	пространстве и времени	1	2
211	одной и той	1	2
212	и притом в	1	2
213	и следовательно в	2	2
214	но с другой	1	2
215	мы уже сказали	3	2
216	речи то есть	1	1
217	человека в этом	1	1
218	и на этот	1	1
219	образ может быть	1	1
220	форме то есть	1	1
221	в нем всегда	1	1
222	отношение может быть	1	1
223	свое произведение не	1	1
224	которые в свою	1	1
225	к действительности и	1	1
226	в большинстве случаев	11	1
227	более глубокое и	1	1
228	и в другом	2	1
229	поэтому и в	1	1
230	своей книге о	1	1
231	может быть то	1	1
232	при каких условиях	1	1
233	есть не только	1	1
234	то есть вне	1	1
235	таким образом на	2	1
236	того же в	1	1
237	в какой степени	1	1
238	в новом свете	1	1
239	и все это	1	1
240	точки зрения которого	1	1
241	до конца и	3	1
242	то есть именно	1	1
243	становления и в	1	1
244	в романах достоевского	1	1
245	автора и от	1	1
246	перед дилеммой либо	1	1
247	не только на	2	1
248	одной из самых	1	1
249	очень далек от	1	1
250	а между тем	2	1
251	т д можно	1	1
252	речь идет о	1	1
253	на фоне этого	1	1
254	по аналогии с	1	1
255	именно так как	1	1
256	вовсе не требует	1	1
257	которых мы говорили	2	1
258	в х годах	1	1
259	является в сущности	1	1
260	какой степени не	1	1
261	его из этого	1	1
262	иметь место в	1	1
263	хотя бы только	1	1
264	точки зрения самого	2	1
265	не входит в	1	1
266	в процессе живого	1	1
267	обязательно должно быть	1	1
268	и более конкретное	1	1
269	и с другой	2	1
270	с ним до	1	1
271	а также между	1	1
272	бы оно ни	1	1
273	языка и речи	2	1
274	и все происходящие	1	1
275	в его целом	1	1
276	может и не	1	1
277	именно к тому	1	1
278	в евгении онегине	3	1
279	мы говорили в	1	1
280	кроме того еще	1	1
281	следовательно не только	1	1
282	в которой все	1	1
283	на задний план	1	1
284	и речи но	1	1
285	и могут быть	1	1
286	они могут быть	6	1
287	о нем и	3	1
288	науки о языке	1	1
289	дело не с	2	1
290	за пределы его	1	1
291	целое обладающее своей	1	1
292	и те моменты	1	1
293	как это было	1	1
294	здесь конечно не	1	1
295	во всякой художественной	1	1
296	вместе со своим	1	1
297	и в особенности	5	1
298	и соответствующего ему	1	1
