N	3gram	Losev_Dial	VeschiIm
1	и т д	28	38
2	это значит что	16	25
3	не может быть	4	24
4	и больше ничего	1	12
5	не что иное	4	12
6	не есть ни	7	12
7	что иное как	4	12
8	т д и	3	11
9	тем не менее	3	11
10	содержит в себе	5	11
11	по крайней мере	11	10
12	д и т	3	10
13	в том что	12	9
14	есть не что	3	8
15	от всего прочего	1	8
16	в самом деле	3	7
17	на то что	4	7
18	по сравнению с	2	7
19	т е в	3	7
20	сама по себе	12	7
21	ни в каком	9	6
22	с точки зрения	18	6
23	то и другое	3	6
24	может быть только	2	6
25	вовсе не есть	3	6
26	значит что мы	1	6
27	даже больше того	2	6
28	и не только	4	6
29	так или иначе	3	6
30	и тем не	1	5
31	в чем же	1	5
32	не есть только	4	5
33	значит ли это	2	5
34	в то же	7	5
35	и то же	8	5
36	значит что я	1	5
37	я мог бы	2	5
38	и то что	1	5
39	не потому что	5	5
40	одно и то	8	5
41	подобно тому как	1	5
42	не только в	2	5
43	было бы и	2	5
44	т е не	1	5
45	не есть просто	2	5
46	вещи не есть	1	4
47	но это –	3	4
48	равно как и	1	4
49	что это –	2	4
50	то время как	2	4
51	от того что	1	4
52	что это значит?	2	4
53	значит что она	1	4
54	есть сама вещь	1	4
55	есть прежде всего	1	4
56	в то время	2	4
57	более или менее	5	4
58	что не есть	3	4
59	сам по себе	8	4
60	ли это что	2	4
61	в каком случае	5	4
62	но что такое	3	4
63	дело в том	1	4
64	о том что	6	4
65	это и есть	3	4
66	само по себе	7	4
67	это и значит	1	4
68	есть то что	1	4
69	то же время	8	4
70	тех или других	4	4
71	потому что они	2	4
72	как она есть	3	3
73	сказать что она	1	3
74	и значит что	1	3
75	ни с какой	5	3
76	вместе с тем	1	3
77	что это есть	1	3
78	и даже не	3	3
79	той или другой	7	3
80	вещи как вещи	1	3
81	я утверждаю что	4	3
82	мы говорим что	2	3
83	что значит что	1	3
84	ту или иную	1	3
85	и не в	1	3
86	можно сказать что	6	3
87	что нужно для	1	3
88	все же не	1	3
89	из того что	1	3
90	сами по себе	4	3
91	она не может	1	3
92	что она уже	1	3
93	то не только	1	3
94	можно было бы	4	3
95	и в то	3	3
96	не указывает на	1	3
97	так что в	1	3
98	не может не	1	3
99	и что они	1	3
100	это значило бы	1	3
101	значило бы что	1	3
102	что она есть	1	3
103	только то что	6	3
104	с одной стороны	3	3
105	то что мы	1	3
106	с другой стороны	7	3
107	не есть ли	2	3
108	и – мы	2	3
109	то это значит	3	3
110	так же как	1	2
111	никогда не есть	2	2
112	прежде всего некая	1	2
113	в определенном направлении	1	2
114	но это значит	1	2
115	то что он	1	2
116	я не буду	4	2
117	в той или	3	2
118	случае не есть	2	2
119	того что она	2	2
120	и ни с	1	2
121	и есть только	1	2
122	все это –	1	2
123	с какой стороны	5	2
124	что такое этот	1	2
125	каком случае не	3	2
126	заключается не в	1	2
127	что ему не	1	2
128	мы находим в	2	2
129	не различаются между	1	2
130	в данном случае	1	2
131	в том чтобы	1	2
132	том или другом	1	2
133	внутреннего и внешнего	8	2
134	какой стороны не	4	2
135	то что не	1	2
136	не имеет никакого	3	2
137	по смыслу своему	2	2
138	я и не	1	2
139	не может и	3	2
140	в другом смысле	1	2
141	не есть она	1	2
142	реальное бытие и	1	2
143	то или другое	1	2
144	в этом смысле	4	2
145	же по себе	1	2
146	для того чтобы	1	2
147	что есть в	1	2
148	но самое главное	1	2
149	это не есть	1	2
150	крайней мере в	3	2
151	и что она	1	2
152	ни с чем	1	2
153	различаются между собою	1	2
154	или по крайней	2	2
155	имеет никакого отношения	1	2
156	и есть то	1	2
157	уже не есть	1	2
158	но что же	1	2
159	это – тоже	1	2
160	это значит? это	2	2
161	друг с другом	2	2
162	если она не	2	2
163	момент в ней	1	2
164	том что он	1	2
165	не было ни	1	2
166	вещи а не	1	2
167	в подлинном смысле	1	2
168	и в частности	4	2
169	хотя бы даже	1	2
170	в отношении к	1	2
171	как раз в	1	2
172	в конце концов	4	2
173	– как можно	1	2
174	нельзя сказать что	3	2
175	ни тем более	1	2
176	все что угодно	1	2
177	в нем нет	3	2
178	тех или иных	1	2
179	как бы ни	2	2
180	ничто не мешает	2	2
181	никакого отношения к	1	2
182	равным образом и	1	2
183	в отдельности и	1	2
184	можно говорить о	1	2
185	о вещах и	1	2
186	тем или другим	2	2
187	но даже и	1	2
188	то ясно что	1	2
189	его на то	1	2
190	по себе без	1	2
191	есть она сама	1	2
192	хотя бы в	1	2
193	в связи с	3	2
194	она может быть	1	2
195	значит? это значит	2	2
196	к тому что	3	2
197	и с другой	2	2
198	но все же	2	2
199	и не есть	1	2
200	есть не просто	2	2
201	то что я	2	2
202	во всяком случае	3	2
203	в этом отношении	2	2
204	есть нечто совершенно	3	2
205	вопрос о том	1	2
206	что она –	4	2
207	и в этом	4	2
208	а не только	1	2
209	всего то что	1	2
210	и в смысле	1	2
211	что он есть	2	2
212	только тогда когда	4	2
213	что же касается	1	2
214	всего прочего и	1	2
215	как раз и	1	2
216	в этом и	1	2
217	мы имеем дело	1	2
218	не просто как	2	1
219	есть все же	1	1
220	что он не	2	1
221	сам же по	1	1
222	внутреннее и нечто	1	1
223	в полной мере	1	1
224	тут мы находим	1	1
225	да и как	1	1
226	и это есть	1	1
227	общего ни с	1	1
228	на идею и	1	1
229	человека от атмосферных	1	1
230	она отличается от	1	1
231	как она может	1	1
232	сначала должна быть	1	1
233	крайней мере три	1	1
234	в одинаковой мере	1	1
235	одной стороны и	3	1
236	отношении к другой	1	1
237	существенного и несущественного	1	1
238	и что эти	1	1
239	а можно только	1	1
240	есть ли это	1	1
241	и как бы	1	1
242	стороны и с	1	1
243	понятие должно быть	1	1
244	это не значит	3	1
245	а не просто	1	1
246	сказать что почти	1	1
247	никак не различаются	1	1
248	тут дело вовсе	1	1
249	т д все	2	1
250	по себе он	1	1
251	же это и	1	1
252	как будто бы	3	1
253	это – тождество	1	1
254	что она не	1	1
255	в то или	1	1
256	это может быть	1	1
257	что смысл вещи	1	1
258	такое положение дела	1	1
259	в этом объяснении	1	1
260	есть не больше	2	1
261	что почти все	1	1
262	точка зрения на	1	1
263	при чем тут	1	1
264	стало быть и	1	1
265	не мешает чтобы	1	1
266	потому что сначала	1	1
267	по себе но	2	1
268	и должно быть	3	1
269	по себе а	2	1
270	только в очень	1	1
271	сознания и бытия	4	1
272	том смысле что	3	1
273	и с чем	1	1
274	от атмосферных явлений	1	1
275	но только с	1	1
276	отождествляется с ним	1	1
277	в дальнейшем но	1	1
278	бы меня ни	1	1
279	но потому что	2	1
280	нет ровно ничего	2	1
281	и может быть	3	1
282	но и в	1	1
283	как же это	2	1
284	нисколько не мешает	1	1
285	содержащая в себе	2	1
286	одна из основных	1	1
287	не вытекает того	1	1
288	это я должен	1	1
289	но почему же	1	1
290	т д на	1	1
291	не содержит в	1	1
292	к одному и	1	1
293	в том смысле	4	1
294	т е более	1	1
295	в сознании в	1	1
296	в данный момент	1	1
297	не есть нечто	1	1
298	т д если	1	1
299	как это было	1	1
300	реально не существует	1	1
301	е в конце	1	1
302	он не обозначает	1	1
303	и тому же	1	1
304	чтобы не видеть	1	1
305	не будучи в	1	1
306	ничего не говорит	4	1
307	один из видов	2	1
308	и в особенности	1	1
309	какая разница между	1	1
310	имеется в виду	3	1
311	не в состоянии	1	1
312	– все равно	2	1
313	значит что в	3	1
314	ни даже просто	1	1
315	и чем выражена	1	1
316	один и единственный	1	1
317	то или иное	4	1
318	вещи в их	1	1
319	ни в какой	3	1
320	т д в	1	1
321	не что-нибудь иное	2	1
322	ясно что это	1	1
323	того или другого	1	1
324	е более или	1	1
325	или другой форме	1	1
326	в данном месте	1	1
327	с чем не	1	1
328	и даже просто	2	1
329	и рационалистическая метафизика	1	1
330	мы имеем тут	1	1
331	весьма и весьма	1	1
332	вода и т	1	1
333	– одна из	1	1
334	дело не в	1	1
335	в себе и	1	1
336	ни убеждали что	1	1
337	и все вообще	1	1
338	и ни на	2	1
339	что не только	1	1
340	только сказать что	1	1
341	самом деле не	1	1
342	при всем том	1	1
343	черная дыра даже	1	1
344	т е прежде	5	1
345	перед нами как	1	1
346	мы замечаем что	1	1
347	в коем случае	1	1
348	и в нем	3	1
349	и как еще	1	1
350	чем же тогда	1	1
351	но и нечто	1	1
352	что все это	1	1
353	это – такое	2	1
354	это не только	1	1
355	только в том	1	1
356	этого человека и	1	1
357	не значит что	6	1
358	вещи что же	1	1
359	когда мы говорим	2	1
360	сущность но лишь	1	1
361	и есть тут	1	1
362	было так то	1	1
363	должны сказать что	1	1
364	то как же	2	1
365	что и в	1	1
366	не в том	2	1
367	можно только тогда	1	1
368	потому что она	3	1
369	у него и	1	1
370	даже вообще не	1	1
371	до полной неразличимости	2	1
372	они вообще не	1	1
373	что они вообще	1	1
374	с вещью не	1	1
375	есть он сам	2	1
376	не нуждается в	6	1
377	что они –	1	1
378	– не реален	1	1
379	и – вы	1	1
380	вещи и –	1	1
381	мы увидим как	1	1
382	но это только	1	1
383	становления и в	1	1
384	какое же это	1	1
385	так как будто	2	1
386	дело вовсе не	1	1
387	указаний ни на	1	1
388	мы будем говорить	1	1
389	на этом основании	1	1
390	так как она	4	1
391	вопрос об отношении	1	1
392	в себе никаких	1	1
393	и то и	3	1
394	не было бы	2	1
395	меня ни убеждали	1	1
396	будучи в состоянии	1	1
397	вещей и явлений	3	1
398	все новые и	1	1
399	отождествляется с вещью	1	1
400	математического естествознания и	1	1
401	как-то относится к	1	1
402	то что можно	1	1
403	что тут собственно	1	1
404	и даже больше	2	1
405	до сих пор	4	1
406	а потом уже	4	1
407	существенное от несущественного	1	1
408	такое выражение которое	1	1
409	содержащее в себе	2	1
410	она уже не	1	1
411	этом и заключается	1	1
412	то в чем	3	1
413	на точку зрения	2	1
414	предохранения человека от	1	1
415	но и все	1	1
416	вещь есть не	1	1
417	сейчас мы можем	1	1
418	того что в	1	1
419	бы оно было	1	1
420	и еще более	1	1
421	таким образом и	1	1
422	личность же есть	1	1
423	не есть его	1	1
424	но ясно что	1	1
425	с этой стороны	2	1
426	ни в коем	1	1
427	это совершенно неверно	1	1
428	потому что он	5	1
429	бы и не	2	1
430	как отвлеченный и	1	1
431	превратилось бы в	1	1
432	ни о чем	2	1
433	а не сама	2	1
434	речь идет о	1	1
435	и если есть	1	1
436	то что есть	2	1
437	может быть следовательно	1	1
438	вообще что такое	1	1
439	это – уже	1	1
440	е прежде всего	5	1
441	всяком случае есть	1	1
442	на что не	3	1
443	и ничего не	1	1
444	есть ни в	1	1
445	и вместе с	1	1
446	не есть сама	1	1
447	да и то	3	1
448	совершенно самостоятельна и	1	1
449	только потому что	4	1
450	это уже не	1	1
451	не к вещам	1	1
452	расходятся между собою	1	1
453	одному и тому	1	1
454	смысл и идея	1	1
455	но также и	1	1
456	нет ровно никакого	1	1
457	нечто внутреннее и	1	1
458	а потому что	2	1
459	с полной решительностью	1	1
460	и что такое	1	1
461	ничем не отличаются	1	1
462	но в то	1	1
463	а в том	1	1
464	ни на что	3	1
465	содержат в себе	2	1
466	они вовсе не	2	1
467	каждой из них	1	1
468	а без этого	2	1
469	в ней не	1	1
470	вытекает того что	1	1
471	я бы сказал	1	1
472	дыра даже не	1	1
473	мы должны сказать	1	1
474	не просто смысловое	1	1
475	ровно так как	1	1
476	ясно что смысл	1	1
477	все же это	1	1
478	тут как раз	1	1
479	ни на какие	1	1
480	д в результате	1	1
481	в зависимости от	2	1
482	миф есть бытие	1	1
483	но лишь как	1	1
484	на это я	1	1
485	с ним и	1	1
486	или наконец как	1	1
487	сих пор мы	1	1
488	полной мере и	1	1
489	не просто вещь	1	1
490	подлинном смысле и	1	1
491	по себе и	3	1
492	мы сказали что	1	1
493	же и как	1	1
494	не только выражение	1	1
495	явления т е	1	1
496	не входя в	1	1
497	в новое время	1	1
498	самим по себе	1	1
499	то же самое	3	1
500	– независимо от	1	1
501	но как раз	1	1
502	или иную вещь	1	1
503	никто никогда не	2	1
504	уже по одному	1	1
505	с тех пор	2	1
506	и говорить о	2	1
507	самом же деле	2	1
508	его отношении к	1	1
509	несмотря ни на	1	1
510	та или иная	4	1
511	тут вопрос о	1	1
512	хотя это и	1	1
513	это – совершенно	2	1
514	что несмотря на	1	1
515	несмотря на все	1	1
516	с вещью но	1	1
517	я не могу	2	1
518	на самом же	2	1
519	отвлеченной идеей но	1	1
520	свой смысл и	1	1
521	но и к	1	1
522	что именно и	1	1
523	т д но	2	1
524	и нечто внешнее	1	1
525	в которой не	1	1
526	и делает ее	1	1
527	ней не может	1	1
528	точки зрения и	1	1
529	никаких указаний ни	1	1
530	тут не с	1	1
531	совершенно не зависит	1	1
532	не то что	1	1
533	это я мог	1	1
534	д все это	2	1
535	только лишь как	1	1
536	но так как	1	1
537	не больше как	4	1
538	все же тут	2	1
539	но он –	1	1
540	это я делаю	1	1
541	существует в истории	1	1
542	и всех возможных	1	1
543	это было бы	1	1
544	те или иные	1	1
545	на бытие и	1	1
546	или хотя бы	2	1
547	только в смысле	1	1
548	внутреннее и внешнее	3	1
549	еще ничего не	1	1
550	к нему –	1	1
551	идеального и реального	1	1
552	новые и новые	1	1
553	и не может	1	1
554	коем случае не	1	1
555	вовсе не в	3	1
556	и пр –	1	1
557	ничего нового к	1	1
558	мог бы высказать	1	1
559	может быть и	6	1
560	есть и то	1	1
