N	2gram	Potebnia_M	EvropaiC
1	таким образом	24	34
2	в том	47	31
3	и в	48	24
4	том что	28	20
5	все эти	1	19
6	то что	37	18
7	не может	18	18
8	может быть	46	17
9	до сих	4	15
10	все же	3	15
11	сих пор	4	15
12	точки зрения	4	14
13	в этом	19	13
14	все это	4	13
15	самом деле	5	12
16	с этим	12	12
17	между тем	19	12
18	в своем	6	12
19	по отношению	12	11
20	но и	30	11
21	отношению к	10	11
22	все что	4	10
23	мы знаем	1	10
24	не только	32	10
25	так и	17	10
26	как и	22	10
27	во всех	1	10
28	из себя	3	10
29	как бы	10	10
30	что в	30	9
31	при этом	6	9
32	в результате	1	9
33	не в	24	9
34	и все	5	9
35	и не	28	9
36	с другом	1	9
37	потому что	82	9
38	и что	13	9
39	на то	6	9
40	друг с	1	9
41	того же	5	9
42	в самом	11	8
43	с точки	3	8
44	касается до	2	8
45	более или	6	8
46	ясно что	1	8
47	или менее	6	8
48	к тому	9	8
49	для того	8	8
50	если бы	20	8
51	того чтобы	5	8
52	а между	6	8
53	земного шара	1	8
54	так же	6	8
55	знаем что	1	8
56	а и	5	8
57	из этих	10	8
58	так как	20	7
59	что при	3	7
60	того что	24	7
61	что и	16	7
62	на самом	4	7
63	этот народ	1	7
64	что он	8	7
65	не менее	9	7
66	о котором	2	7
67	о том	7	7
68	вместе с	22	7
69	в этой	3	7
70	в сознании	36	7
71	в силу	7	7
72	для этого	1	7
73	мы можем	13	6
74	и на	5	6
75	несмотря на	2	6
76	с ним	10	6
77	что с	2	6
78	только в	29	6
79	тому же	1	6
80	от друга	2	6
81	в мире	3	6
82	отличается от	1	6
83	друг от	2	6
84	еще не	9	6
85	и если	4	6
86	должна быть	2	6
87	так что	14	6
88	и при	5	6
89	тогда как	8	6
90	что касается	1	6
91	как на	6	6
92	в общем	1	6
93	начало и	1	6
94	с другой	8	6
95	в то	16	6
96	у них	1	6
97	и к	5	5
98	а потому	8	5
99	ничем не	1	5
100	между собою	13	5
101	должно быть	9	5
102	в состоянии	5	5
103	в его	6	5
104	что это	6	5
105	пор не	2	5
106	другой стороны	4	5
107	у него	3	5
108	его в	6	5
109	первое время	2	5
110	так или	2	5
111	в которой	9	5
112	но все	2	5
113	и с	4	5
114	или иначе	1	5
115	именно в	5	5
116	и без	9	5
117	большею частью	2	5
118	основано на	1	5
119	по своему	2	5
120	на все	3	5
121	случае если	2	5
122	быть и	1	5
123	не будет	4	5
124	между двумя	5	5
125	и их	4	5
126	народа к	1	5
127	далеко не	5	5
128	его собственной	1	5
129	лишь в	2	5
130	своего народа	2	5
131	в себе	26	5
132	и от	5	5
133	что все	5	5
134	столь же	8	5
135	как будто	1	5
136	к этому	3	5
137	в целом	5	5
138	из них	11	5
139	но в	8	5
140	не так	1	4
141	и то	13	4
142	то они	1	4
143	та же	3	4
144	на вопрос	2	4
145	самого себя	3	4
146	из того	2	4
147	сильнее чем	1	4
148	этом случае	2	4
149	хотя и	3	4
150	тем не	7	4
151	мало того	1	4
152	из которых	1	4
153	чем больше	3	4
154	это есть	1	4
155	в их	2	4
156	в виде	3	4
157	связи с	6	4
158	что его	3	4
159	одним из	3	4
160	в таком	6	4
161	с тем	9	4
162	не есть	24	4
163	не могут	7	4
164	между собой	1	4
165	выше мы	4	4
166	том случае	2	4
167	а с	4	4
168	что мы	16	4
169	мы уже	5	4
170	в течение	2	4
171	хотя бы	3	4
172	то ни	1	4
173	в такой	2	4
174	мы должны	6	4
175	для меня	5	4
176	что эта	3	4
177	народ в	1	4
178	факт что	1	4
179	целый ряд	2	4
180	признать что	2	4
181	и т.д	1	4
182	отношение к	2	4
183	что для	5	4
184	что как	4	4
185	том же	2	4
186	с течением	3	4
187	и проч	25	4
188	в области	3	4
189	он не	4	4
190	если мы	2	4
191	то же	35	4
192	течением времени	2	4
193	никогда не	2	4
194	во всем	2	3
195	бы то	2	3
196	от него	2	3
197	что оно	12	3
198	данном случае	3	3
199	только что	12	3
200	и по	5	3
201	которые не	1	3
202	в начале	3	3
203	с одной	8	3
204	тогда когда	20	3
205	даже в	3	3
206	ни было	2	3
207	в нашем	1	3
208	в разных	4	3
209	и говорить	2	3
210	как у	2	3
211	для нас	40	3
212	на нас	4	3
213	в с	1	3
214	прежде всего	6	3
215	у нас	2	3
216	одно из	6	3
217	говорить что	1	3
218	что противоречит	1	3
219	в этих	2	3
220	чем в	2	3
221	ко всем	5	3
222	основаны на	2	3
223	что по	4	3
224	в нем	16	3
225	заключается в	2	3
226	очевидно что	9	3
227	в жизни	1	3
228	можно назвать	2	3
229	в связи	1	3
230	не подлежит	2	3
231	по одному	1	3
232	настоящее время	1	3
233	в истории	2	3
234	может не	1	3
235	и это	6	3
236	ничего общего	2	3
237	и вообще	4	3
238	тем более	9	3
239	жизнь и	1	3
240	только одно	1	3
241	и того	2	3
242	и потому	9	3
243	в данном	3	3
244	и других	3	3
245	отличие от	2	3
246	вопрос о	2	3
247	но даже	3	3
248	в ней	11	3
249	и может	4	3
250	что если	5	3
251	если же	1	3
252	должны быть	3	3
253	с этой	2	3
254	это не	2	3
255	тем самым	11	3
256	и до	2	3
257	с в	4	3
258	конечно не	2	3
259	уже и	1	3
260	не вполне	1	3
261	в совершенно	1	3
262	от того	10	3
263	при помощи	2	3
264	каждый из	1	3
265	а в	14	3
266	сказано выше	1	3
267	было бы	16	3
268	как мы	8	3
269	указывают на	3	3
270	самой сущности	1	3
271	что только	7	3
272	образом в	4	3
273	но не	8	3
274	таким же	2	3
275	бы в	3	3
276	в настоящее	1	3
277	как для	1	3
278	одного и	2	3
279	тот же	2	3
280	и наконец	3	3
281	не то	6	3
282	подлежит сомнению	1	3
283	одной и	6	2
284	таком же	1	2
285	все в	3	2
286	представить себе	5	2
287	от нее	2	2
288	лишь тогда	5	2
289	что они	2	2
290	только не	5	2
291	заметим что	1	2
292	образом и	3	2
293	тем меньше	1	2
294	но на	2	2
295	все его	2	2
296	к другу	1	2
297	что у	4	2
298	друг к	1	2
299	что эти	3	2
300	многих других	2	2
301	них в	2	2
302	то есть	53	2
303	этот процесс	1	2
304	то в	1	2
305	на том	1	2
306	для себя	3	2
307	из таких	1	2
308	при таких	2	2
309	не без	1	2
310	которого в	3	2
311	для него	14	2
312	или меньшего	1	2
313	а это	2	2
314	тем как	4	2
315	это обстоятельство	1	2
316	те же	6	2
317	на таких	1	2
318	будет казаться	1	2
319	то и	10	2
320	него в	1	2
321	в общей	1	2
322	к таким	1	2
323	но как	2	2
324	и из	2	2
325	не от	3	2
326	будет иметь	1	2
327	в виду	1	2
328	следует искать	1	2
329	сводится к	1	2
330	том и	1	2
331	но с	1	2
332	в своих	2	2
333	не было	12	2
334	не потому	2	2
335	меньше чем	1	2
336	все то	3	2
337	не знает	4	2
338	и сам	1	2
339	помнить что	1	2
340	из нее	2	2
341	на нее	2	2
342	и там	1	2
343	то с	1	2
344	том виде	2	2
345	как при	3	2
346	вовсе не	13	2
347	и тому	1	2
348	но для	1	2
349	в один	4	2
350	жизни и	3	2
351	то время	7	2
352	что представление	1	2
353	в процессе	2	2
354	сходство с	1	2
355	в среде	1	2
356	между этими	1	2
357	тому что	6	2
358	давно уже	4	2
359	что народ	1	2
360	я не	1	2
361	между ними	4	2
362	с ними	6	2
363	их в	3	2
364	есть в	6	2
365	между прочим	5	2
366	которые могут	1	2
367	в одно	8	2
368	в которых	5	2
369	никто не	5	2
370	есть только	9	2
371	однако это	1	2
372	следовательно и	2	2
373	на одном	2	2
374	себя и	4	2
375	не имеет	10	2
376	же мало	2	2
377	со своей	2	2
378	понимают друг	1	2
379	зависимости от	1	2
380	в себя	1	2
381	на каждом	1	2
382	должен быть	1	2
383	в эту	4	2
384	верно то	1	2
385	на себе	3	2
386	при виде	1	2
387	по его	1	2
388	быть вполне	1	2
389	в них	9	2
390	во всяком	4	2
391	и состоит	2	2
392	этого явления	1	2
393	из предыдущего	2	2
394	а к	4	2
395	а для	1	2
396	и более	4	2
397	в котором	7	2
398	вытекают из	1	2
399	большего или	1	2
400	до тех	5	2
401	и только	5	2
402	к своим	1	2
403	эти последние	3	2
404	редких случаях	1	2
405	этого последнего	4	2
406	она не	4	2
407	другими словами	3	2
408	всяком случае	3	2
409	к нему	7	2
410	в свою	6	2
411	именно потому	1	2
412	одной стороны	4	2
413	можно лишь	1	2
414	не более	1	2
415	же касается	1	2
416	следует чтобы	1	2
417	этого племени	1	2
418	только тогда	13	2
419	невозможно но	3	2
420	только один	3	2
421	к тем	4	2
422	говорить о	6	2
423	в противоречие	1	2
424	что многие	1	2
425	тех же	1	2
426	же что	8	2
427	из двух	4	2
428	конечно в	1	2
429	из него	4	2
430	заключает в	10	2
431	рано или	2	2
432	с общим	2	2
433	не следует	6	2
434	только то	1	2
435	же время	8	2
436	но вместе	5	2
437	существование в	2	2
438	из одного	3	2
439	это может	1	2
440	над всеми	3	2
441	свою очередь	6	2
442	в вопросе	1	2
443	потому и	1	2
444	я в	1	2
445	что же	3	2
446	к ним	3	2
447	между людьми	2	2
448	на такой	1	2
449	уже более	2	2
450	к двум	1	2
451	тех пор	5	2
452	общего с	1	2
453	о которой	1	2
454	той же	6	2
455	всех остальных	1	2
456	том чтобы	4	2
457	таких условиях	1	2
458	образом как	1	2
459	такой форме	1	2
460	на него	3	2
461	в глазах	3	2
462	на первый	1	2
463	только при	2	2
464	по этому	2	2
465	понять что	1	2
466	на более	2	2
467	показывают что	1	2
468	что она	4	2
469	этого слова	14	2
470	в сущности	3	2
471	но если	2	2
472	и его	4	2
473	что до	3	2
474	от них	4	2
475	мы видели	5	2
476	от себя	1	2
477	а следовательно	1	2
478	в отдельных	2	2
479	или поздно	2	2
480	в ту	2	2
481	очень определенные	1	2
482	независимо от	10	2
483	входящих в	2	2
484	тем же	6	2
485	что такие	1	2
486	но так	3	2
487	в самой	1	2
488	они могут	2	2
489	или вовсе	3	2
490	если это	1	2
491	и ее	1	2
492	что на	3	2
493	себе отпечаток	1	2
494	почти ничего	1	2
495	друг друга	6	2
496	гораздо более	1	2
497	он должен	2	2
498	на время	1	1
499	с к	2	1
500	существование и	1	1
501	как все	1	1
502	были бы	1	1
503	начиная с	1	1
504	люди которые	2	1
505	что прежде	3	1
506	близкие к	1	1
507	она имеет	1	1
508	к действительности	1	1
509	несколько другой	1	1
510	на деле	8	1
511	не принадлежат	1	1
512	представим себе	1	1
513	в другой	3	1
514	ученый в	1	1
515	видели что	1	1
516	стоит на	1	1
517	племени но	1	1
518	отдельных частей	1	1
519	мы видим	3	1
520	в более	4	1
521	мире а	1	1
522	которой выросло	1	1
523	науки о	1	1
524	произведение и	1	1
525	искать объяснения	1	1
526	некогда на	1	1
527	он есть	1	1
528	один из	7	1
529	немцев и	1	1
