N	3gram	Tiupa_Hudo	StatiiOP
1	в том что	15	47
2	и т д	5	32
3	о том что	14	29
4	в этом отношении	4	24
5	для того чтобы	2	19
6	до сих пор	3	19
7	и т п	10	19
8	с точки зрения	5	14
9	с другой стороны	1	13
10	во всяком случае	1	13
11	не может быть	5	11
12	в г в	1	10
13	в самом деле	5	9
14	то же время	11	9
15	на то что	2	9
16	в то же	11	9
17	дело в том	1	9
18	можно было бы	5	9
19	тем не менее	6	8
20	к тому что	8	8
21	на самом деле	1	8
22	не только в	4	8
23	не в том	2	7
24	в конце концов	1	7
25	в данном случае	3	7
26	но все же	2	7
27	заключается в том	1	7
28	и в этом	3	7
29	том что он	1	7
30	так же как	2	6
31	в письме к	1	6
32	по отношению к	15	6
33	в этом смысле	1	6
34	так и в	1	6
35	том что в	4	6
36	не только не	3	6
37	речь идет о	2	6
38	в том смысле	1	6
39	в одном из	1	6
40	что он не	3	5
41	с тем что	1	5
42	за то что	1	5
43	как раз в	2	5
44	в одной из	1	5
45	в свое время	1	5
46	что же касается	2	5
47	с самого начала	1	5
48	так или иначе	3	4
49	сами по себе	1	4
50	с одной стороны	4	4
51	как например в	1	4
52	ничего общего с	1	4
53	в связи с	3	4
54	того или иного	4	4
55	в это время	2	4
56	и в самом	4	4
57	имеет ничего общего	1	3
58	только потому что	2	3
59	о том как	4	3
60	из этих двух	1	3
61	в том как	1	3
62	можно сказать что	1	3
63	то или иное	1	3
64	в том числе	1	3
65	более или менее	1	3
66	можно судить по	1	3
67	потому что он	1	3
68	не имеет ничего	1	3
69	а с другой	1	3
70	в конце первой	1	3
71	бы то ни	1	3
72	а с пушкина	1	3
73	что у него	2	3
74	в течение всей	1	3
75	только в том	4	3
76	в известном смысле	1	3
77	состоит в том	3	3
78	в значительной степени	3	3
79	в этом случае	1	3
80	в первую очередь	2	3
81	в русской литературе	3	3
82	прежде всего в	1	3
83	но то что	1	2
84	потому что это	1	2
85	хотя бы и	1	2
86	в жизни и	1	2
87	одних и тех	2	2
88	все более и	1	2
89	в иных случаях	1	2
90	а между тем	3	2
91	между тем как	1	2
92	том числе и	1	2
93	точно так же	1	2
94	ни одного слова	1	2
95	нельзя сказать что	1	2
96	и в то	2	2
97	в отличие от	1	2
98	и в других	1	2
99	связано с тем	1	2
100	не может не	1	2
101	том что она	1	2
102	которая была бы	1	2
103	а не в	1	2
104	то же самое	3	2
105	то что я	2	2
106	а также и	1	2
107	ответить на вопрос	1	2
108	в свою очередь	1	2
109	в этих словах	2	2
110	той или иной	1	2
111	вследствие того что	1	2
112	и который в	1	2
113	к тому времени	1	2
114	не укладывается в	1	2
115	и в конце	1	2
116	не до конца	1	2
117	более и более	1	2
118	и тех же	2	2
119	в настоящее время	1	2
120	не хотелось бы	1	2
121	в классической трагедии	1	2
122	я не могу	1	2
123	но в то	3	2
124	что если бы	1	2
125	здесь нет и	1	2
126	объясняется тем что	1	2
127	в равной мере	2	2
128	по его словам	1	2
129	вне всякого сомнения	1	2
130	и то что	1	2
131	с того что	2	2
132	это прежде всего	2	2
133	имеем дело с	1	2
134	но с другой	1	2
135	как и в	5	2
136	значительное влияние на	1	1
137	ошибочно было бы	1	1
138	не требует особых	1	1
139	ни у кого	1	1
140	но ведь это	1	1
141	его от себя	1	1
142	как будто бы	3	1
143	же время не	1	1
144	как в классической	1	1
145	не стал бы	1	1
146	не только потому	1	1
147	не является внешним	1	1
148	дело не только	2	1
149	и имеет право	1	1
150	к одному из	1	1
151	того чтобы не	1	1
152	на том что	2	1
153	в ответ на	1	1
154	потому что оно	1	1
155	в самом начале	1	1
156	самом деле в	2	1
157	его и т	1	1
158	для своего времени	2	1
