N	2gram	Bakhtin_Pr	Vvedenie
1	и т	14	45
2	т д	1	39
3	в том	8	38
4	в этом	15	35
5	и в	38	35
6	может быть	26	30
7	том что	3	30
8	не только	9	26
9	для того	2	23
10	того чтобы	2	22
11	таким образом	10	21
12	также и	3	20
13	не может	27	19
14	то что	8	19
15	только в	13	16
16	о том	4	16
17	языка и	1	15
18	в общем	1	14
19	что в	7	13
20	в самом	7	13
21	и именно	2	13
22	и не	42	13
23	в нем	15	13
24	в его	43	12
25	того что	2	12
26	в их	10	12
27	точки зрения	8	12
28	то же	5	11
29	в ее	4	11
30	по себе	1	11
31	в данном	4	11
32	этом смысле	3	11
33	ясно что	3	11
34	как мы	7	11
35	прежде всего	13	10
36	не в	7	10
37	вопрос о	1	10
38	между тем	7	10
39	в той	1	10
40	уже и	1	10
41	но в	4	10
42	дело с	6	9
43	тем не	3	9
44	смысле этого	1	9
45	все же	6	9
46	но не	12	9
47	и как	8	9
48	не менее	4	9
49	в истории	2	9
50	это не	5	8
51	как нечто	3	8
52	именно в	1	8
53	о котором	2	8
54	а только	2	8
55	широком смысле	1	8
56	можно было	4	8
57	с другой	7	8
58	до сих	1	7
59	смысле слова	2	7
60	в применении	3	7
61	к выводу	1	7
62	как и	7	7
63	самом деле	6	7
64	но и	9	7
65	выводу что	1	7
66	сих пор	1	7
67	было бы	8	7
68	только как	6	7
69	этот вопрос	1	7
70	как бы	22	7
71	все это	3	6
72	не могут	2	6
73	его в	9	6
74	на этот	1	6
75	тем что	2	6
76	с тем	1	6
77	в какой	2	6
78	вместе с	1	6
79	в которых	1	6
80	же время	3	6
81	и это	3	6
82	так например	1	6
83	вовсе не	2	6
84	уже не	1	6
85	мере в	1	6
86	применении к	3	6
87	и даже	3	6
88	хотя бы	4	6
89	и что	2	6
90	как он	1	6
91	как например	1	6
92	сказать что	4	6
93	могут быть	5	6
94	но если	1	6
95	и его	16	6
96	в то	4	6
97	а в	6	6
98	культуры как	1	6
99	иное как	1	6
100	на почве	3	5
101	хотя и	3	5
102	язык как	1	5
103	науки и	1	5
104	что и	2	5
105	в виду	4	5
106	другой стороны	4	5
107	в них	5	5
108	но с	3	5
109	в первом	1	5
110	дело в	2	5
111	что не	4	5
112	имеет дело	9	5
113	не есть	6	5
114	что он	2	5
115	что иное	1	5
116	по своему	1	5
117	данном случае	4	5
118	языка в	3	5
119	как уже	1	5
120	и тем	3	5
121	а не	5	5
122	говорить о	3	5
123	есть и	1	5
124	не что	1	5
125	т п	13	5
126	а как	3	5
127	независимо от	13	5
128	она есть	1	5
129	не просто	1	5
130	в целом	3	5
131	как это	2	5
132	есть не	2	5
133	в особенности	2	4
134	в более	4	4
135	только что	1	4
136	здесь нет	2	4
137	с одной	3	4
138	как науки	1	4
139	об искусстве	3	4
140	с точки	6	4
141	этом отношении	2	4
142	о чем	1	4
143	в результате	1	4
144	в виде	2	4
145	в себе	4	4
146	видит в	1	4
147	или иначе	1	4
148	в одном	1	4
149	в котором	2	4
150	и ее	2	4
151	но ведь	1	4
152	в своей	7	4
153	речь в	1	4
154	да и	3	4
155	сравнению с	1	4
156	в чем	2	4
157	должен быть	2	4
158	к тому	1	4
159	еще не	7	4
160	не имеет	9	4
161	в каждом	2	4
162	как о	1	4
163	даже и	1	4
164	одной стороны	3	4
165	по сравнению	1	4
166	это только	1	4
167	в чисто	1	4
168	по отношению	21	4
169	мы имеем	2	4
170	не вполне	2	4
171	действительность в	1	4
172	отличие от	5	4
173	истории и	1	4
174	в отличие	5	4
175	можно сказать	2	4
176	отношению к	19	4
177	одной из	3	4
178	в области	11	4
179	только с	1	4
180	и для	11	4
181	из них	1	4
182	и к	3	3
183	в свое	1	3
184	что с	1	3
185	можно говорить	2	3
186	и здесь	2	3
187	и на	3	3
188	как такового	3	3
189	этой области	2	3
190	и вот	1	3
191	на том	1	3
192	обе эти	1	3
193	именно как	1	3
194	при этом	5	3
195	этой науки	2	3
196	что это	2	3
197	из которых	2	3
198	не как	1	3
199	в принципе	1	3
200	но что	1	3
201	в этих	2	3
202	чем в	2	3
203	связи с	2	3
204	если бы	3	3
205	человеческой культуры	6	3
206	строгом смысле	2	3
207	а также	1	3
208	мы говорим	1	3
209	вообще не	7	3
210	об отдельных	2	3
211	с прошлым	1	3
212	в в	1	3
213	здесь все	2	3
214	как в	4	3
215	направление в	1	3
216	нисколько не	1	3
217	между ними	4	3
218	с понятием	1	3
219	той или	2	3
220	свое время	1	3
221	в конечном	4	3
222	бы и	1	3
223	и других	2	3
224	все эти	5	3
225	как целое	1	3
226	и есть	2	3
227	на этом	2	3
228	стороны и	1	3
229	так называемой	1	3
230	в значительной	2	3
231	входит в	8	3
