N	2gram	Berdyaev_M	Formalny
1	и в	61	95
2	т е	5	94
3	и не	26	78
4	может быть	42	66
5	в этом	34	61
6	не может	39	57
7	вовсе не	1	53
8	и его	13	51
9	так и	5	50
10	точки зрения	6	47
11	в нем	26	42
12	в его	10	42
13	прежде всего	18	41
14	с точки	1	40
15	как и	14	39
16	и т	1	37
17	в самом	15	35
18	не в	16	35
19	а не	36	34
20	но и	34	33
21	то же	4	32
22	самом деле	2	32
23	не только	42	30
24	в пределах	1	28
25	в том	9	26
26	если бы	5	26
27	то что	10	25
28	в своей	18	24
29	на почве	3	24
30	лишь в	8	24
31	на самом	2	24
32	было бы	11	23
33	в ней	23	23
34	в то	2	22
35	и ее	2	22
36	и с	6	21
37	что в	12	21
38	в истории	2	21
39	как бы	10	21
40	между ними	1	20
41	с тем	10	20
42	не менее	1	20
43	входит в	3	20
44	и от	3	20
45	место в	4	20
46	в их	4	20
47	по себе	2	19
48	хотя бы	8	19
49	не могут	6	19
50	все это	6	19
51	все же	2	18
52	т п	1	18
53	должна быть	7	18
54	только в	7	18
55	и все	13	18
56	с его	6	18
57	все эти	3	18
58	и их	3	18
59	как в	9	17
60	во всяком	1	16
61	с другой	1	16
62	так же	5	16
63	всяком случае	1	16
64	в искусстве	1	16
65	потому что	25	16
66	все время	3	15
67	должно быть	5	15
68	его в	6	15
69	бы в	3	15
70	во всех	3	15
71	и на	9	15
72	так как	10	15
73	но в	12	15
74	в жизни	7	14
75	в своем	17	14
76	в ее	3	14
77	в этой	12	14
78	что он	16	14
79	вместе с	7	14
80	еще не	1	14
81	произведения и	1	14
82	и потому	17	14
83	жизни и	6	14
84	тем что	7	13
85	что и	6	13
86	ни в	3	13
87	как его	1	13
88	могут быть	2	13
89	для них	3	13
90	что же	2	13
91	до конца	16	13
92	того что	13	13
93	как ее	2	13
94	она не	9	13
95	а в	4	13
96	уже не	8	12
97	к тому	6	12
98	по отношению	4	12
99	и здесь	6	12
100	оно не	3	12
101	того чтобы	4	12
102	и для	7	12
103	лишь как	3	12
104	отношению к	4	12
105	никогда не	30	11
106	что они	4	11
107	лишь для	1	11
108	между тем	2	11
109	зависимости от	1	11
110	литературы в	1	11
111	они не	4	11
112	это и	7	11
113	для него	28	11
114	этом отношении	1	11
115	в основе	4	11
116	но не	8	11
117	не как	4	10
118	в своих	4	10
119	конечно не	3	10
120	в зависимости	1	10
121	не было	25	10
122	не есть	21	10
123	он не	34	10
124	как о	1	10
125	и теперь	1	10
126	друг друга	12	10
127	и др	1	10
128	мы не	2	10
129	и как	3	10
130	не о	2	10
131	еще более	3	9
132	и даже	1	9
133	говорить о	1	9
134	для понимания	1	9
135	не могло	1	9
136	но ведь	1	9
137	в каждом	4	9
138	совсем не	3	9
139	одним словом	1	9
140	литературы и	2	9
141	бы ни	2	9
142	отношения к	6	9
143	в свою	5	9
144	и до	1	9
145	но это	8	9
146	ничего не	4	9
147	от всех	2	9
148	менее всего	10	9
149	является лишь	1	9
150	у нас	13	9
151	быть и	2	9
152	и к	9	8
153	в них	5	8
154	и те	4	8
155	была бы	1	8
156	же как	1	8
157	в сторону	1	8
158	сих пор	5	8
159	и речи	1	8
160	из этого	1	8
161	всех этих	1	8
162	до сих	5	8
163	и должно	3	8
164	что это	5	8
165	с этим	4	8
166	роль в	2	8
167	это не	10	8
168	первый период	1	8
169	должен быть	4	8
170	для того	4	8
171	в области	1	8
172	для этого	3	8
173	в той	3	7
174	же и	2	7
175	его от	1	7
176	но все	1	7
177	становится в	1	7
178	является для	1	7
179	мы увидим	4	7
180	даже и	2	7
181	сказать что	5	7
182	к этому	3	7
183	в сущности	2	7
184	следовательно и	1	7
185	от этого	4	7
186	смысл и	1	7
187	совершается в	1	7
188	значение и	1	7
189	в себе	12	7
190	бы быть	1	7
191	искусства в	1	7
192	во втором	1	7
193	в содержании	1	7
194	не на	1	7
195	творчества и	1	7
196	жизни в	3	7
197	том что	7	7
198	а вовсе	1	7
199	высшей степени	4	7
200	в первый	1	7
201	он и	2	7
202	и более	2	7
203	и всякое	1	7
204	в какой	1	7
205	среды в	1	7
206	только и	7	7
207	войти в	1	7
208	в одной	1	7
209	в понимании	1	7
210	как к	2	7
211	в высшей	4	7
212	и только	1	7
213	и наконец	1	7
214	те же	5	6
215	в этих	6	6
216	если он	7	6
217	их в	1	6
218	отличается от	2	6
219	о том	5	6
220	он был	18	6
221	жизнь и	5	6
222	по преимуществу	4	6
223	от его	3	6
224	и других	2	6
225	в которой	8	6
226	но для	2	6
227	в конце	11	6
228	учение о	3	6
229	и это	16	6
230	в смысле	1	6
231	на этом	5	6
232	в конструкции	1	6
233	и тем	1	6
234	должны быть	3	6
235	за пределы	5	6
236	от нее	5	6
237	один из	9	6
238	они и	3	6
239	его с	4	6
240	с ним	5	6
241	сам по	2	6
242	ее и	2	6
243	к его	1	6
244	в россии	2	6
245	его и	2	6
246	нет и	6	6
247	той же	3	6
248	этого слова	1	6
249	у них	4	6
250	не из	1	6
251	уже в	6	6
252	ее в	1	6
253	смысле этого	1	6
254	так в	1	6
255	нисколько не	1	6
256	особенно в	3	6
257	произведения искусства	1	6
258	его не	5	6
259	не по	1	6
260	в частности	1	6
261	отношение к	9	6
262	тому что	2	6
263	с этой	4	5
264	в виду	2	5
265	как они	1	5
266	значительной степени	2	5
267	в мире	12	5
268	и истории	1	5
269	перестает быть	1	5
270	в котором	9	5
271	то это	1	5
272	вопрос о	7	5
273	как на	1	5
274	в нашем	2	5
275	к которому	1	5
276	как от	1	5
277	она есть	3	5
278	к нему	8	5
279	всего в	2	5
280	то в	2	5
281	не останется	1	5
282	хотя и	2	5
283	не от	3	5
284	не столько	1	5
285	что не	3	5
286	мы уже	1	5
287	и что	4	5
288	его как	2	5
289	и по	4	5
290	а как	2	5
291	в него	3	5
292	и самый	2	5
293	не так	6	5
294	и свою	1	5
295	если в	2	5
296	в отношении	6	5
297	должен был	4	5
298	подхода к	1	5
299	приводит к	2	5
300	не имеет	7	5
301	да и	1	5
302	ни на	1	5
303	то он	3	5
304	бы и	8	5
305	то и	1	5
306	в значительной	2	5
307	а лишь	3	5
308	в отличие	1	5
309	одной из	1	5
310	до известной	1	5
311	в самой	8	5
312	и то	2	5
313	значение в	1	5
314	он становится	1	5
315	тому чтобы	2	5
316	для нас	3	5
317	а о	1	5
318	и эта	3	5
319	в эпоху	2	5
320	на все	3	5
321	в такой	4	5
322	отличие от	1	5
323	она должна	1	5
324	тому как	2	5
325	одни и	2	5
326	мы должны	1	5
327	еще в	4	5
328	от того	4	5
329	одного из	1	5
330	все более	1	5
331	что было	2	4
332	от него	4	4
333	является в	1	4
334	возможно лишь	1	4
335	можно и	2	4
336	к этой	3	4
337	исторического процесса	1	4
338	от одного	1	4
339	к самому	2	4
340	между двумя	1	4
341	увидим что	5	4
342	превращается в	1	4
343	себе в	3	4
344	во всей	1	4
345	связи со	1	4
346	все в	7	4
347	влияние на	1	4
348	на протяжении	2	4
349	важное место	1	4
350	что такое	2	4
351	и этим	2	4
352	от тех	1	4
