N	2gram	Bakhtin_Fr	KulturaY
1	и в	73	84
2	в том	13	74
3	потому что	9	68
4	не только	11	60
5	точки зрения	6	59
6	в этом	21	57
7	было бы	5	53
8	и не	13	52
9	может быть	5	47
10	что в	14	44
11	том что	8	44
12	того чтобы	2	44
13	в самом	9	41
14	у нас	4	38
15	самом деле	4	37
16	так как	9	36
17	с точки	4	36
18	в области	3	34
19	таким образом	34	33
20	а не	2	33
21	можно было	4	32
22	не в	12	30
23	в его	18	30
24	прежде всего	18	30
25	все же	2	29
26	того что	5	28
27	все эти	24	28
28	уже не	2	26
29	в языке	1	26
30	в силу	1	26
31	то что	12	25
32	вовсе не	11	25
33	не может	4	25
34	с другой	3	24
35	еще не	3	24
36	то же	16	23
37	с помощью	11	23
38	только в	7	23
39	так и	13	23
40	по себе	2	20
41	во всяком	2	20
42	и что	5	20
43	но и	15	20
44	тем что	8	19
45	о том	13	19
46	речи в	2	19
47	обстоятельство что	1	19
48	что он	8	19
49	что же	1	19
50	всяком случае	1	19
51	но в	12	19
52	то обстоятельство	1	19
53	и с	17	18
54	с тем	2	18
55	к тому	2	18
56	в сущности	8	18
57	в качестве	11	18
58	связи с	5	18
59	между тем	2	18
60	вместе с	9	18
61	как бы	15	18
62	все это	19	18
63	в той	8	17
64	другой стороны	2	17
65	как это	2	17
66	что это	9	17
67	слова и	2	17
68	как раз	3	17
69	это не	7	17
70	в виду	4	16
71	что и	6	16
72	тот же	3	16
73	ничего не	4	16
74	но не	1	16
75	при этом	5	15
76	именно в	4	15
77	в данном	3	15
78	как на	1	15
79	в нашем	2	15
80	том чтобы	1	15
81	не было	4	15
82	и тем	3	15
83	один из	5	15
84	по отношению	3	15
85	целый ряд	4	15
86	того как	7	15
87	а в	10	15
88	лишь в	2	15
89	должно быть	4	15
90	в них	14	14
91	и на	12	14
92	сказать что	4	14
93	хотя и	5	14
94	в связи	3	14
95	я не	3	14
96	сих пор	3	14
97	в ней	10	14
98	до сих	3	14
99	если мы	2	14
100	как мы	19	14
101	мы имеем	2	14
102	также и	6	14
103	отношению к	3	14
104	между прочим	2	13
105	в этой	18	13
106	там где	1	13
107	не могут	3	13
108	в которых	3	13
109	той же	9	13
110	для нас	2	13
111	это и	1	13
112	по существу	8	13
113	слово это	2	13
114	в пределах	1	13
115	и его	18	13
116	с этой	4	12
117	в результате	7	12
118	того же	7	12
119	а только	2	12
120	этот вопрос	1	12
121	как в	9	12
122	не трудно	1	12
123	этого слова	1	12
124	однако не	1	12
125	для этого	2	12
126	те же	3	11
127	должен быть	4	11
128	в своем	13	11
129	он не	4	11
130	в нем	18	11
131	и здесь	5	11
132	должна быть	3	11
133	и то	3	11
134	еще и	2	11
135	из этих	1	11
136	и если	1	11
137	этом отношении	3	11
138	уже в	9	11
139	слова в	1	11
140	в их	5	11
141	в таких	2	11
142	или иной	1	11
143	в особенности	5	10
144	в первом	1	10
145	в речи	1	10
146	как и	19	10
147	речь идет	1	10
148	так же	11	10
149	конечно не	2	10
150	к этому	5	10
151	несмотря на	3	10
152	бы в	3	10
153	ту же	3	10
154	этом смысле	1	10
155	не просто	3	10
156	в то	14	10
157	вряд ли	1	10
158	после того	6	10
159	в каком	1	10
160	в письмах	1	10
161	с этим	4	10
162	они не	2	10
163	на фоне	1	10
164	тем более	1	10
