N	2gram	Nazirov_Tr	Analitik
1	не только	8	71
2	тогда как	1	67
3	и в	18	66
4	но и	4	57
5	в том	2	52
6	может быть	7	52
7	в этом	9	51
8	в частности	2	51
9	как и	5	50
10	и не	7	48
11	а не	1	42
12	при этом	3	40
13	том что	4	40
14	то есть	3	35
15	так и	5	35
16	в мире	3	31
17	представляет собой	1	30
18	своего рода	3	30
19	отнюдь не	3	29
20	как бы	7	29
21	не может	5	29
22	в его	3	27
23	и его	6	27
24	не в	2	26
25	но не	1	26
26	в себе	4	24
27	не случайно	2	24
28	что в	4	22
29	и даже	4	22
30	к тому	2	22
31	в этой	4	22
32	лишь в	1	21
33	о том	2	20
34	я в	1	20
35	в самом	2	19
36	то же	5	19
37	в своей	1	19
38	с его	2	19
39	но в	6	19
40	в данном	2	18
41	в то	5	18
42	тем самым	3	17
43	только в	1	17
44	в целом	4	17
45	что и	2	16
46	могут быть	1	16
47	то что	4	16
48	и на	7	15
49	не есть	1	15
50	между тем	1	15
51	уже не	2	15
52	прежде всего	4	15
53	не менее	1	14
54	я и	1	14
55	же время	6	14
56	в отличие	2	14
57	данном случае	2	14
58	столь же	2	14
59	отличие от	2	14
60	по себе	1	13
61	он не	2	13
62	этого слова	1	13
63	ничего не	2	13
64	для него	3	13
65	а также	1	13
66	на уровне	1	13
67	и сам	3	12
68	никогда не	2	12
69	ивана петровича	6	12
70	как это	3	12
71	как в	3	12
72	еще не	4	12
73	в эпизоде	1	12
74	в той	1	11
75	по своей	1	11
76	той же	1	11
77	это не	5	11
78	и как	3	11
79	нуждается в	1	11
80	именно в	1	10
81	все же	5	10
82	с одной	1	10
83	в конце	3	10
84	со своей	1	10
85	один из	3	10
86	на себя	1	10
87	говорит о	2	9
88	не столько	1	9
89	в результате	1	9
90	в своем	3	9
91	по поводу	2	9
92	таким образом	1	9
93	во всех	1	9
94	за пределы	1	9
95	только не	1	9
96	вместе с	1	9
97	того что	1	9
98	дело с	1	8
99	о чем	3	8
100	роль в	1	8
101	о его	2	8
102	с ним	3	8
103	и все	4	8
104	что он	6	8
105	перед нами	2	8
106	не является	1	8
107	он и	2	8
108	в ходе	2	8
109	в финале	1	7
110	в году	9	7
111	во всяком	1	7
112	в другом	1	7
113	времени в	2	7
114	в одном	2	7
115	как мы	1	7
116	который в	2	7
117	одна из	2	7
118	не мог	2	7
119	по природе	1	7
120	несмотря на	5	7
121	в ее	2	7
122	у него	6	7
123	в таком	2	7
124	как говорит	2	7
125	героя и	1	7
126	природе своей	1	7
127	личности и	2	7
128	в глазах	2	7
129	всяком случае	1	7
130	в литературе	1	7
131	все это	4	7
132	и т.д	1	7
133	как будто	3	7
134	вплоть до	1	7
135	во всем	1	6
136	восходит к	1	6
137	хотя бы	1	6
138	с другим	1	6
139	то в	1	6
140	тем не	1	6
141	что не	1	6
142	напомним что	1	6
143	о себе	1	6
144	его как	1	6
145	как система	1	6
146	в нем	4	6
147	он был	2	6
148	на этом	1	6
149	роли в	1	6
150	более чем	1	6
151	и то	2	6
152	уже в	3	6
153	есть в	1	6
154	его в	2	6
155	что на	1	6
156	этого персонажа	1	5
157	не так	2	5
158	к числу	1	5
159	не как	1	5
160	а затем	1	5
161	в них	1	5
162	в первом	2	5
163	мысль о	1	5
164	тем что	2	5
165	ведет к	1	5
166	в противовес	1	5
167	в котором	1	5
168	и он	3	5
169	к жизни	5	5
170	ни в	2	5
171	я не	4	5
172	и до	2	5
173	но как	1	5
174	так что	2	5
175	и по	1	5
176	и потому	1	5
177	с ее	3	5
178	в особенности	1	5
179	и здесь	2	5
180	романа в	1	5
181	не могут	2	5
182	самом деле	1	5
183	в романе	10	5
184	жизни в	1	5
185	совершенно не	1	5
