N	3gram	Vygotskiy_	Komedia
1	в том что	41	29
2	до сих пор	3	16
3	в самом деле	4	13
4	о том что	3	13
5	для того чтобы	14	11
6	в то время	5	11
7	в свою очередь	3	10
8	по отношению к	3	9
9	вместе с тем	11	9
10	с одной стороны	8	9
11	то время как	5	9
12	речь идет о	2	8
13	с другой стороны	5	8
14	и в самом	1	8
15	так или иначе	1	7
16	бы то ни	1	7
17	в конце концов	1	7
18	то ни было	1	7
19	на этот раз	2	7
20	с самого начала	6	7
21	в первую очередь	2	7
22	во всяком случае	10	7
23	в отличие от	8	6
24	в том числе	3	6
25	в связи с	8	6
26	с точки зрения	11	6
27	после того как	1	6
28	что он не	2	5
29	о том как	1	5
30	то же самое	9	5
31	за то что	1	5
32	в этом отношении	9	5
33	тем не менее	6	5
34	том что он	1	5
35	и тот же	6	4
36	в самом начале	1	4
37	в обоих случаях	2	4
38	в этой области	2	4
39	к тому что	1	4
40	но все же	1	4
41	едва ли можно	1	4
42	так как он	2	4
43	не в состоянии	1	4
44	по сравнению с	4	4
45	независимо от того	3	4
46	можно было бы	8	4
47	что и в	6	4
48	по своему происхождению	1	3
49	в том же	1	3
50	друг от друга	2	3
51	более или менее	3	3
52	друг с другом	10	3
53	на пути к	2	3
54	в высшей степени	11	3
55	на то что	5	3
56	но и в	1	3
57	в этом же	2	3
58	один и тот	6	3
59	состоит в том	4	3
60	ли можно сомневаться	1	3
61	сомневаться в том	1	3
62	внешней и внутренней	3	3
63	то обстоятельство что	4	3
64	том числе и	3	3
65	с полным основанием	3	2
66	до того как	1	2
67	одной стороны и	1	2
68	и даже не	1	2
69	в конечном счете	1	2
70	в известной степени	1	2
71	к одному и	5	2
72	в этом смысле	7	2
73	же что и	2	2
74	и на этот	1	2
75	можно сомневаться в	1	2
76	с этой точки	4	2
77	таким же образом	2	2
78	по отношению ко	1	2
79	как и в	3	2
80	том что она	1	2
81	их точки зрения	1	2
82	так и в	2	2
83	что он в	1	2
84	в зависимости от	6	2
85	точно так же	4	2
86	и таким образом	1	2
87	том что в	3	2
88	из них не	1	2
89	с их точки	1	2
90	на первый план	5	2
91	видеть в нем	1	2
92	и в том	1	2
93	но едва ли	1	2
94	одних и тех	1	2
95	и тому же	5	2
96	едва ли есть	1	2
97	этой точки зрения	4	2
98	но столь же	1	2
99	только в том	4	2
100	и тех же	1	2
101	и тем что	1	2
102	подобно тому как	1	2
103	так же как	9	2
104	только потому что	2	2
105	не только в	1	2
106	одному и тому	5	2
107	в этом случае	4	2
108	в поле зрения	1	2
109	как мы видели	4	2
110	представление о том	1	2
111	и все же	1	2
112	я думаю что	1	2
113	первая из них	1	1
114	и опирается на	1	1
115	которую можно было	1	1
116	способ которым он	1	1
117	благодаря тому что	1	1
118	но все эти	1	1
119	как и во	1	1
120	даже в том	2	1
121	в этот период	1	1
122	что мы не	2	1
123	имеет в виду	2	1
124	с тем мы	1	1
125	изменился и самый	1	1
126	он имеет в	1	1
127	что она не	1	1
128	на каждом шагу	4	1
129	вслед за этим	1	1
130	в применении к	1	1
131	можем сказать что	1	1
132	отнюдь не является	1	1
133	что уже в	2	1
134	не может быть	5	1
135	в самых общих	1	1
136	между детьми и	1	1
137	судить о том	1	1
138	один из них	1	1
139	можно сказать что	1	1
140	в так называемом	1	1
141	если речь идет	1	1
142	имеем дело с	1	1
143	основе его лежит	1	1
144	в собственном смысле	12	1
145	являющаяся одним из	1	1
146	том что на	1	1
147	так и после	1	1
148	в течение всего	1	1
149	мы подходим к	1	1
150	и во всех	1	1
151	мы конечно не	1	1
152	в случае с	1	1
153	что он так	2	1
154	здесь мы видим	1	1
155	тем самым создает	1	1
156	далеко не всегда	1	1
157	потому что она	1	1
158	главным образом по	1	1
159	того или иного	2	1
160	как мы уже	3	1
161	друг на друга	3	1
162	совпадает с понятием	1	1
163	одного и того	5	1
164	как с помощью	1	1
165	сам по себе	2	1
166	не знает что	1	1
167	можем представить себе	1	1
168	в том случае	2	1
169	ничего общего с	2	1
170	по своей функции	1	1
171	нечто такое что	1	1
172	даже если бы	1	1
173	не отличаются от	1	1
174	мы можем сказать	1	1
175	смысле этого слова	10	1
176	таким образом что	6	1
177	не сводится к	1	1
178	сравнению с тем	1	1
179	они относятся к	2	1
180	по аналогии с	1	1
181	само по себе	3	1
182	остается то что	1	1
183	говорит он но	1	1
184	и тем самым	3	1
185	точки зрения ее	1	1
186	в данном случае	1	1
187	мы узнаем что	1	1
188	у него совсем	1	1
189	по себе не	1	1
190	ничем не отличаются	1	1
191	и остается в	1	1
192	как одного из	1	1
193	так же точно	3	1
194	решающая роль в	1	1
195	не имеет ничего	1	1
196	и того же	5	1
197	мы можем твердо	1	1
198	того же слова	1	1
199	которые послужили основанием	1	1
200	на него в	1	1
201	том что они	2	1
202	ему не приходится	1	1
203	что они являются	3	1
204	по этому поводу	4	1
205	же образом как	1	1
206	к вопросу о	1	1
207	шаг вперед по	1	1
208	и в его	1	1
209	для нас важно	1	1
210	оно все же	1	1
211	конце концов к	1	1
212	ожидать что и	1	1
213	в пользу такого	1	1
214	имея в виду	1	1
215	в значительной степени	1	1
216	не мог бы	3	1
217	эти три типа	1	1
218	и в этом	2	1
219	по тому же	1	1
220	который в своем	1	1
221	из других источников	1	1
222	словом и делом	1	1
223	он так же	2	1
224	из которых складывается	1	1
225	собственном смысле слова	3	1
226	свое место на	1	1
227	том виде как	3	1
228	все же в	2	1
229	на задний план	1	1
230	той или иной	2	1
231	не мог не	1	1
232	того обстоятельства что	1	1
233	линии в развитии	1	1
234	человека и его	1	1
235	не в его	1	1
236	что и у	1	1
237	и во всяком	2	1
238	а вместе с	1	1
239	это не мешает	1	1
240	с такой же	1	1
241	в том чтобы	2	1
242	гордится тем что	1	1
243	время как в	1	1
244	дополняющих друг друга	3	1
245	именно в этой	1	1
246	другой стороны он	1	1
247	в свое время	2	1
248	мы знаем о	4	1
249	мы увидим что	1	1
250	не приходит к	1	1
251	независимо друг от	1	1
252	как бы в	1	1
253	в целом ряде	1	1
254	же самое что	1	1
255	то что в	3	1
256	можно выразить словами	1	1
257	в так называемой	1	1
258	к выводу что	2	1
259	сомнения в том	1	1
260	так как этот	1	1
261	связи с этим	2	1
262	принадлежит к числу	1	1
263	в основе его	1	1
264	в самом его	1	1
265	того чтобы дать	1	1
266	на этот вопрос	2	1
267	ни один из	4	1
268	и здесь мы	1	1
269	он может быть	1	1
270	когда в этом	1	1
271	огромный шаг вперед	1	1
272	послужили основанием для	1	1
273	не что иное	2	1
274	вперед по сравнению	1	1
275	и та же	1	1
276	что мы имеем	1	1
277	предположение о возможности	1	1
278	насколько мы знаем	1	1
279	уже в самом	1	1
280	и все его	1	1
281	с наибольшей отчетливостью	1	1
282	так и на	1	1
283	одной стороны он	1	1
284	первый и третий	1	1
285	склонны видеть в	1	1
286	тем же словом	4	1
287	которые могут быть	1	1
288	тот же что	1	1
289	и все остальные	2	1
290	том что эта	1	1
291	оно коренится в	1	1
292	нельзя не признать	2	1
293	может привести к	1	1
294	сих пор остается	1	1
295	и в отношении	3	1
296	он не мог	1	1
297	тех же слов	1	1
298	точки зрения между	1	1
299	же как и	6	1
300	обо всем этом	1	1
301	самых общих чертах	1	1
302	что вместе с	1	1
303	содержания и формы	1	1
304	попадают в поле	1	1
305	одна и та	1	1
306	что под этим	1	1
307	том случае если	2	1
308	все равно что	1	1
309	что иное как	2	1
310	не остается места	1	1
311	отношению ко всем	1	1
312	этом случае в	1	1
313	со стороны его	1	1
314	он был бы	1	1
315	в том виде	4	1
316	всяком случае в	1	1
317	и не только	1	1
318	если в основе	2	1
319	в следующем виде	3	1
320	чтобы с помощью	1	1
321	сама по себе	1	1
322	мы не можем	2	1
323	в один ряд	1	1
324	как в случае	1	1
