N	4gram	Vygotskiy_	Problemy
1	бы то ни было	1	6
2	в том что он	1	5
3	мы уже говорили что	2	4
4	как мы уже говорили	3	3
5	в то время как	5	3
6	и в этом смысле	1	3
7	одно и то же	6	3
8	одна и та же	1	2
9	с самого начала все	1	2
10	во всяком случае не	1	2
11	мы можем сказать что	1	2
12	но тем не менее	1	2
13	и во всяком случае	2	2
14	отношении друг к другу	1	2
15	она не может быть	1	1
16	то же самое слово	2	1
17	какого бы то ни	1	1
18	само по себе не	1	1
19	ничем не отличается от	1	1
20	что с точки зрения	1	1
21	с одной стороны и	1	1
22	было бы привести еще	1	1
23	так как если бы	1	1
24	и то же слово	3	1
25	и того же слова	1	1
26	все более и более	1	1
27	до сих пор остается	1	1
28	можно было бы привести	1	1
29	одного и того же	5	1
30	над всеми остальными и	1	1
31	и вместе с тем	2	1
32	одних и тех же	1	1
33	в собственном смысле слова	3	1
34	такие разнородные явления как	1	1
35	в том что это	1	1
36	с другой стороны мы	1	1
37	один и тот же	6	1
38	а вместе с тем	1	1
39	бы они ни были	1	1
40	как мы сейчас увидим	1	1
41	что оно вообще не	1	1
42	заключается в том что	16	1
43	все больше и больше	1	1
44	в том числе и	3	1
45	мы увидим дальше что	1	1
46	не чем иным как	1	1
47	то время как в	1	1
48	или во всяком случае	1	1
49	друг с другом как	1	1
50	что дело идет не	1	1
51	с самого начала в	1	1
52	по себе не имеет	1	1
53	во всяком случае в	1	1
54	одну и ту же	1	1
55	с двух точек зрения	1	1
56	в этом отношении не	1	1
57	так же как и	6	1
58	мы могли бы сказать	5	1
59	и не потому что	1	1
60	является в высшей степени	1	1
61	с точки зрения ее	1	1
