N	2gram	Voloshinov	KulturaY
1	и в	12	84
2	в том	6	74
3	не только	4	60
4	точки зрения	14	59
5	в этом	4	57
6	было бы	1	53
7	и не	10	52
8	может быть	14	47
9	что в	2	44
10	том что	5	44
11	того чтобы	1	44
12	в самом	4	41
13	у нас	1	38
14	хотя бы	5	37
15	самом деле	3	37
16	так как	9	36
17	с точки	2	36
18	в области	1	34
19	таким образом	12	33
20	а не	5	33
21	если бы	9	32
22	можно было	1	32
23	не в	4	30
24	и пр	3	30
25	в его	2	30
26	прежде всего	8	30
27	все же	4	29
28	не менее	3	28
29	того что	3	28
30	все эти	3	28
31	уже не	4	26
32	то что	5	25
33	вовсе не	1	25
34	не может	16	25
35	с другой	4	24
36	еще не	3	24
37	то же	5	23
38	с помощью	6	23
39	только в	6	23
40	так и	4	23
41	языка в	1	22
42	тем не	3	21
43	по себе	3	20
44	во всяком	1	20
45	и что	2	20
46	но и	3	20
47	о том	3	19
48	речи в	2	19
49	зависимости от	4	19
50	всяком случае	1	19
51	но в	5	19
52	и с	3	18
53	к тому	1	18
54	в качестве	1	18
55	связи с	1	18
56	между тем	3	18
57	вместе с	2	18
58	как бы	13	18
59	все это	3	18
60	другой стороны	2	17
61	как это	2	17
62	что это	1	17
63	слова и	6	17
64	это не	2	17
65	в виду	5	16
66	в зависимости	2	16
67	что и	2	16
68	что не	4	16
69	тот же	1	16
70	ничего не	2	16
71	но не	2	16
72	при этом	6	15
73	именно в	1	15
74	в данном	2	15
75	как на	2	15
76	в нашем	11	15
77	не было	1	15
78	и тем	1	15
79	по отношению	11	15
80	должно быть	1	15
81	в них	3	14
82	и на	4	14
83	сказать что	7	14
84	хотя и	1	14
85	сих пор	3	14
86	в ней	6	14
87	до сих	3	14
88	если мы	1	14
89	как мы	1	14
90	мы имеем	2	14
91	отношению к	11	14
92	что она	1	13
93	крайней мере	1	13
94	там где	2	13
95	не могут	1	13
96	по крайней	1	13
97	для нас	7	13
98	это и	1	13
99	слово это	2	13
100	в пределах	3	13
101	и его	13	13
102	с этой	2	12
103	в результате	1	12
104	ясно что	3	12
105	могут быть	2	12
106	тогда когда	2	12
107	как в	5	12
108	для этого	1	12
109	те же	2	11
110	в своем	2	11
111	он не	2	11
112	в нем	6	11
113	и здесь	2	11
114	должна быть	5	11
115	и то	2	11
116	этом отношении	1	11
117	уже в	2	11
118	в какой	2	11
119	в особенности	2	10
120	как и	5	10
121	так же	3	10
122	конечно не	3	10
123	к этому	2	10
124	несмотря на	1	10
125	ту же	1	10
126	этом смысле	1	10
127	в общем	1	10
128	в то	2	10
129	в каком	3	10
130	они не	1	10
131	тем более	1	10
132	от того	4	10
133	что слово	2	9
134	в своей	3	9
135	можно сказать	5	9
136	что все	1	9
137	но для	3	9
138	рядом с	1	9
139	здесь не	3	9
140	слова как	1	9
141	или иного	1	9
142	ни в	3	9
143	что мы	5	9
144	но это	2	9
145	и для	3	9
146	и вот	1	9
147	то мы	1	9
148	но уже	1	9
149	в целом	1	9
150	в этих	2	8
151	но все	2	8
152	что они	1	8
153	по преимуществу	1	8
154	с одной	2	8
155	тому же	2	8
156	в таком	1	8
157	не есть	2	8
158	в чем	2	8
159	смысл и	2	8
160	отнюдь не	5	8
161	мы видели	1	8
162	да и	3	8
163	слов и	1	8
164	что я	1	8
165	с его	2	8
166	независимо от	2	8
167	на самом	4	8
168	в частности	1	8
169	далеко не	1	8
170	и о	1	8
171	например в	1	7
172	нам не	1	7
173	в котором	3	7
174	в одном	1	7
175	свою очередь	1	7
176	была бы	2	7
177	к вопросу	1	7
178	а с	1	7
