N	3gram	Tiupa_Hudo	Komedia
1	в том что	15	29
2	в то же	11	16
3	то же время	11	16
4	до сих пор	3	16
5	в самом деле	5	13
6	о том что	14	13
7	и т п	10	11
8	для того чтобы	2	11
9	в свою очередь	1	10
10	едва ли не	1	10
11	по отношению к	15	9
12	с одной стороны	4	9
13	речь идет о	2	8
14	с другой стороны	1	8
15	и в самом	4	8
16	так или иначе	3	7
17	бы то ни	1	7
18	в конце концов	1	7
19	с самого начала	1	7
20	в первую очередь	2	7
21	во всяком случае	1	7
22	в отличие от	1	6
23	в том числе	1	6
24	в связи с	3	6
25	с точки зрения	5	6
26	что он не	3	5
27	о том как	4	5
28	то же самое	3	5
29	и т д	5	5
30	в ответ на	1	5
31	за то что	1	5
32	в этом отношении	4	5
33	тем не менее	6	5
34	том что он	1	5
35	в самом начале	1	4
36	в одном из	1	4
37	что у него	2	4
38	именно потому что	1	4
39	к тому что	8	4
40	но все же	2	4
41	едва ли можно	1	4
42	в это время	2	4
43	не в состоянии	1	4
44	в первой половине	2	4
45	можно было бы	5	4
46	во второй половине	2	4
47	по своему происхождению	1	3
48	друг от друга	2	3
49	более или менее	1	3
50	друг с другом	1	3
51	на пути к	1	3
52	в соответствии с	1	3
53	в чем не	1	3
54	в высшей степени	1	3
55	о том чтобы	1	3
56	на то что	2	3
57	не мешает ему	1	3
58	в этой связи	5	3
59	состоит в том	3	3
60	не более чем	2	3
61	здесь нет и	1	3
62	внешней и внутренней	1	3
63	том числе и	1	3
64	ни в чем	1	3
65	и сам он	2	2
66	одной стороны и	1	2
67	как будто бы	3	2
68	едва ли в	1	2
69	в конечном счете	4	2
70	с утра до	1	2
71	в этом смысле	1	2
72	при этом что	1	2
73	было ясно что	1	2
74	с этой точки	1	2
75	ни у кого	1	2
76	как и в	5	2
77	том что она	1	2
78	как мы помним	1	2
79	так и в	1	2
80	у него в	1	2
81	но при этом	3	2
82	каждый из них	1	2
83	в первом случае	2	2
84	точно так же	1	2
85	и в то	2	2
86	том что в	4	2
87	в нем не	1	2
88	на то чтобы	2	2
89	в течение всей	1	2
90	друг друга и	1	2
91	одних и тех	2	2
92	если говорить о	2	2
93	в отношениях с	1	2
94	как мы знаем	1	2
95	так и не	3	2
96	этой точки зрения	1	2
97	только в том	4	2
98	не означает что	1	2
99	и тех же	2	2
100	в одной из	1	2
101	подобно тому как	4	2
102	так же как	2	2
103	можно судить по	1	2
104	только потому что	2	2
105	не только в	4	2
106	только для того	1	2
107	в этом случае	1	2
108	берет на себя	1	2
109	утра до вечера	1	2
110	и все же	1	2
111	не случайно именно	1	1
112	в собственный дом	1	1
113	сравнивает себя с	1	1
114	за последние десятилетия	1	1
