N	4gram	Bakhtin_Fr	formyVre
1	в то же время	12	18
2	одного и того же	1	9
3	как мы уже сказали	1	6
4	как мы уже говорили	3	6
5	с одной стороны и	1	5
6	в том числе и	2	5
7	мы имеем в виду	2	5
8	до сих пор еще	3	3
9	в той или иной	1	3
10	можно прямо сказать что	1	3
11	в средние века и	1	3
12	но в то же	3	3
13	мы еще вернемся в	1	3
14	и до сих пор	1	2
15	мы уже говорили в	1	2
16	по самому своему существу	1	2
17	в первый класс низшей	1	2
18	первый класс низшей школы	1	2
19	дело в том что	2	2
20	в лице своих потомков	1	2
21	который умер от смеха	1	2
22	то же время они	1	2
23	здесь как и в	1	2
24	умер от смеха при	1	2
25	в этом мире живых	1	2
26	этому вопросу мы еще	1	1
27	прекрасного физического облика цветущей	1	1
28	при виде осла глотавшего	1	1
29	видеть себя свою старость	1	1
30	сохранятся в его потомках	1	1
31	и дряхлость расцветающей в	1	1
32	она лишена дальнейшего земного	1	1
33	мы еще обратимся в	1	1
34	вид у него был	1	1
35	брата жана и панурга	1	1
36	земной образ черты которого	1	1
37	всех земных ценностей жизни	1	1
38	но рядом с этим	1	1
39	в его потомках в	1	1
40	человека в эпоху возрождения	1	1
41	за завтраком фрикасе из	1	1
42	в самом человеке и	1	1
43	остаться в этом мире	1	1
44	и прежде всего в	1	1
45	развития он хочет видеть	1	1
46	старой души вышедшей из	1	1
47	которыми начинаются и заключаются	1	1
48	вовсе не устраивает статическое	1	1
49	смерти в романе рабле	1	1
50	это до сих пор	1	1
51	заключаются почти все абзацы	1	1
52	о бессмертии души рабле	1	1
53	об относительном земном бессмертии	1	1
54	и замкнутых в себе	1	1
55	аду и в елисейских	1	1
56	видимый земной образ черты	1	1
57	принадлежит к самому существу	1	1
58	что они подтираются гусятами	1	1
59	хочет видеть себя свою	1	1
60	у рабле не только	1	1
61	смеха при виде осла	1	1
62	он хочет видеть себя	1	1
63	море и стало соленым	1	1
64	виде осла пожиравшего фиги	1	1
65	которые никогда не могут	1	1
66	от смеха при виде	1	1
67	потомство рождаемое нами в	1	1
68	вращаться среди добрых друзей	1	1
69	в течение его жизни	1	1
70	бессмертия и в преходящей	1	1
71	или смеяться от радости	1	1
72	свой видимый земной образ	1	1
73	этом мире живых в	1	1
74	и развития он хочет	1	1
75	вперед по горизонтали времени	1	1
76	съел за завтраком фрикасе	1	1
77	земного роста и развития	1	1
78	к этому вопросу мы	1	1
79	том что они подтираются	1	1
80	в потустороннем мире где	1	1
81	обороты речи которыми начинаются	1	1
82	человеческого тела и его	1	1
83	ничего существенного не кончает	1	1
84	правнука ему дорог свой	1	1
85	громадную роль в истории	1	1
86	своего сына внука правнука	1	1
87	сына внука правнука ему	1	1
88	как раз в этот	1	1
89	мы уже говорили о	2	1
90	и др все эти	1	1
91	второй половине xix века	1	1
92	по другим внутренностям доходит	1	1
93	в аду и в	1	1
94	были чрезвычайно распространены в	1	1
95	дряхлость расцветающей в новой	1	1
96	в огороде бузина а	1	1
97	как мы увидим дальше	1	1
98	через потомство рождаемое нами	1	1
99	дальнейшего земного роста и	1	1
100	черты которого сохранятся в	1	1
101	огороде бузина а в	1	1
102	при виде осла пожиравшего	1	1
103	в первых двух книгах	2	1
104	с другой стороны в	1	1
105	физического облика цветущей юности	1	1
106	мы уже говорили что	3	1
