N	3gram	Voloshinov	Problema
1	о том что	2	39
2	в том что	1	37
3	то же самое	1	30
4	в связи с	1	29
5	в данном случае	1	28
6	той или иной	1	26
7	по крайней мере	3	26
8	во всяком случае	3	25
9	с точки зрения	6	25
10	в этом смысле	3	19
11	для того чтобы	1	17
12	до сих пор	3	14
13	не что иное	1	14
14	что иное как	1	14
15	на самом деле	4	13
16	можно было бы	1	13
17	не может быть	3	12
18	но даже и	1	12
19	и в этом	2	12
20	можно сказать что	3	12
21	дело в том	1	11
22	бы то ни	1	11
23	с одной стороны	1	11
24	вместе с тем	1	10
25	и ни в	1	9
26	может быть только	1	8
27	а может быть	1	7
28	чем иным как	1	7
29	может быть даже	1	7
30	с самого начала	4	7
31	не чем иным	1	7
32	это и есть	1	7
33	в самом деле	2	6
34	так и в	1	6
35	но отнюдь не	2	6
36	то ни было	1	6
37	на первый план	1	6
38	в том смысле	1	6
39	есть прежде всего	1	6
40	на первый взгляд	1	6
41	в этом отношении	1	6
42	в чем не	3	5
43	имеем в виду	1	5
44	может быть очень	1	5
45	так же как	2	5
46	и прежде всего	1	5
47	же как и	1	5
48	ни в чем	3	5
49	в коем случае	1	4
50	мы еще не	1	4
51	связи с этим	1	4
52	этой точки зрения	1	4
53	ни в коем	1	4
54	а с другой	1	4
55	именно то что	1	4
56	подобно тому как	1	4
57	всяком случае не	1	4
58	и того же	1	3
59	во всем мире	1	3
60	что может быть	1	3
61	с этой точки	1	3
62	если бы он	1	3
63	по сравнению с	3	3
64	одного и того	1	3
65	случае не может	1	3
66	как мы сказали	1	3
67	и может быть	2	3
68	говорить о том	1	3
69	а часто и	1	2
70	ничего не говорит	1	2
71	но несмотря на	1	2
72	ничего общего не	1	2
73	и говорить о	1	2
74	на этой ступени	2	2
75	в этой работе	1	2
76	каких бы то	1	2
77	мы не можем	1	2
78	нам кажется что	2	2
79	может быть это	3	2
80	мы имеем в	1	2
81	друг на друга	2	2
82	так как он	1	2
83	а то и	1	2
84	а вместе с	1	2
85	один из моментов	1	2
86	в нем и	1	2
87	коем случае нельзя	1	2
88	он может быть	1	2
89	и что он	1	2
90	нечего и говорить	2	2
91	эти понятия и	1	1
92	новых и новых	1	1
93	таким образом к	1	1
94	в большинстве случаев	3	1
95	даже тогда когда	1	1
96	очень важный момент	1	1
97	этим и объясняется	1	1
98	что в них	1	1
99	в общем можно	1	1
100	уже и теперь	1	1
101	мы только и	1	1
102	да притом еще	1	1
103	по аналогии с	2	1
104	все что угодно	1	1
105	знаем что такое	1	1
106	еще в году	1	1
107	и таким образом	1	1
108	что в этой	1	1
109	не существовало бы	2	1
110	но вместе с	1	1
111	были в ходу	1	1
112	не нуждается в	2	1
113	он не был	1	1
114	поры до времени	1	1
115	бы оно ни	1	1
116	таким образом и	1	1
117	в его целом	2	1
118	и входит в	1	1
119	а потом и	1	1
120	а в конце	1	1
121	а на самом	1	1
122	как учение о	1	1
123	мы здесь имеем	1	1
124	как это было	1	1
125	входить в эту	1	1
126	жизни и деятельности	1	1
127	как один из	1	1
128	предоставляет нам для	1	1
129	и об его	1	1
130	мало общего с	1	1
131	зависит от того	1	1
132	который только и	1	1
133	герой нашего времени	1	1
134	и мышления не	1	1
135	только на путях	1	1
136	в борьбу с	1	1
137	что представляет собою	1	1
138	и связанные с	1	1
139	в году в	1	1
140	же самое и	1	1
141	несколько слов о	1	1
142	сказать то же	1	1
143	не сознавая этого	1	1
144	мы на самом	1	1
145	хотя и с	1	1
146	или что оно	1	1
147	художественного творчества и	1	1
148	тому как мы	1	1
149	имеет очень мало	1	1
150	конечно не следует	1	1
151	мы утверждаем что	1	1
152	по которой можно	1	1
153	и к другим	1	1
154	жизни таким образом	1	1
155	со всем его	1	1
156	жизни в этом	1	1
157	и можно сказать	1	1
158	то же мы	1	1
159	но оно в	1	1
160	все же в	1	1
161	пр можно сказать	1	1
162	мы можем сказать	2	1
163	однако сказать что	1	1
164	том что мы	1	1
165	и как мы	1	1
166	не могут быть	2	1
167	до поры до	1	1
168	мы видим и	1	1
169	по своему качеству	1	1
170	оно едва ли	1	1
171	и пр можно	1	1
172	другими словами мы	1	1
173	обратим внимание на	1	1
174	очень мало общего	1	1
175	так и с	1	1
176	оно ни было	1	1
177	бы он был	1	1
178	для всех других	1	1
179	поэтому и не	1	1
180	и не нуждается	1	1
181	кажется что такие	1	1
182	одна на другую	1	1
183	он прежде всего	1	1
184	только для того	1	1
185	что на этом	1	1
186	своему качеству и	1	1
187	общем можно сказать	1	1
188	науки в этом	1	1
189	по его мнению	1	1
190	в психике не	1	1
191	в свое время	1	1
192	то что я	1	1
193	перевести на язык	1	1
194	во всех областях	1	1
195	из тех же	2	1
196	для объяснения всех	1	1
197	имеем дело с	1	1
198	свой смысл и	1	1
