N	2gram	Bakhtin_Fr	OGranits
1	и в	68	13
2	и его	26	12
3	прежде всего	23	9
4	может быть	10	8
5	и не	25	8
6	не может	5	8
7	в его	21	7
8	и т.п	17	7
9	и их	5	7
10	точки зрения	8	7
11	таким образом	22	6
12	не только	21	6
13	только в	9	6
14	то что	11	6
15	как бы	7	6
16	языка и	1	5
17	метода в	2	5
18	хотя бы	2	5
19	с точки	4	5
20	художественного произведения	1	5
21	но ведь	3	5
22	все же	6	5
23	и эта	1	5
24	и наконец	5	5
25	произведения как	1	4
26	вполне понятно	4	4
27	мы не	3	4
28	то же	14	4
29	еще и	6	4
30	было бы	4	4
31	все это	6	4
32	слов и	4	4
33	лишь в	3	4
34	в своей	11	4
35	на фоне	1	4
36	тех пор	1	4
37	но мы	1	4
38	но в	20	4
39	г в	1	3
40	с этим	2	3
41	что в	14	3
42	к одному	2	3
43	понятно что	3	3
44	и то	2	3
45	со всей	1	3
46	т.п и	1	3
47	связана с	4	3
48	и уже	1	3
49	так и	8	3
50	не как	1	3
51	одно и	1	3
52	в одном	7	3
53	отношению к	2	3
54	по отношению	3	3
55	превращается в	4	3
56	слово в	3	3
57	в пределах	1	3
58	в их	6	3
59	при анализе	3	3
60	в ее	5	3
61	здесь мы	3	3
62	самом деле	5	3
63	не в	2	3
64	в которой	6	3
65	и все	16	3
66	но для	1	3
67	тела и	1	3
68	в себе	5	3
69	так как	7	3
70	вряд ли	3	3
71	да и	2	3
72	но и	17	3
73	и для	6	3
74	как и	17	3
75	точку зрения	1	3
76	никогда не	2	3
77	в области	5	2
78	к сожалению	1	2
79	своего рода	5	2
80	в самом	6	2
81	во всем	4	2
82	нет ничего	1	2
83	и к	4	2
84	что они	3	2
85	телом и	1	2
86	форм и	2	2
87	и отчасти	1	2
88	мы видим	9	2
89	иное как	1	2
90	в данном	5	2
91	мы уже	19	2
92	и этот	2	2
93	а как	1	2
94	в своих	7	2
95	в этом	28	2
96	что иное	1	2
97	в общем	2	2
98	в целях	1	2
99	данном случае	3	2
100	на язык	1	2
101	которое мы	1	2
102	в языке	2	2
103	с одной	5	2
104	в произведении	3	2
105	в течение	3	2
106	входит в	2	2
107	наконец в	3	2
108	и при	2	2
109	одной стороны	4	2
110	и должно	1	2
111	роль в	7	2
112	в другом	3	2
113	мы считаем	1	2
114	при этом	5	2
115	несмотря на	1	2
116	между тем	3	2
117	для него	7	2
118	и стиль	2	2
119	только его	1	2
120	в этот	2	2
121	и истории	1	2
122	и тем	1	2
123	с помощью	5	2
124	смысле слова	5	2
125	те же	6	2
126	связанные с	4	2
127	ее в	1	2
128	не исчерпывается	2	2
129	в том	12	2
130	что эта	2	2
131	громадную роль	2	2
132	в тех	1	2
133	в отношении	3	2
134	чем же	1	2
135	литературного произведения	1	2
136	другой стороны	5	2
137	сознания и	1	2
138	не что	1	2
139	но так	1	2
140	не на	2	2
141	от этого	2	2
142	так же	3	2
143	думать что	2	2
144	в них	19	2
145	самого начала	1	2
146	а в	3	2
147	связанных с	1	2
148	если бы	3	2
149	от всех	1	2
150	о языке	1	2
151	а также	6	2
152	в книге	5	2
153	еще в	4	2
154	в ней	6	2
155	с самого	1	2
156	тем что	6	2
157	и др	9	2
158	вовсе не	18	2
159	в действительности	1	2
160	его на	2	2
161	в связи	7	2
162	форм но	2	2
163	во всей	3	2
164	с ними	4	2
165	все эти	16	2
166	с другой	8	2
167	как в	4	2
168	художественных произведений	1	2
169	не менее	2	2
170	нуждается в	4	2
171	явлений и	1	2
172	не имеет	1	2
173	там где	6	2
174	том что	6	2
175	в нем	12	2
176	уже в	4	2
177	и следовательно	3	2
178	языка но	1	2
179	не мог	1	2
180	а не	6	2
181	в чем	3	2
182	с телом	1	2
183	в целом	3	2
184	и ее	3	2
185	тот же	4	2
186	есть не	1	2
187	их функций	1	2
188	слова и	3	2
