N	3gram	Berdyaev_O	Mirosoze
1	не может быть	2	28
2	о великом инквизиторе	6	13
3	у достоевского есть	1	10
4	в том что	1	9
5	а не в	2	9
6	в легенде о	3	8
7	легенде о великом	3	8
8	в дневнике писателя	2	8
9	для того чтобы	3	7
10	записок из подполья	5	6
11	в этом он	2	6
12	и в этом	2	6
13	у достоевского нет	1	6
14	о том что	1	6
15	в братьях карамазовых	1	6
16	о человеке и	5	6
17	во имя счастья	1	6
18	там и здесь	1	6
19	и там и	1	6
20	друг к другу	1	6
21	до самой глубины	3	5
22	есть не только	1	5
23	в самой глубине	3	5
24	человеке и его	2	5
25	свободы человеческого духа	1	5
26	но и в	2	5
27	и его судьбе	1	5
28	человеческой природы в	2	5
29	к человеку и	4	5
30	прежде всего в	1	5
31	после того как	1	5
32	отношение к человеку	1	5
33	все герои достоевского	4	4
34	и насмешливой физиономией	1	4
35	у достоевского было	2	4
36	заключает в себе	1	4
37	потому что в	1	4
38	поступил как бы	2	4
39	в творчестве его	3	4
40	достоевского нет ничего	1	4
41	в нем нет	3	4
42	не в силах	1	4
43	никогда не было	2	4
44	мужчины и женщины	1	4
45	ретроградной и насмешливой	1	4
46	во имя свободы	1	4
47	христа и антихриста	1	4
48	от того что	1	4
49	добро и зло	1	4
50	и в самом	1	4
51	на то что	1	4
52	дважды два четыре	3	4
53	взял все что	2	4
54	с ретроградной и	1	4
55	он никогда не	1	3
56	о человеческой природе	2	3
57	о человеке о	4	3
58	в гениальной диалектике	1	3
59	как будто бы	1	3
60	свободной любви человека	1	3
61	записках из подполья	3	3
62	легенды о великом	1	3
63	что все дозволено	1	3
64	и он был	1	3
65	может быть назван	1	3
66	загадка о человеке	2	3
67	и никогда не	2	3
68	у достоевского с	2	3
69	в простое средство	1	3
70	к человеку у	1	3
71	в записках из	3	3
72	как песок морской	1	3
73	не любя их	1	3
74	а не только	1	3
75	филипповну и аглаю	1	3
76	возжелал свободной любви	1	3
77	и ивана карамазова	2	3
78	человека к человеку	1	3
79	по сравнению с	1	3
80	человека он не	1	3
81	как и все	2	3
82	с тем что	2	3
83	во всяком случае	1	3
84	раскольникова ставрогина кириллова	1	3
85	все что было	1	3
86	как и в	1	3
87	веры а не	1	2
88	чтобы не иметь	1	2
89	бы и не	1	2
90	смысле этого слова	1	2
91	все в движении	1	2
92	человеческой природы это	1	2
93	из подполья достоевский	1	2
94	он не созерцает	2	2
