N	4gram	Voloshinov	Formalny
1	в то же время	6	20
2	и не может быть	3	7
3	бы то ни было	2	7
4	и пр и пр	2	7
5	и в то же	1	6
6	одни и те же	1	5
7	в настоящее время в	1	4
8	не может быть и	4	4
9	нет и не может	2	4
10	на самом же деле	2	3
11	с точки зрения его	1	3
12	во что бы то	1	3
13	сводится к тому чтобы	1	3
14	мы уже знаем что	1	3
15	один и тот же	3	3
16	что бы то ни	1	3
17	не может быть понято	1	3
18	начала и до конца	1	3
19	во всяком случае в	1	3
20	бы то ни стало	1	3
21	но в то же	3	3
22	может быть и речи	3	3
23	что в данном случае	1	2
24	в такой же степени	1	2
25	в самом деле ведь	1	2
26	в свою очередь является	1	2
27	не выходит за пределы	1	2
28	так и со стороны	1	2
29	в одной из своих	1	2
30	в первый период развития	2	2
31	мы имеем в виду	1	2
32	в зависимости от того	2	2
33	представляется нам в корне	1	2
34	не нуждается ни в	1	2
35	и не нуждается ни	1	2
36	язык и его формы	1	2
37	пределах индивидуального организма и	1	2
38	но тем не менее	1	1
39	мы увидим что в	1	1
40	время иметь в виду	1	1
41	на самом деле здесь	1	1
42	в следующей главе глава	2	1
43	не может пройти мимо	1	1
44	не могут быть поняты	1	1
45	во всяком случае уже	1	1
46	не что иное как	1	1
47	мы увидим что и	1	1
48	не может быть конечно	1	1
49	в собственном смысле этого	1	1
50	одно и то же	1	1
51	и в данном случае	1	1
52	мы можем сказать что	5	1
53	т д таким образом	1	1
54	каких бы то ни	1	1
55	и притом в их	1	1
56	в гораздо большей степени	1	1
57	в жизни и в	1	1
58	дело в том что	1	1
59	как по отношению к	1	1
60	нуждается ни в каких	1	1
61	мы нигде не найдем	1	1
62	ни в чем не	4	1
63	ни в какой степени	2	1
64	все время иметь в	1	1
65	и с помощью каких	1	1
66	по меньшей мере сомнительной	1	1
67	ни в коем случае	1	1
68	одной и той же	3	1
69	в собственном смысле слова	1	1
70	в общем можно сказать	1	1
71	последовательно и до конца	3	1
72	мы полагаем что таким	1	1
73	и т д таким	1	1
74	точки зрения его внутреннего	1	1
75	только с точки зрения	1	1
76	всяком случае уже не	1	1
77	нашей точки зрения на	1	1
78	если мы обратимся к	1	1
79	ведь мы уже знаем	2	1
80	не чем иным как	2	1
81	мы видели что он	1	1
82	или во всяком случае	1	1
83	в самом деле что	1	1
84	и по отношению к	1	1
85	в коем случае не	1	1
86	коем случае не может	1	1
87	в последнем счете и	1	1
88	в ее целом а	1	1
89	в ее целом и	2	1
90	художественной формы и ее	1	1
91	не имеющие отношения к	1	1
92	жизни данной социальной группы	1	1
93	быть положен в основу	1	1
94	в процессе общения между	1	1
95	собственном смысле этого слова	1	1
96	как раз и не	2	1
97	можно сделать вывод что	1	1
98	человека с точки зрения	1	1
99	теперь с точки зрения	1	1
100	и тем не менее	2	1
101	и роковую роль в	1	1
102	говорит о том что	1	1
103	в какой степени не	1	1
104	что же это за	1	1
105	есть не что иное	1	1
