N	4gram	Propp_Isto	Morfolog
1	как мы увидим ниже	3	4
2	таким образом мы видим	1	4
3	состоит в том что	1	3
4	в то время как	3	3
5	и т д в	1	2
6	и тем не менее	2	2
7	тем не менее она	1	2
8	в тех случаях когда	1	2
9	не что иное как	1	2
10	дело не в количестве	1	2
11	то это еще не	1	1
12	с этой точки зрения	2	1
13	т е мы опять	1	1
14	случай который может быть	1	1
15	сюда же может быть	1	1
16	но для наших целей	1	1
17	и т д и	1	1
18	е мы опять имеем	1	1
19	т д все эти	1	1
20	и т д то	1	1
21	же выводы можно сделать	1	1
22	в другой сказке герой	1	1
23	и т д здесь	1	1
24	его и т д	1	1
25	и т д такое	1	1
26	но это еще не	1	1
27	бросают некоторый свет на	1	1
28	одно и то же	2	1
29	и т д такая	1	1
30	третий бой самый страшный	1	1
31	д с другой стороны	1	1
32	одна из них не	1	1
33	не может входить в	1	1
34	в тот момент когда	1	1
35	со стороны их состава	1	1
36	здесь не может быть	1	1
37	талисманы и т д	1	1
38	ответить на этот вопрос	1	1
39	которые не могут быть	1	1
40	даже в тех случаях	1	1
41	не будем так как	1	1
42	в то же время	1	1
43	и т д с	1	1
44	т д с другой	1	1
45	во всех этих случаях	2	1
46	всякого ущерба для хода	1	1
47	выводы можно сделать из	1	1
48	до сих пор не	1	1
49	если с одной стороны	1	1
50	в иное царство или	1	1
51	и т д все	2	1
52	может быть поставлен вопрос	1	1
53	здесь как и в	2	1
54	в иных случаях герой	1	1
55	без всякого ущерба для	1	1
56	есть не что иное	1	1
