N	2gram	Tiupa_Narr	VLabPisa
1	таким образом	1	32
2	в этом	17	29
3	не только	32	26
4	и в	19	26
5	может быть	25	23
6	во сне	1	21
7	и не	20	20
8	хотя бы	4	20
9	не может	10	17
10	в процессе	1	17
11	в его	9	15
12	в том	18	15
13	этом отношении	3	14
14	в силу	4	14
15	прежде всего	4	13
16	в качестве	21	12
17	в частности	14	12
18	как это	6	12
19	что в	3	11
20	с другой	8	11
21	из них	3	11
22	то же	4	10
23	не могут	1	10
24	в художественном	1	10
25	о том	6	10
26	но и	23	10
27	и др	2	10
28	для него	2	9
29	об этом	1	9
30	могут быть	3	8
31	говорит и	2	8
32	другой стороны	4	8
33	только в	4	8
34	все эти	2	8
35	том что	14	8
36	ни один	1	8
37	было бы	4	8
38	в своем	2	8
39	это не	2	7
40	говорит о	2	7
41	в году	1	7
42	в конечном	3	7
43	не было	2	7
44	по отношению	7	7
45	очевидно что	1	7
46	как и	7	7
47	их в	1	7
48	действительности и	1	7
49	во всех	1	7
50	а не	12	7
51	то что	11	7
52	произведения в	1	7
53	отношению к	6	7
54	же в	4	7
55	в нем	4	7
56	из этих	3	7
57	один из	3	6
58	у него	4	6
59	более или	2	6
60	все же	7	6
61	приводит к	2	6
62	это и	3	6
63	не в	14	6
64	между тем	3	6
65	так и	9	6
66	в себе	8	6
67	или менее	2	6
68	том же	1	6
69	и его	5	6
70	в то	3	6
71	утверждать что	2	5
72	даже в	2	5
73	в результате	2	5
74	в их	1	5
75	в них	1	5
76	связи с	4	5
77	следует понимать	1	5
78	одним из	2	5
79	конечном счете	2	5
80	как говорит	3	5
81	к тому	7	5
82	перед нами	4	5
83	не является	8	5
84	действующих лиц	1	5
85	и при	1	5
86	в пределах	2	5
87	же время	4	5
88	как бы	4	5
89	в целом	1	5
90	сказать что	4	5
91	в плане	1	5
92	и есть	2	5
93	никогда не	3	5
94	в самом	1	4
95	различного рода	3	4
96	в ее	3	4
97	как раз	2	4
98	можно сказать	5	4
99	в этой	5	4
100	что все	1	4
101	что он	6	4
102	в виду	1	4
103	по существу	2	4
104	с ними	1	4
105	роль в	2	4
106	с его	6	4
107	в связи	2	4
108	когда он	3	4
109	в нашей	1	4
110	из его	1	4
111	одна из	3	4
112	по поводу	1	4
113	отнюдь не	5	4
114	и ее	2	4
115	и к	1	3
116	что они	3	3
117	данного произведения	1	3
118	что оно	1	3
119	и он	3	3
120	что у	2	3
121	этой проблемы	1	3
122	мы имеем	2	3
123	того что	2	3
124	в комнату	1	3
125	но как	2	3
126	видеть в	1	3
127	что и	1	3
128	у нас	1	3
129	сводится к	3	3
130	подобно тому	2	3
131	его в	2	3
132	в форме	5	3
133	др в	1	3
134	если бы	1	3
135	или в	2	3
136	именно в	6	3
137	в конце	1	3
138	например в	2	3
139	между ними	2	3
140	и как	5	3
141	в слове	1	3
142	в которых	1	3
143	мира и	2	3
144	вовсе не	1	3
145	а в	11	3
146	что не	4	3
147	некоторые из	1	3
148	как о	1	3
149	в котором	1	3
150	она не	2	3
151	в противоположность	2	3
152	в значительной	2	3
153	всего лишь	2	3
154	тому как	2	3
155	вслед за	4	3
156	далеко не	5	3
157	так же	2	3
158	процесс не	1	3
159	при всем	2	3
160	образом не	1	3
161	нет и	2	3
162	и от	1	3
163	точки зрения	10	3
164	жизни и	3	3
165	и по	1	3
166	как целого	1	3
167	мы видели	1	3
168	в особенности	4	2
169	этом и	1	2
170	же о	1	2
171	отметить что	1	2
172	том чтобы	1	2
173	из которых	4	2
174	они и	2	2
175	от его	1	2
176	они не	2	2
177	достоевского и	1	2
178	если в	3	2
179	зависит от	2	2
180	при всей	4	2
181	с одной	7	2
182	том числе	6	2
183	должна быть	2	2
184	внимание на	1	2
185	с нею	1	2
186	говорить о	2	2
187	да и	4	2
188	следует иметь	1	2
189	хотя и	3	2
190	о чем	2	2
191	можно определить	1	2
192	по слову	1	2
193	как у	1	2
194	и через	1	2
195	не столько	4	2
196	с другими	1	2
197	его от	1	2
198	из многочисленных	2	2
199	по себе	5	2
200	что нет	2	2
201	и даже	3	2
202	что ни	1	2
203	этой точки	2	2
204	и наконец	1	2
205	не о	3	2
206	а о	1	2
207	а во-вторых	1	2
208	ни одна	1	2
209	всех его	2	2
210	мысль о	1	2
211	как об	1	2
212	но не	6	2
213	в ней	3	2
214	который по	3	2
215	понимать как	1	2
216	свидетельствуют о	1	2
217	к его	1	2
218	не подлежит	1	2
219	же как	3	2
220	что мы	2	2
221	слова не	1	2
222	на этом	1	2
223	живет не	1	2
224	не менее	3	2
225	так сказать	1	2
226	бы не	2	2
227	может не	3	2
228	отличается от	4	2
229	которая не	1	2
230	в чем	1	2
231	числе и	4	2
232	например как	2	2
233	сих пор	1	2
234	по его	1	2
235	еще не	7	2
236	иметь в	1	2
237	и потому	2	2
238	того или	2	2
239	до сих	1	2
240	человека в	2	2
241	и быть	1	2
242	в конкретной	1	2
243	было в	2	2
244	а как	1	2
245	ли это	1	2
246	до нас	1	2
247	лица и	2	2
248	одной стороны	7	2
249	также и	1	2
250	в другом	1	2
251	не по	1	2
252	не быть	1	2
253	не всегда	2	2
254	по крайней	1	2
255	и может	1	2
256	лишь в	1	2
257	в системе	1	2
258	не с	3	2
259	не об	1	2
260	в различных	1	2
261	можно было	2	2
262	часто не	1	2
263	даже не	3	2
264	отдельных элементов	1	2
265	и сам	1	2
266	только то	1	2
267	от того	1	2
268	пока еще	4	2
269	и процессов	2	2
270	как известно	2	2
271	и формы	1	2
272	ни одного	1	2
273	он и	1	2
274	же самое	1	2
275	в книге	1	2
276	будто бы	3	2
277	начиная с	1	2
278	и у	1	2
279	о его	1	2
280	произведения не	1	2
281	одной из	4	2
282	на него	3	2
283	как от	1	2
284	он не	3	2
285	во всей	2	2
286	или иной	5	2
287	в общем	1	2
288	он может	1	2
289	который в	2	2
290	он сам	2	2
291	автора как	1	2
292	в области	2	2
293	к этим	1	2
294	уже по	1	2
295	меньшей степени	1	2
296	и для	2	2
297	только о	2	2
298	крайней мере	1	2
299	ни с	1	2
300	но в	6	2
301	вплоть до	2	2
302	в той	6	1
303	в художественных	1	1
304	личного опыта	1	1
305	то в	6	1
306	наконец наиболее	1	1
307	что один	1	1
308	от него	1	1
309	что общая	1	1
310	однако и	1	1
311	является в	1	1
312	смерть и	1	1
313	и то	1	1
314	ответ на	1	1
315	из анекдота	2	1
316	образом и	1	1
317	ни в	3	1
318	следует отметить	2	1
319	теория художественного	1	1
320	но на	1	1
321	что если	1	1
322	интерпретации в	1	1
323	не противоречит	1	1
324	мы и	1	1
325	таковы например	1	1
326	и ей	2	1
327	на протяжении	6	1
328	хоть и	1	1
329	ней не	1	1
330	текста этот	1	1
331	данном случае	4	1
332	процесса с	1	1
333	в специальных	1	1
334	не меньшим	1	1
335	то есть	19	1
336	свидетельствует о	1	1
337	рассказ о	1	1
338	мы не	1	1
339	совершенно очевидно	2	1
340	в состоянии	1	1
341	с этой	1	1
342	дело с	2	1
343	несмотря на	2	1
344	есть его	1	1
345	для характеристики	1	1
346	которых он	1	1
347	интуиции художника	1	1
348	формы в	1	1
349	находился при	1	1
350	с ним	1	1
351	и протекает	1	1
352	по выражению	2	1
353	не являются	2	1
354	сам по	1	1
355	о нем	4	1
356	предполагает наличие	1	1
357	не как	2	1
358	аналогии с	1	1
359	для нас	1	1
360	место для	1	1
361	с кристаллизацией	1	1
362	они в	2	1
363	или иную	2	1
364	и никакой	2	1
365	не приводят	1	1
366	чем он	1	1
367	умирающего героя	1	1
368	не ограничивается	1	1
369	таком случае	2	1
370	структуры в	2	1
371	и братьев	1	1
372	это определение	1	1
373	как было	3	1
374	и воображение	1	1
375	как же	1	1
376	так или	2	1
377	сами по	2	1
378	если не	4	1
379	все то	2	1
380	но он	1	1
381	самом деле	2	1
382	но все	4	1
383	еще раз	1	1
384	в классическом	2	1
385	или иначе	3	1
386	не будем	1	1
387	а также	7	1
388	не обязательно	3	1
389	до читателя	1	1
390	закономерно и	1	1
391	это состояние	1	1
392	на свою	1	1
393	и все	2	1
394	по аналогии	1	1
395	наиболее простой	1	1
396	о своей	2	1
397	на себя	3	1
398	зрения на	2	1
399	тем что	3	1
400	от всего	1	1
401	если это	1	1
402	качестве одной	1	1
403	в таком	2	1
404	из процесса	1	1
405	бы все	1	1
406	том или	2	1
407	к их	1	1
408	можно назвать	1	1
409	для своей	2	1
410	бы быть	3	1
411	в какой	2	1
412	в памяти	2	1
413	отклонений от	1	1
414	как не	1	1
415	в соответствии	1	1
416	что по	2	1
417	а именно	3	1
418	или даже	2	1
419	всем своем	1	1
420	после обеда	1	1
421	от начала	1	1
422	работы л	1	1
423	ними не	1	1
424	общественных отношений	1	1
425	как в	7	1
426	любопытно что	1	1
427	собой не	2	1
428	этом свидетельствует	1	1
429	а иногда	2	1
430	без ее	1	1
431	на одном	1	1
432	по своему	1	1
433	себя и	2	1
434	не имеет	2	1
435	является для	1	1
436	смертью в	1	1
437	быть сведена	1	1
438	зрения и	2	1
439	между собой	2	1
440	оснований видеть	1	1
441	служит для	1	1
442	о котором	1	1
443	которое не	1	1
444	это было	1	1
445	быть определена	1	1
446	есть то	1	1
447	речь идет	4	1
448	в известном	2	1
449	в следующей	1	1
450	хотя оно	1	1
451	процесса не	1	1
452	на другом	1	1
453	всей специфике	1	1
454	героя и	4	1
455	не все	5	1
456	ином отношении	1	1
457	как произведение	1	1
458	это явление	1	1
459	той или	4	1
460	или ином	2	1
461	нового персонажа	1	1
462	нет ничего	1	1
463	отцов и	1	1
464	и тех	1	1
465	его и	1	1
466	отношении но	1	1
467	совершенно не	2	1
468	признать что	1	1
469	может иметь	1	1
470	этом этапе	1	1
471	исходя из	2	1
472	на природу	1	1
473	а с	3	1
474	в данном	5	1
475	личности в	2	1
476	деталей и	1	1
477	от других	1	1
478	в основе	5	1
479	не видеть	1	1
480	вытекает из	1	1
481	в классической	1	1
482	тем более	2	1
483	а если	2	1
484	было предложено	1	1
485	что этот	1	1
486	художественной литературы	3	1
487	представляется не	1	1
488	не составляет	1	1
489	очень часто	1	1
490	в чистом	1	1
491	научного или	1	1
492	сознание это	1	1
493	есть в	2	1
494	в роли	2	1
495	при отсутствии	1	1
496	может идти	1	1
497	входит в	1	1
498	наконец в	2	1
499	процесс в	1	1
500	уже в	3	1
501	не дает	1	1
502	ту или	2	1
503	бытия в	3	1
504	однако если	1	1
505	неотделимо от	1	1
506	отрыве от	1	1
507	факта без	2	1
508	в понятие	1	1
509	быть признана	1	1
510	потому что	1	1
511	в свою	3	1
512	сознания в	1	1
513	и тем	4	1
514	у чехова	1	1
515	быть и	1	1
516	от всех	2	1
517	в него	1	1
518	оно и	1	1
519	однако эта	1	1
520	в характере	1	1
521	а по	2	1
522	процессов и	1	1
523	не могло	2	1
524	но она	1	1
525	со стороны	9	1
526	если же	1	1
527	или иных	1	1
528	может служить	1	1
529	на его	1	1
530	и ему	1	1
531	хотя в	2	1
532	все те	4	1
533	ее событий	1	1
534	и определяет	1	1
535	дело не	1	1
536	приходит к	2	1
537	если все	1	1
538	высшие силы	1	1
539	им самим	1	1
540	в начале	1	1
541	это то	1	1
542	бы уже	1	1
543	они сводятся	1	1
544	этом смысле	1	1
545	то или	3	1
546	каждый из	2	1
547	свою очередь	3	1
548	или иное	2	1
549	и характерное	1	1
550	не случайно	2	1
551	вот этот	1	1
552	по в	2	1
553	рассказа о	2	1
554	сведена к	1	1
555	на некоторые	1	1
556	без участия	1	1
557	второго рода	1	1
558	писателя как	1	1
559	анекдота о	1	1
560	тот или	1	1
561	отношение к	2	1
562	определена как	1	1
563	и очевидно	1	1
564	как мы	3	1
565	соответствии с	1	1
566	же не	4	1
567	жизни не	1	1
568	к ней	1	1
569	к двум	1	1
570	к изучению	1	1
571	но по	1	1
572	частью в	1	1
573	в понимании	1	1
574	одном полюсе	1	1
575	для такого	1	1
576	к ее	1	1
577	в ходе	1	1
578	и во	1	1
579	от которой	1	1
580	бы он	1	1
581	приводят к	1	1
582	благодаря этому	1	1
583	обратимся к	3	1
584	материала в	1	1
585	ее а	1	1
586	уже не	5	1
587	имеем дело	2	1
588	слова в	1	1
589	чего он	1	1
590	или иного	2	1
591	рассказе о	2	1
592	жизнью и	2	1
593	случайного и	1	1
594	свести к	1	1
595	как будто	3	1
596	здесь не	4	1
597	содержания поэтому	1	1
598	полагая что	1	1
599	процесса и	2	1
600	о роли	1	1
601	достаточно напомнить	1	1
602	оно может	2	1
603	их на	1	1
604	тех или	1	1
605	рассказа а	1	1
606	необходимо учитывать	1	1
607	этой системе	1	1
608	связаны с	1	1
609	но это	1	1
610	с ее	3	1
611	во времени	8	1
612	последних дней	1	1
613	лет а	1	1
614	именно это	2	1
615	строго говоря	1	1
616	в едином	1	1
617	видения мира	1	1
618	в самой	1	1
619	в какой-то	1	1
620	становится в	1	1
621	себе хотя	1	1
622	в историю	1	1
623	характерно что	1	1
624	собственно говоря	1	1
625	тому же	5	1
626	что на	2	1
627	подлежит сомнению	1	1
628	образом на	1	1
629	мира в	5	1
630	не отличается	2	1
631	которые будто	1	1
632	грань между	1	1
