N	3gram	Voloshinov	Problema
1	тем не менее	1	56
2	в том что	2	37
3	то же самое	1	30
4	в связи с	1	29
5	в данном случае	2	28
6	с другой стороны	2	25
7	с точки зрения	5	25
8	на то что	1	19
9	для того чтобы	1	17
10	в то же	1	17
11	не что иное	2	14
12	что иное как	2	14
13	ничего общего с	2	13
14	того или иного	2	13
15	на самом деле	1	13
16	можно было бы	1	13
17	не может быть	4	12
18	тех или иных	1	11
19	есть не что	2	11
20	с одной стороны	2	11
21	более или менее	1	10
22	только то что	1	10
23	может быть и	1	9
24	что же такое	1	8
25	чем иным как	2	7
26	те или иные	1	7
27	то или иное	1	7
28	того же автора	1	7
29	с самого начала	2	7
30	не чем иным	2	7
31	иметь в виду	1	7
32	в значительной мере	1	7
33	только потому что	1	7
34	и как бы	1	6
35	в самом деле	2	6
36	и то же	2	6
37	то что в	1	6
38	и в его	1	6
39	едва ли кто-нибудь	1	6
40	есть прежде всего	3	6
41	в этом отношении	1	6
42	само по себе	1	6
43	по себе а	1	5
44	в собственном смысле	1	5
45	а также и	1	5
46	это и не	1	5
47	так же как	1	5
48	та или иная	1	5
49	в зависимости от	2	5
50	а вовсе не	1	5
51	одно и то	3	5
52	смысле слова и	1	5
53	потому что они	1	5
54	и вместе с	1	4
55	в одном случае	1	4
56	этой точки зрения	1	4
57	до тех пор	4	4
58	не было бы	1	4
59	собственном смысле слова	1	4
60	только в связи	1	4
61	само собой разумеется	1	4
62	равно как и	1	4
63	мы все же	1	4
64	ту или иную	1	4
65	подобно тому как	1	4
66	в отличие от	1	3
67	ли кто-нибудь станет	1	3
68	к тому что	1	3
69	в тех случаях	1	3
70	представим себе что	2	3
71	в чем же	1	3
72	как и в	1	3
73	тех случаях когда	1	3
74	с этой точки	1	3
75	является не чем	1	3
76	мы уже видели	1	3
77	хотя бы в	1	3
78	если бы мы	1	3
79	том что в	1	3
80	и никогда не	1	3
81	но в то	1	3
82	далеко не всегда	1	3
83	так и для	1	2
84	по отношению к	3	2
85	между тем как	1	2
86	можно говорить о	1	2
87	в последнее время	1	2
88	что в этом	1	2
89	ничего общего не	1	2
90	все же есть	1	2
91	в сознании и	1	2
92	до такой степени	1	2
93	один и тот	1	2
94	в г в	2	2
95	связаны между собою	1	2
96	там где нет	1	2
97	и тем что	1	2
98	мы не можем	1	2
99	в нем только	1	2
100	выходит за пределы	1	2
101	нам кажется что	1	2
102	может быть это	1	2
103	и тот же	1	2
104	все равно не	1	2
105	между собою и	1	2
106	эстетике и в	1	2
107	вовсе не на	1	2
108	понимании этого слова	1	2
109	и не может	1	2
110	в эстетике и	1	2
111	она ни была	1	2
112	узком смысле слова	1	2
113	но тем не	1	2
114	в предисловии к	1	2
115	общего не имеет	1	2
116	и следовательно в	1	2
117	вполне понятно что	3	1
118	углубляться в этот	1	1
119	мы собственно говоря	1	1
120	что в ней	1	1
121	говорить и о	1	1
122	конечно мы не	1	1
123	вступает в свои	1	1
124	в своей статье	1	1
125	возможно только в	1	1
126	не только на	1	1
127	наметить хотя бы	1	1
128	может и должно	1	1
129	очень трудно разграничить	1	1
130	не говорить о	1	1
131	но может быть	1	1
132	быть и речи	1	1
133	в каждом отдельном	1	1
134	и превращается в	1	1
135	на том основании	1	1
136	не входит в	1	1
137	и сводится к	1	1
138	будет существовать если	1	1
139	в свои права	1	1
140	но так как	2	1
141	никоим образом не	1	1
142	которое мы дали	1	1
143	том основании что	1	1
144	чуть ли не	1	1
145	с момента своего	1	1
146	и не является	2	1
147	неразрывно связаны между	1	1
148	все указанные нами	1	1
149	собой разумеется что	1	1
150	прежде всего является	1	1
151	что ведь и	1	1
152	и к тому	1	1
153	но и его	1	1
154	в виде неподвижной	1	1
155	которое мы в	1	1
156	однако было бы	1	1
157	состоит в том	1	1
158	случае и в	1	1
159	и один из	1	1
160	в узком смысле	1	1
161	в этот вопрос	1	1
162	художественного произведения и	1	1
163	то он и	1	1
164	с вещами как	1	1
165	путем отвлечения однородных	2	1
166	прежде всего в	1	1
167	в человеческом обществе	1	1
168	она и должна	1	1
169	здесь нет никакого	1	1
170	может идти только	1	1
171	то само собой	1	1
172	почти никогда не	1	1
173	постановка вопроса о	1	1
174	ни о какой	1	1
175	мы утверждаем что	1	1
176	в борьбе с	1	1
177	должно было бы	1	1
178	но далеко не	1	1
179	эту точку зрения	1	1
180	тот же самый	1	1
181	или в конце	1	1
182	слов и в	1	1
183	может быть не	1	1
184	в истории мышления	1	1
185	во всей своей	1	1
186	сознании не только	1	1
187	которые не только	1	1
188	смысла художественного произведения	1	1
189	несмотря на все	1	1
190	то же время	1	1
191	языка как системы	2	1
192	только к одному	1	1
193	в живом историческом	1	1
194	не вошедшие в	1	1
195	таким образом мы	1	1
196	что едва ли	1	1
197	время в ней	1	1
198	речь может идти	1	1
199	может стать не	1	1
200	выйти за пределы	1	1
201	мы можем путем	1	1
202	одно слово не	1	1
203	идти только о	1	1
204	в течение всей	1	1
205	как то что	1	1
206	переходе от одного	1	1
207	но что же	1	1
208	в общем виде	1	1
209	ни одно слово	1	1
210	то не только	1	1
211	как мог бы	1	1
212	при конкретном анализе	1	1
213	но это конечно	1	1
214	и есть не	1	1
215	все же остается	1	1
