N	3gram	Voloshinov	Myslijsy
1	в том что	1	47
2	не может быть	3	19
3	по крайней мере	3	17
4	в том смысле	1	13
5	и в этом	2	12
6	до сих пор	3	12
7	во всяком случае	3	12
8	для того чтобы	1	11
9	подобно тому как	1	11
10	с одной стороны	1	10
11	то что я	1	10
12	одного и того	1	9
13	и того же	1	9
14	о том что	2	9
15	мы не можем	1	9
16	не могут быть	2	9
17	так и в	1	8
18	вместе с тем	1	8
19	на самом деле	4	8
20	в этом смысле	3	7
21	с точки зрения	6	7
22	можно сказать что	3	7
23	может быть только	1	6
24	то же самое	1	6
25	и может быть	2	6
26	с самого начала	4	6
27	и таким образом	1	5
28	все то что	2	4
29	с этой точки	1	4
30	по его мнению	1	4
31	в данном случае	1	4
32	зависит от того	1	4
33	быть не может	1	4
34	не что иное	1	4
35	дело в том	1	4
36	что иное как	1	4
37	в этом отношении	1	4
38	рано или поздно	1	3
39	в применении к	1	3
40	в большинстве случаев	3	3
41	во многих случаях	1	3
42	если б не	1	3
43	в связи с	1	3
44	бы то ни	1	3
45	именно то что	1	3
46	со всех сторон	1	3
47	в сознание и	2	3
48	можно было бы	1	3
49	на первый взгляд	1	3
50	этой точки зрения	1	3
51	мы увидим что	1	3
52	нам кажется что	2	3
53	даже тогда когда	1	2
54	а может быть	1	2
55	но вместе с	1	2
56	друг на друга	2	2
57	есть в сознании	1	2
58	есть прежде всего	1	2
59	человека и все	1	2
60	те же что	1	2
61	и говорить о	1	2
62	то ни было	1	2
63	со стороны формы	1	2
64	можем сказать что	1	2
65	не нуждается в	2	2
66	в свое время	1	2
67	что есть в	1	2
68	рождается вместе с	1	2
69	и та же	1	2
70	так же как	2	2
71	всяком случае не	1	2
72	одна и та	1	2
73	и потому мы	1	2
74	от того насколько	1	2
75	не существует для	1	2
76	в каком отношении	1	1
77	только для того	1	1
78	что я в	1	1
79	в самом деле	2	1
80	только как часть	1	1
81	и столь же	1	1
82	к тому с	1	1
83	это приводит к	1	1
84	должен искать в	1	1
85	на две группы	2	1
86	без всякого участия	1	1
87	по сравнению с	3	1
88	же что и	1	1
89	еще не имеет	1	1
90	форма и содержание	1	1
91	его отношение к	1	1
92	жизни таким образом	1	1
93	с теми которые	1	1
94	следует заметить что	1	1
95	на вопрос о	1	1
96	что в них	1	1
97	но даже и	1	1
98	в следующем в	1	1
99	что если б	1	1
100	представлений и слов	1	1
101	довести до сознания	1	1
102	мы знаем что	1	1
103	на чем держится	1	1
104	не следует что	1	1
105	еще не знает	1	1
106	мы можем сказать	2	1
107	на всю жизнь	1	1
108	самом деле есть	1	1
109	каждого из этих	1	1
110	а потому и	2	1
111	в чем не	3	1
112	в душе человека	1	1
113	до поры до	1	1
114	и др и	1	1
115	мы считаем нужным	1	1
116	одну и ту	1	1
117	в переводе на	2	1
118	ребенок еще не	1	1
119	таким образом и	1	1
120	частей тела и	1	1
121	только в одном	1	1
122	другими словами мы	1	1
123	каждое из этих	1	1
124	во время сна	1	1
125	в области психологии	1	1
126	не имеет места	1	1
127	вместе с ним	1	1
128	прежде всего на	1	1
129	и проч самый	1	1
130	а вместе с	1	1
131	друг с другом	1	1
132	один из моментов	1	1
133	и ту же	1	1
134	могут быть объяснены	1	1
135	обратим внимание на	1	1
136	на наших глазах	1	1
137	может быть совершенно	1	1
138	как один из	1	1
139	все что не	1	1
140	и не нуждается	1	1
141	ни в ком	1	1
142	в этой работе	1	1
143	он может быть	1	1
144	а потом и	1	1
145	в сознание или	1	1
146	в свой круг	1	1
147	бы оно ни	1	1
148	и быть не	1	1
149	что рано или	1	1
150	сих пор еще	1	1
151	которое достаточно для	1	1
152	самом деле в	1	1
153	который необходим для	1	1
154	какое значение для	1	1
155	который до сих	1	1
156	нам в голову	1	1
157	же как и	1	1
158	все что есть	1	1
159	в человеческом организме	1	1
160	том что мы	1	1
161	она может быть	1	1
162	что может быть	1	1
163	увидим что оно	1	1
164	в разных местах	1	1
165	тому как мы	1	1
166	сказать что эти	1	1
167	и связанные с	1	1
168	имеем дело с	1	1
169	если бы он	1	1
170	между собою в	1	1
171	годятся только для	1	1
